Angle (°);Time (ms);PositionX (°);PositionY (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;5880;59,95;-157,71;3808;-9592;-14096;-504;70;103;-0,02;-1334,29;-0,0
60;5900;59,9;-157,87;3836;-9540;-14024;-444;-55;60;0,06;-1334,23;0,07
60;5920;59,85;-158,03;3960;-9664;-14108;-535;48;140;0,13;-1334,1;0,07
60;5940;58,99;-155,44;3328;0;3328;18555;288;-7767;0,2;-1333,9;0,07
60;5960;58,94;-155,85;3972;-9584;-14096;-476;-20;70;1,02;-1331,83;-0,03
60;5980;58,95;-156,06;3928;-9628;-14312;-491;51;143;1,04;-1330,79;0,02
60;6000;58,94;-156,29;3752;-9608;-14084;-440;-15;100;1,06;-1329,73;0,02
60;6020;59,37;-156,11;18555;288;-7767;3752;-9608;21509;1,08;-1328,65;0,03
60;6040;59,3;-156,52;3892;-9596;-14144;-481;26;96;0,66;-1327,31;-0,03
60;6060;59,28;-156,73;3792;-9636;-14180;-486;-28;34;0,7;-1326,61;0,04
60;6080;59,26;-156,92;3880;-9508;-14064;-446;44;126;0,73;-1325,88;0,04
60;6100;59,67;-156,73;18555;288;-7767;3880;-9508;21509;0,77;-1325,11;0,03
60;6120;59,58;-157,1;3944;-9528;-14092;-542;-55;20;0,37;-1324,35;-0,02
60;6140;59,56;-157,27;3916;-9652;-13956;-483;-56;193;0,41;-1323,95;0,04
60;6160;59,54;-157,46;3844;-9500;-14120;-475;82;-9;0,46;-1323,48;0,06
60;6180;59,93;-157,24;18555;288;-7767;3844;-9500;21509;0,5;-1322,98;0,04
60;6200;59,84;-157,58;3888;-9584;-13920;-583;-155;121;0,1;-1322,76;-0,02
60;6220;59,8;-157,75;3708;-9628;-14096;-365;36;93;0,16;-1322,61;0,06
60;6240;59,77;-157,89;3872;-9580;-14072;-667;389;116;0,23;-1322,37;0,07
60;6260;60,16;-157,66;18555;288;-7767;3872;-9580;21509;0,27;-1322,1;0,04
60;6280;60,06;-157,96;3900;-9492;-14108;-489;32;63;-0,11;-1322,3;-0,02
60;6300;60,02;-158,11;3904;-9596;-14064;-533;53;178;-0,05;-1322,35;0,06
60;6320;59,98;-158,27;3900;-9660;-14272;-424;-37;134;0,0;-1322,35;0,05
60;6340;60,37;-158,03;18555;288;-7767;3900;-9660;21509;0,06;-1322,29;0,06
60;6360;60,25;-158,31;3892;-9612;-14320;-486;83;160;-0,31;-1322,89;-0,02
60;6380;60,19;-158,46;3752;-9332;-13900;-420;-48;39;-0,23;-1323,12;0,08
60;6400;60,16;-158,59;3840;-9672;-14376;-591;15;172;-0,16;-1323,28;0,06
60;6420;60,53;-158,34;18555;288;-7767;3840;-9672;21509;-0,1;-1323,38;0,06
60;6440;60,4;-158,63;3748;-9488;-14064;-485;87;37;-0,47;-1324,3;-0,01
60;6460;60,36;-158,74;3868;-9596;-14060;-565;110;220;-0,4;-1324,7;0,07
60;6480;60,31;-158,88;3844;-9460;-14016;-450;-69;41;-0,32;-1325,02;0,08
60;6500;60,67;-158,59;18555;288;-7767;3844;-9460;21509;-0,25;-1325,27;0,08
60;6520;60,53;-158,84;3928;-9632;-14060;-462;34;113;-0,61;-1326,48;-0,01
60;6540;60,48;-158,95;3888;-9552;-14040;-476;-10;3;-0,53;-1327,01;0,08
60;6560;60,43;-159,07;3780;-9576;-14052;-512;43;204;-0,45;-1327,46;0,08
60;6580;59,57;-156,44;3328;0;3328;18555;288;-7767;-0,37;-1327,83;0,08
60;6600;59,51;-156,81;3892;-9536;-14228;-478;35;119;0,45;-1326,89;-0,04
60;6620;59,51;-157,01;3800;-9540;-14164;-447;7;57;0,47;-1326,42;0,02
60;6640;59,49;-157,19;3868;-9572;-13964;-511;46;66;0,5;-1325,91;0,03
60;6660;59,91;-156,97;18555;288;-7767;3868;-9572;21509;0,53;-1325,38;0,03
60;6680;59,82;-157,32;3816;-9592;-14156;-472;14;41;0,12;-1325,11;-0,02
60;6700;59,8;-157,48;3876;-9604;-14032;-449;12;105;0,16;-1324,95;0,04
60;6720;59,78;-157,66;3776;-9520;-13860;-502;-14;132;0,21;-1324,73;0,05
60;6740;60,19;-157,42;18555;288;-7767;3776;-9520;21509;0,26;-1324,47;0,05
60;6760;60,07;-157,76;3840;-9724;-14196;-434;19;18;-0,14;-1324,73;-0,02
60;6780;60,04;-157,91;3856;-9576;-14072;-504;6;66;-0,08;-1324,81;0,06
60;6800;60,02;-158,06;3856;-9440;-13884;-526;-10;256;-0,02;-1324,83;0,05
60;6820;60,4;-157,8;18555;288;-7767;3856;-9440;21509;0,03;-1324,8;0,05
60;6840;60,28;-158,11;3900;-9676;-14132;-448;-16;-7;-0,35;-1325,49;-0,01
60;6860;60,24;-158,24;3892;-9592;-14064;-431;20;92;-0,28;-1325,77;0,07
60;6880;60,21;-158,38;3924;-9564;-14228;-550;49;134;-0,22;-1325,99;0,06
60;6900;60,59;-158,12;18555;288;-7767;3924;-9564;21509;-0,17;-1326,16;0,05
60;6920;60,46;-158,39;3836;-9496;-14056;-476;47;57;-0,53;-1327,2;-0,01
60;6940;60,42;-158,51;3932;-9472;-14016;-464;10;54;-0,46;-1327,66;0,07
60;6960;60,37;-158,64;3736;-9580;-14056;-452;13;133;-0,39;-1328,05;0,07
60;6980;60,75;-158,37;18555;288;-7767;3736;-9580;21509;-0,31;-1328,36;0,07
60;7000;60,62;-158,63;3984;-9524;-14332;-441;-1;154;-0,68;-1329,7;-0,01
60;7020;60,56;-158,75;3764;-9564;-14016;-454;9;91;-0,61;-1330,31;0,07
60;7040;60,52;-158,87;3880;-9536;-14276;-549;36;163;-0,53;-1330,83;0,08
60;7060;60,89;-158,58;18555;288;-7767;3880;-9536;21509;-0,47;-1331,3;0,06
60;7080;60,75;-158,83;3888;-9524;-14256;-524;53;40;-0,82;-1332,92;-0,02
60;7100;60,7;-158,93;3892;-9500;-14120;-454;-22;161;-0,75;-1333,67;0,07
60;7120;60,65;-159,03;3880;-9500;-14004;-525;16;112;-0,66;-1334,33;0,08
60;7140;61,01;-158,74;18555;288;-7767;3880;-9500;21509;-0,59;-1334,92;0,08
60;7160;60,85;-158,98;3848;-9548;-14180;-412;3;64;-0,92;-1336,76;0,01
60;7180;60,8;-159,07;3888;-9516;-13996;-567;33;164;-0,84;-1337,6;0,08
60;7200;60,73;-159,17;3892;-9612;-14016;-492;4;221;-0,75;-1338,36;0,09
60;7220;60,84;-155,76;3892;-9612;21509;-1;-1;221;-0,66;-1339,02;0,09
60;7240;60,7;-156,14;3916;-9524;-13944;-480;22;39;-0,78;-1340,57;-0,01
60;7260;60,63;-156,33;3960;-9592;-14072;-490;-8;186;-0,68;-1341,26;0,1
60;7280;60,58;-156,53;3920;-9596;-14068;-528;16;72;-0,6;-1341,86;0,08
60;7300;60,93;-156,32;18555;288;-7767;3920;-9596;21509;-0,52;-1342,37;0,08
60;7320;60,77;-156,7;3708;-9640;-14044;-491;5;35;-0,85;-1344,07;-0,0
60;7340;60,7;-156,89;3904;-9500;-14124;-526;12;110;-0,75;-1344,82;0,1
60;7360;60,64;-157,07;3816;-9528;-14088;-464;1;120;-0,66;-1345,48;0,08
60;7380;61,0;-156,84;18555;288;-7767;3816;-9528;21509;-0,58;-1346,06;0,09
60;7400;60,82;-157,19;3764;-9556;-14080;-466;5;112;-0,9;-1347,87;0,01
60;7420;60,75;-157,35;3820;-9552;-14040;-475;11;105;-0,81;-1348,67;0,09
60;7440;60,68;-157,52;3860;-9596;-14104;-485;41;85;-0,71;-1349,38;0,1
60;7460;60,12;-154,72;10;-17342;21509;3860;-9596;21509;-0,61;-1350,0;0,1
60;7480;60,0;-155,16;3944;-9544;-13888;-503;24;131;-0,06;-1350,11;-0,01
60;7500;59,94;-155,4;3752;-9564;-14044;-455;17;92;0,02;-1350,1;0,08
60;7520;59,9;-155,62;3840;-9528;-14148;-479;5;64;0,09;-1350,01;0,08
60;7540;60,27;-155,44;18555;288;-7767;3840;-9528;21509;0,15;-1349,85;0,06
60;7560;60,14;-155,85;3900;-9524;-14176;-526;40;134;-0,2;-1350,24;-0,01
60;7580;60,09;-156,05;3872;-9564;-14028;-491;-4;130;-0,13;-1350,37;0,07
60;7600;60,04;-156,25;3916;-9548;-14184;-476;-3;81;-0,06;-1350,43;0,07
60;7620;60,17;-152,93;3916;-9548;21509;-1;-1;81;0,01;-1350,43;0,06
60;7640;60,06;-153,49;3828;-9596;-14100;-451;5;118;-0,12;-1350,66;-0,01
60;7660;60,01;-153,77;3848;-9516;-14036;-480;0;100;-0,04;-1350,7;0,08
60;7680;59,96;-154,03;3948;-9440;-14032;-481;23;92;0,03;-1350,66;0,07
60;7700;59,84;-154,54;3928;-9600;-14172;-487;12;78;0,1;-1350,46;0,0
60;7720;59,79;-154,8;3892;-9536;-14128;-495;17;70;0,17;-1350,29;0,07
60;7740;59,74;-155,06;3928;-9480;-14080;-471;9;116;0,23;-1350,05;0,06
60;7760;59,7;-155,31;3916;-9572;-14104;-502;16;51;0,3;-1349,75;0,06
60;7780;59,59;-155,77;3900;-9556;-14020;-498;6;96;0,36;-1349,04;0,0
60;7800;59,54;-156,01;3892;-9600;-14252;-474;8;122;0,42;-1348,62;0,07
60;7820;59,5;-156,24;3892;-9568;-14072;-491;1;64;0,48;-1348,14;0,06
60;7840;59,87;-156,13;16507;288;-7767;3892;-9568;21509;0,54;-1347,6;0,06
60;7860;59,77;-156,54;3756;-9524;-14316;-509;1;115;0,18;-1347,22;-0,01
60;7880;59,72;-156,75;3908;-9592;-14028;-511;0;99;0,24;-1346,98;0,06
60;7900;59,67;-156,96;3872;-9556;-14092;-489;13;121;0,31;-1346,68;0,06
60;7920;60,03;-156,83;16507;288;-7767;3872;-9556;21509;0,38;-1346,3;0,07
60;7940;59,89;-157,2;3948;-9628;-14064;-490;41;74;0,04;-1346,22;0,01
60;7960;59,82;-157,38;3784;-9612;-13984;-460;4;120;0,13;-1346,09;0,09
60;7980;59,77;-157,57;3880;-9616;-14228;-481;10;93;0,21;-1345,87;0,08
60;8000;60,13;-157,36;18555;288;-7767;3880;-9616;21509;0,28;-1345,59;0,07
60;8020;60,0;-157,69;3892;-9504;-14168;-478;-25;149;-0,06;-1345,71;0,01
60;8040;59,96;-157,86;3900;-9460;-14316;-495;7;77;0,01;-1345,7;0,07
60;8060;59,91;-158,04;3840;-9560;-14264;-478;-4;67;0,07;-1345,63;0,06
60;8080;60,28;-157,81;18555;288;-7767;3840;-9560;21509;0,13;-1345,5;0,07
60;8100;60,15;-158,12;3936;-9524;-14264;-477;15;77;-0,21;-1345,92;0,01
60;8120;60,09;-158,27;3896;-9544;-14176;-461;35;108;-0,13;-1346,05;0,08
60;8140;60,02;-158,42;3912;-9512;-13932;-483;19;90;-0,05;-1346,1;0,08
60;8160;60,37;-158,18;18555;288;-7767;3912;-9512;21509;0,03;-1346,07;0,08
60;8180;60,23;-158,45;3968;-9548;-14096;-499;8;116;-0,29;-1346,65;0,01
60;8200;60,18;-158,6;3852;-9496;-14196;-461;-8;40;-0,21;-1346,87;0,08
60;8220;60,12;-158,75;3832;-9560;-14136;-489;15;120;-0,14;-1347,01;0,07
60;8240;60,48;-158,49;18555;288;-7767;3832;-9560;21509;-0,07;-1347,08;0,08
60;8260;60,34;-158,76;3916;-9696;-14268;-482;3;82;-0,41;-1347,89;-0,0
60;8280;60,28;-158,88;3920;-9508;-14196;-471;4;118;-0,32;-1348,21;0,09
60;8300;60,21;-159,01;3916;-9540;-14120;-473;27;87;-0,24;-1348,44;0,08
60;8320;60,56;-158,74;18555;288;-7767;3916;-9540;21509;-0,16;-1348,6;0,08
60;8340;60,41;-159,0;3932;-9568;-14100;-502;-5;133;-0,47;-1349,56;0,01
60;8360;60,34;-159,11;3916;-9500;-14000;-488;20;60;-0,38;-1349,94;0,09
60;8380;60,27;-159,23;3884;-9588;-14128;-504;14;73;-0,29;-1350,24;0,09
60;8400;60,62;-158,95;18555;288;-7767;3884;-9588;21509;-0,21;-1350,45;0,08
60;8420;60,48;-159,18;3908;-9636;-14180;-495;29;86;-0,55;-1351,54;-0,0
60;8440;60,39;-159,3;3916;-9584;-14048;-490;-34;89;-0,44;-1351,98;0,1
60;8460;60,32;-159,4;3772;-9636;-14124;-495;29;118;-0,35;-1352,33;0,09
60;8480;60,67;-159,12;18555;288;-7767;3772;-9636;21509;-0,25;-1352,59;0,1
60;8500;60,51;-159,35;3868;-9580;-14192;-471;-24;103;-0,58;-1353,76;0,01
60;8520;60,45;-159,46;3872;-9548;-14140;-449;20;77;-0,5;-1354,25;0,08
60;8540;60,38;-159,56;3884;-9548;-14128;-475;-3;119;-0,41;-1354,66;0,09
60;8560;60,73;-159,25;18555;288;-7767;3884;-9548;21509;-0,32;-1354,98;0,08
60;8580;60,57;-159,47;3864;-9548;-14176;-495;14;59;-0,63;-1356,26;0,01
60;8600;60,5;-159,56;3820;-9496;-14144;-456;30;135;-0,54;-1356,8;0,09
60;8620;60,42;-159,64;3908;-9500;-14160;-494;-12;105;-0,45;-1357,25;0,09
60;8640;60,77;-159,33;18555;288;-7767;3908;-9500;21509;-0,37;-1357,62;0,07
60;8660;60,62;-159,55;3836;-9524;-14068;-482;4;108;-0,69;-1359,01;0,0
60;8680;60,54;-159,62;3964;-9532;-14120;-511;33;72;-0,59;-1359,6;0,1
60;8700;60,48;-159,7;3908;-9456;-14040;-455;-7;134;-0,51;-1360,11;0,08
60;8720;60,83;-159,39;18555;288;-7767;3908;-9456;21509;-0,43;-1360,53;0,08
60;8740;60,67;-159,59;3792;-9532;-14216;-497;29;79;-0,73;-1362,01;0,01
60;8760;60,57;-159,68;3868;-9608;-13992;-464;-4;102;-0,64;-1362,65;0,1
60;8780;60,51;-159,76;3792;-9504;-14232;-496;-2;94;-0,53;-1363,18;0,1
60;8800;61,85;-156,89;172;21395;21509;3792;-9504;21509;-0,44;-1363,62;0,09
60;8820;61,65;-157,23;3916;-9596;-14136;-499;5;108;-1,74;-1367,12;0,02
60;8840;61,54;-157,38;3812;-9496;-14124;-490;5;63;-1,61;-1368,73;0,13
60;8860;61,45;-157,53;3912;-9556;-14112;-494;3;102;-1,49;-1370,22;0,11
60;8880;61,76;-157,29;18555;288;-7767;3912;-9556;21509;-1,37;-1371,59;0,12
60;8900;61,55;-157,61;3848;-9536;-14212;-494;0;86;-1,63;-1374,88;0,02
60;8920;61,44;-157,75;3844;-9616;-14124;-477;18;114;-1,51;-1376,39;0,12
60;8940;61,34;-157,9;3828;-9564;-14144;-512;-1;69;-1,38;-1377,77;0,13
60;8960;61,65;-157,64;18555;288;-7767;3828;-9564;21509;-1,26;-1379,03;0,12
60;8980;61,44;-157,94;3856;-9552;-14092;-483;10;107;-1,53;-1382,12;0,02
60;9000;61,34;-158,06;3872;-9500;-14052;-435;-2;63;-1,41;-1383,53;0,13
60;9020;61,23;-158,18;3900;-9548;-14116;-485;1;96;-1,28;-1384,8;0,13
60;9040;61,54;-157,91;18555;288;-7767;3900;-9548;21509;-1,15;-1385,96;0,12
60;9060;61,33;-158,2;3864;-9584;-14120;-472;27;98;-1,42;-1388,83;0,03
60;9080;61,22;-158,33;3788;-9608;-14088;-484;1;78;-1,29;-1390,12;0,13
60;9100;61,13;-158,44;3872;-9472;-14144;-474;18;118;-1,17;-1391,29;0,12
60;9120;61,45;-158,16;18555;288;-7767;3872;-9472;21509;-1,06;-1392,35;0,11
60;9140;61,25;-158,41;3896;-9556;-14104;-466;-13;93;-1,34;-1395,05;0,02
60;9160;61,17;-158,52;3840;-9524;-14164;-487;23;107;-1,23;-1396,27;0,11
60;9180;61,06;-158,63;3892;-9612;-14148;-481;15;79;-1,11;-1397,38;0,12
60;9200;61,14;-155,23;3892;-9612;21509;0;0;79;-0,99;-1398,37;0,12
60;9220;60,96;-155,64;3772;-9516;-14080;-469;24;85;-1,04;-1400,47;0,02
60;9240;60,87;-155,85;3848;-9560;-14296;-494;2;67;-0,92;-1401,39;0,12
60;9260;60,78;-156,06;3772;-9508;-14172;-511;23;132;-0,8;-1402,19;0,12
60;9280;60,59;-156,44;3896;-9512;-14096;-487;-3;77;-0,66;-1403,55;0,03
60;9300;60,5;-156,64;3868;-9580;-13968;-483;6;99;-0,56;-1404,11;0,1
60;9320;60,41;-156,82;3800;-9596;-14112;-475;13;102;-0,45;-1404,57;0,11
60;9340;60,32;-157,0;3932;-9556;-14184;-510;-8;61;-0,34;-1404,9;0,11
60;9360;60,17;-157,35;3904;-9560;-14060;-473;-2;105;-0,24;-1405,4;0,02
60;9380;60,08;-157,52;3880;-9556;-14096;-480;35;69;-0,14;-1405,53;0,1
60;9400;60,01;-157,69;3832;-9556;-14144;-484;-4;81;-0,04;-1405,58;0,09
60;9420;59,93;-157,87;3808;-9616;-14256;-494;11;123;0,05;-1405,53;0,09
60;9440;59,78;-158,16;3916;-9580;-14016;-485;13;58;0,16;-1405,23;0,02
60;9460;59,69;-158,32;3828;-9576;-14100;-497;19;127;0,26;-1404,97;0,1
60;9480;59,62;-158,48;3796;-9556;-14064;-484;27;58;0,34;-1404,63;0,09
60;9500;59,55;-158,62;3908;-9472;-14064;-469;-4;74;0,43;-1404,2;0,08
60;9520;59,42;-158,91;3780;-9704;-14296;-474;26;135;0,52;-1403,18;0,02
60;9540;59,36;-159,05;3852;-9560;-14044;-491;-6;58;0,6;-1402,58;0,08
60;9560;59,28;-159,19;3848;-9620;-14056;-461;12;115;0,68;-1401,9;0,08
60;9580;59,63;-158,94;18555;288;-7767;3848;-9620;21509;0,77;-1401,13;0,09
60;9600;59,5;-159,2;3856;-9568;-14220;-491;-13;49;0,45;-1400,26;0,02
60;9620;59,45;-159,33;3824;-9556;-14160;-469;15;145;0,52;-1399,75;0,07
60;9640;59,38;-159,46;3816;-9580;-14180;-480;-19;56;0,59;-1399,16;0,07
60;9660;59,74;-159,2;18555;288;-7767;3816;-9580;21509;0,66;-1398,5;0,07
60;9680;59,61;-159,44;3920;-9544;-13912;-483;41;144;0,33;-1397,85;0,02
60;9700;59,54;-159,57;3792;-9612;-14148;-484;0;58;0,42;-1397,43;0,08
60;9720;59,47;-159,69;3776;-9560;-14000;-478;5;122;0,5;-1396,94;0,08
60;9740;59,58;-156,29;3776;-9560;21509;-1;-1;122;0,58;-1396,35;0,08
60;9760;59,46;-156,67;3880;-9648;-14116;-494;9;86;0,49;-1395,39;0,01
60;9780;59,38;-156,88;3816;-9612;-14072;-490;18;111;0,58;-1394,81;0,09
60;9800;59,33;-157,1;3860;-9572;-14244;-494;15;106;0,65;-1394,16;0,08
60;9820;59,9;-154,34;70;3913;21509;3860;-9572;21509;0,72;-1393,45;0,07
60;9840;59,76;-154,83;3792;-9516;-14072;-479;6;103;0,18;-1393,11;0,02
60;9860;59,7;-155,09;3852;-9528;-14132;-484;-3;88;0,26;-1392,85;0,08
60;9880;59,62;-155,34;3892;-9596;-14080;-484;5;104;0,35;-1392,5;0,09
60;9900;58,74;-152,84;3328;0;3328;18555;288;-7767;0,44;-1392,06;0,09
60;9920;58,67;-153,41;3888;-9688;-14152;-511;36;93;1,29;-1389,47;-0,02
60;9940;58,66;-153,73;3948;-9464;-14044;-474;-29;98;1,33;-1388,15;0,04
60;9960;58,64;-154,05;3784;-9588;-14128;-479;28;117;1,35;-1386,8;0,03
60;9980;59,04;-153,94;18555;288;-7767;3784;-9588;21509;1,39;-1385,4;0,04
