Gas;PositionX;PositionY;Ax Raw
8;3,62;-150,77;580
8;3,63;-150,91;484
8;3,64;-150,79;560
8;3,64;-150,94;476
8;3,64;-150,81;540
8;3,61;-150,77;460
8;3,65;-150,89;560
8;3,61;-150,67;468
8;3,59;-150,3;560
8;3,59;-150,31;492
8;3,58;-150,49;448
8;3,58;-150,31;564
8;3,56;-150,01;540
8;3,57;-150,09;500
8;3,58;-150,23;504
8;3,59;-150,28;524
8;3,59;-150,39;504
8;3,61;-150,77;428
8;3,59;-150,36;548
8;3,6;-150,57;468
8;3,59;-150,46;532
8;3,59;-150,61;468
8;3,57;-150,33;520
8;3,58;-150,23;556
8;3,57;-150,1;540
8;3,55;-149,7;580
8;3,54;-149,66;492
8;3,54;-149,68;492
8;3,54;-149,72;508
8;3,52;-149,47;528
8;3,51;-149,64;440
8;3,5;-149,68;480
8;3,5;-149,53;532
8;3,52;-149,66;528
8;3,53;-149,79;504
8;3,53;-149,5;588
8;3,52;-149,65;440
8;3,51;-149,5;536
8;3,53;-149,66;512
8;3,52;-149,8;456
8;3,53;-149,51;640
8;3,51;-149,51;472
8;3,52;-149,46;548
8;3,51;-149,62;444
8;3,49;-149,65;464
8;3,48;-149,73;444
8;3,48;-149,75;492
8;3,48;-149,64;552
8;3,46;-149,57;496
8;3,48;-149,51;568
8;3,48;-149,36;580
8;3,49;-149,44;528
8;3,49;-149,55;496
8;3,48;-149,59;472
8;3,51;-149,63;572
8;3,5;-149,65;472
8;3,49;-149,45;564
8;3,48;-149,32;524
8;3,49;-149,41;520
8;3,48;-149,48;464
8;3,49;-149,6;484
8;3,49;-149,56;520
8;3,51;-149,58;580
8;3,49;-149,47;500
8;3,5;-149,48;548
8;3,51;-149,5;532
8;3,52;-149,71;468
8;3,52;-149,65;540
8;3,52;-149,63;512
8;3,54;-149,83;500
8;3,52;-149,6;520
8;3,52;-149,72;488
8;3,52;-149,44;588
8;3,53;-149,43;568
8;3,53;-149,6;472
8;3,54;-149,76;472
8;3,55;-149,69;576
8;3,55;-149,76;512
8;3,54;-149,61;532
8;3,55;-149,54;576
8;3,55;-149,48;548
8;3,55;-149,66;448
8;3,58;-149,92;496
8;3,58;-149,89;516
8;3,58;-150,0;512
8;3,58;-149,86;560
8;3,57;-149,8;516
8;3,57;-149,73;548
8;3,59;-149,79;560
8;3,59;-150,01;432
8;3,6;-150,18;492
8;3,6;-150,02;552
8;3,59;-149,87;556
8;3,6;-150,16;444
8;3,6;-150,21;484
8;3,59;-150,23;492
8;3,61;-150,59;432
8;3,62;-150,78;464
8;3,62;-150,79;528
8;3,6;-151,13;336
8;3,6;-151,16;480
8;3,6;-151,29;456
8;3,61;-151,35;500
8;3,58;-151,18;472
8;3,57;-150,99;536
8;3,57;-151,03;508
8;3,57;-151,07;484
8;3,58;-151,01;556
8;3,58;-150,94;560
8;3,57;-150,86;492
8;3,57;-151,01;444
8;3,54;-150,77;480
8;3,53;-150,69;512
8;3,52;-150,78;460
8;3,53;-150,81;520
8;3,52;-150,77;484
8;3,53;-150,74;548
8;3,55;-150,78;544
8;3,56;-150,83;532
8;3,54;-150,74;468
8;3,55;-150,84;496
8;3,55;-150,69;552
8;3,55;-150,67;524
8;3,54;-150,62;488
8;3,52;-150,56;472
8;3,5;-150,47;456
8;3,5;-150,5;500
8;3,47;-150,57;412
8;3,48;-150,7;464
8;3,48;-150,58;548
8;3,48;-150,44;552
8;3,5;-150,49;576
8;3,51;-150,4;560
8;3,5;-150,36;472
8;3,5;-150,5;472
8;3,5;-150,42;528
8;3,5;-150,42;520
8;3,5;-150,47;496
8;3,5;-150,41;508
8;3,5;-150,49;480
8;3,51;-150,42;544
8;3,5;-150,39;488
8;3,5;-150,35;528
8;3,5;-150,58;420
8;3,5;-150,74;432
8;3,49;-150,83;440
8;3,48;-151,04;400
8;3,5;-151,19;492
8;3,51;-151,12;568
8;3,5;-151,12;488
8;3,5;-151,26;432
8;3,51;-151,35;516
8;3,51;-151,25;528
8;3,51;-151,22;496
8;3,51;-150,95;628
8;3,51;-151,05;456
8;3,52;-150,98;540
8;3,52;-150,95;520
8;3,53;-151,03;500
8;3,53;-151,28;416
8;3,54;-151,39;480
8;3,55;-151,38;540
8;3,54;-151,2;544
8;3,54;-151,32;436
8;3,55;-151,42;512
8;3,55;-151,32;540
8;3,57;-151,26;564
8;3,55;-151,23;436
8;3,54;-151,07;556
8;3,54;-150,73;644
8;3,52;-150,65;452
8;3,52;-150,72;472
8;3,52;-150,73;512
8;3,53;-150,68;552
8;3,53;-150,81;468
8;3,53;-150,68;544
8;3,53;-150,64;512
8;3,53;-150,46;552
8;3,51;-150,6;412
10;3,23;-152,46;420
10;3,34;-153,52;424
10;3,45;-153,99;464
10;3,42;-152,39;544
10;3,45;-151,9;532
10;3,46;-151,13;576
10;3,5;-150,99;552
10;3,48;-150,38;544
10;3,49;-150,49;492
10;3,51;-150,16;584
10;3,52;-150,05;540
10;3,5;-149,75;524
10;3,51;-149,71;536
10;3,5;-149,28;588
10;3,49;-149,3;496
10;3,51;-149,73;452
10;3,56;-149,81;592
10;3,57;-149,99;500
10;3,59;-150,18;504
10;3,58;-150,36;456
10;3,57;-150,35;488
10;3,59;-150,39;532
10;3,58;-150,23;536
10;3,6;-150,51;468
10;3,58;-150,11;560
10;3,59;-150,48;432
10;3,56;-150,13;524
10;3,59;-150,02;612
10;3,57;-149,58;580
10;3,56;-149,4;536
10;3,56;-149,46;508
10;3,58;-149,53;548
10;3,59;-149,5;552
10;3,58;-148,81;676
10;3,6;-148,72;592
10;3,62;-148,97;492
10;3,61;-148,72;592
10;3,61;-148,62;552
10;3,61;-148,67;524
10;3,63;-148,99;468
10;3,64;-148,82;620
10;3,63;-149,11;420
10;3,63;-149,31;484
10;3,65;-149,23;604
10;3,63;-148,53;624
10;3,62;-148,79;444
10;3,59;-148,74;484
10;3,59;-149,11;424
10;3,6;-149,42;460
10;3,61;-149,58;520
10;3,62;-149,9;444
10;3,64;-150,19;472
10;3,62;-150,08;512
10;3,64;-149,9;628
10;3,65;-149,99;544
10;3,66;-150,02;524
10;3,67;-150,21;492
10;3,67;-150,22;548
10;3,65;-150,34;432
10;3,64;-150,18;532
10;3,64;-150,48;440
10;3,64;-150,48;508
10;3,63;-150,57;484
10;3,62;-150,54;516
10;3,62;-150,37;568
10;3,61;-150,42;464
10;3,6;-150,35;512
10;3,58;-150,22;508
10;3,58;-150,47;432
10;3,6;-150,49;548
10;3,59;-150,46;520
10;3,6;-150,39;548
10;3,6;-150,56;480
10;3,61;-150,78;472
10;3,61;-150,78;504
10;3,6;-150,78;500
10;3,62;-150,84;552
10;3,61;-150,8;496
10;3,61;-151,02;456
10;3,62;-150,87;592
10;3,6;-150,85;488
10;3,61;-151,09;440
10;3,61;-151,11;512
10;3,6;-151,19;476
10;3,58;-150,92;520
10;3,57;-150,86;496
10;3,58;-150,98;492
10;3,57;-150,8;556
10;3,57;-150,97;452
10;3,59;-150,85;592
10;3,59;-151,01;460
10;3,6;-151,15;504
10;3,6;-151,02;548
10;3,58;-151,16;412
10;3,57;-150,96;536
10;3,57;-150,82;552
10;3,56;-150,92;452
10;3,56;-151,05;476
10;3,56;-151,17;460
10;3,57;-151,26;512
10;3,57;-151,33;472
10;3,57;-151,14;556
10;3,56;-150,76;616
10;3,56;-150,98;416
10;3,55;-151,1;436
10;3,54;-151,15;484
10;3,54;-150,98;560
10;3,55;-150,85;588
10;3,55;-150,73;548
10;3,54;-150,61;500
10;3,55;-150,86;444
10;3,54;-151,08;404
10;3,55;-151,14;504
10;3,54;-151,3;432
10;3,57;-151,25;600
10;3,57;-151,47;428
10;3,59;-151,46;560
10;3,58;-151,62;432
10;3,58;-151,55;544
10;3,6;-151,34;616
10;3,59;-151,32;488
10;3,56;-151,22;436
10;3,55;-151,13;516
10;3,57;-151,2;508
10;3,55;-151,33;404
10;3,55;-151,09;572
10;3,55;-150,69;664
10;3,55;-150,62;552
10;3,57;-150,63;544
10;3,58;-150,84;456
10;3,59;-150,78;564
10;3,59;-150,74;548
10;3,6;-150,66;568
10;3,6;-150,51;552
10;3,59;-150,64;456
10;3,62;-150,64;592
10;3,62;-150,66;516
10;3,63;-150,77;496
10;3,63;-150,66;588
10;3,63;-150,8;436
10;3,62;-150,64;544
10;3,61;-150,74;472
10;3,61;-150,65;564
10;3,61;-150,38;592
10;3,62;-150,4;536
10;3,61;-150,08;608
10;3,61;-150,04;528
10;3,61;-149,77;608
10;3,62;-149,85;520
10;3,62;-149,88;524
10;3,63;-149,67;644
10;3,64;-149,96;432
10;3,64;-149,9;540
10;3,63;-149,87;512
10;3,62;-149,55;608
10;3,63;-149,53;552
10;3,64;-149,64;516
10;3,63;-149,42;564
10;3,62;-149,6;444
10;3,64;-149,73;540
10;3,64;-149,93;452
10;3,65;-150,0;520
10;3,65;-149,96;564
10;3,64;-149,87;496
10;3,64;-149,94;524
10;3,67;-149,88;648
10;3,66;-149,91;496
10;3,66;-149,89;548
10;3,64;-149,7;516
10;3,64;-149,67;540
10;3,63;-149,62;508
10;3,61;-149,89;388
10;3,6;-149,95;468
10;3,58;-149,79;512
10;3,58;-149,9;464
10;3,56;-149,69;552
10;3,56;-149,66;508
10;3,55;-149,91;428
10;3,55;-149,83;524
10;3,55;-149,99;484
10;3,56;-149,8;624
10;3,55;-149,82;472
10;3,56;-150,08;460
10;3,58;-150,06;584
10;3,59;-149,89;616
10;3,59;-149,93;524
10;3,58;-149,82;524
10;3,59;-149,75;592
10;3,59;-149,86;480
10;3,57;-149,69;496
10;3,55;-149,63;484
10;3,55;-149,62;528
10;3,57;-149,84;492
10;3,56;-150,01;424
10;3,57;-149,92;584
10;3,57;-149,89;536
10;3,58;-149,92;536
10;3,59;-149,95;548
10;3,6;-150,14;484
10;3,61;-150,11;556
10;3,6;-150,15;492
10;3,62;-150,26;532
10;3,62;-150,3;512
10;3,61;-150,06;564
10;3,6;-150,05;512
10;3,6;-149,96;560
10;3,61;-150,24;420
10;3,61;-150,18;552
10;3,61;-150,05;568
10;3,6;-150,0;496
10;3,62;-150,06;572
10;3,62;-150,27;452
10;3,62;-150,34;508
10;3,62;-150,52;456
10;3,61;-150,67;432
10;3,61;-150,81;464
10;3,61;-150,68;564
10;3,59;-150,46;520
10;3,56;-150,07;540
10;3,56;-149,92;576
10;3,55;-150,0;468
10;3,54;-150,06;452
10;3,55;-150,03;560
10;3,55;-150,03;528
10;3,56;-150,08;508
10;3,56;-150,23;480
10;3,56;-150,51;408
10;3,55;-150,36;520
10;3,54;-150,61;404
10;3,53;-150,4;524
10;3,52;-150,28;532
10;3,53;-150,24;548
10;3,54;-150,32;520
10;3,52;-150,32;444
10;3,53;-150,44;504
10;3,53;-150,47;496
10;3,51;-150,53;444
10;3,53;-150,59;536
10;3,54;-150,68;508
10;3,52;-150,75;424
10;3,52;-150,86;480
10;3,52;-151,13;412
10;3,52;-151,06;528
10;3,53;-151,18;476
10;3,54;-151,09;564
10;3,56;-151,2;540
10;3,56;-151,33;432
10;3,56;-151,37;484
10;3,55;-151,35;496
12;4,04;-141,79;888
12;4,09;-142,08;652
12;3,98;-142,0;688
12;3,71;-140,69;708
12;3,82;-141,31;528
12;3,92;-140,94;996
12;3,91;-140,92;720
12;4,33;-140,01;1972
12;4,38;-139,86;952
12;4,53;-140,11;964
12;4,59;-140,09;956
12;4,51;-140,35;576
12;4,4;-141,24;280
12;4,39;-141,73;568
12;4,39;-142,96;204
12;4,39;-143,02;756
12;4,37;-144,09;248
12;4,33;167,61;-224
12;4,34;-136,95;908
12;4,3;-137,59;512
12;4,33;-137,33;1064
12;4,24;-138,98;56
12;4,3;-139,02;1028
12;4,3;-139,43;684
12;4,25;-139,48;680
12;4,28;-139,54;920
12;4,21;179,48;-8
12;4,18;-144,63;636
12;4,28;-143,79;1500
12;4,33;-143,3;1140
12;4,49;-141,64;2076
12;4,57;-141,32;1252
12;4,51;-140,89;732
12;4,42;-142,28;80
12;4,31;-141,95;508
12;4,32;-142,98;308
12;4,27;-142,98;620
12;4,24;-143,23;568
12;4,2;-142,92;732
12;4,2;-143,61;460
12;4,19;-143,67;684
12;4,15;-144,04;484
12;4,17;-143,57;984
12;4,14;-143,97;508
12;4,22;-143,08;1380
12;4,16;-143,05;576
12;4,06;-143,35;368
12;4,08;178,95;-24
12;4,04;-140,22;616
12;4,13;133,76;-1228
12;4,13;134,34;-632
12;4,11;135,72;-216
12;4,1;-138,13;760
12;4,07;148,92;-540
12;4,09;149,38;-432
12;4,11;149,16;-752
12;4,13;-177,19;64
12;4,08;-175,77;556
12;4,06;-175,75;100
12;4,03;-175,74;84
12;4,11;-175,19;484
12;4,15;-173,05;1180
12;4,06;161,87;-220
12;4,15;-127,2;1328
12;4,1;-129,22;64
12;4,08;-130,63;296
12;4,08;-131,59;544
12;4,15;-132,29;836
12;4,14;-132,31;872
12;4,07;-133,57;252
12;4,04;-133,4;796
12;4,03;-134,82;252
12;4,03;-135,45;668
12;3,99;-136,53;312
12;3,94;-136,73;604
12;3,91;-137,75;340
12;3,87;-138,81;316
12;3,84;-139,97;276
12;3,82;-140,9;372
12;3,79;-141,53;460
12;3,8;-141,98;648
12;3,85;-142,13;872
12;3,97;-141,7;1508
12;4,06;-141,31;1348
12;4,02;-141,14;684
12;4,15;-140,3;1804
12;4,18;-140,32;924
12;4,11;153,43;-336
12;4,06;153,67;-284
12;4,08;152,53;-1012
12;4,06;152,28;-520
12;4,05;-173,86;120
12;4,05;-172,09;932
12;4,12;-169,96;1464
12;4,11;-168,37;852
12;4,09;178,26;-32
12;4,05;177,27;-392
12;4,09;175,09;-1152
12;4,07;-148,41;556
12;4,17;-148,56;932
12;4,13;-149,49;188
12;4,26;-148,94;1520
12;4,48;-147,75;2312
12;4,53;-146,71;1392
12;4,6;-145,64;1488
12;4,53;-145,49;560
12;4,46;172,63;-104
12;4,46;171,78;-556
12;4,47;-179,49;12
12;4,59;-177,04;1804
12;4,75;-174,64;2112
12;4,87;-172,42;1812
12;4,92;-169,79;1616
12;4,94;-167,54;1360
12;4,86;143,99;-468
12;4,79;-148,02;472
12;4,8;138,87;-936
12;4,75;140,05;-268
12;4,75;140,15;-884
12;4,74;141,36;-312
12;4,69;-130,75;752
12;4,67;-132,15;244
12;4,64;-131,47;960
12;4,57;-131,27;612
12;4,58;151,65;-656
12;4,51;151,89;-356
12;4,51;153,12;-24
12;4,51;-140,52;804
12;4,58;-139,47;1576
12;4,57;-139,85;548
12;4,65;-139,37;1396
12;4,6;-139,58;508
12;4,54;-140,54;228
12;4,5;-140,36;656
12;4,53;-139,35;1380
12;4,59;-139,67;864
12;4,69;-138,12;1896
12;4,69;-138,08;864
12;4,65;-138,71;404
12;4,53;166,28;-124
12;4,54;165,71;-704
12;4,51;-160,46;372
12;4,4;-160,76;88
12;4,44;-159,12;1264
12;4,38;-158,65;416
12;4,36;153,53;-500
12;4,35;153,02;-784
12;4,32;153,3;-400
12;4,34;-154,38;612
12;4,41;-153,76;1044
12;4,46;-153,15;936
12;4,45;-151,6;1044
12;4,47;-150,61;1080
12;4,55;-148,95;1668
12;4,52;-147,91;868
12;4,48;177,95;-36
12;4,45;-132,94;808
12;4,42;-133,3;600
12;4,44;-133,74;756
12;4,54;-132,8;1760
12;4,66;-131,75;1972
12;4,78;-131,02;1932
12;4,72;-130,92;636
12;4,65;155,28;-372
12;4,58;155,17;-448
12;4,59;154,65;-984
12;4,52;155,48;-148
12;4,52;156,27;-232
12;4,58;-143,62;1008
12;4,57;-143,93;512
12;4,71;-142,49;2100
12;4,79;-141,66;1496
12;4,73;-141,04;688
12;4,73;-140,1;1096
12;4,68;137,68;-652
12;4,58;137,81;-464
12;4,62;138,38;-920
12;4,59;139,14;-520
12;4,63;-174,26;156
12;4,68;171,66;-244
12;4,85;-125,34;2076
12;4,96;-124,62;2000
12;4,99;-124,29;1320
12;5,03;-124,46;1204
12;5,1;-123,08;1844
12;5,04;171,87;-148
12;4,94;-155,97;296
12;4,9;167,02;-248
12;4,83;166,08;-604
12;4,81;-167,05;288
12;4,81;171,35;-208
12;4,86;-122,97;1400
12;4,92;-122,57;1608
12;5,07;-121,32;2464
12;5,2;-120,77;2152
12;5,33;-119,36;2352
12;5,26;-120,28;524
12;5,27;104,4;-1496
12;5,25;106,34;-796
12;5,17;108,48;-436
12;5,21;111,59;-128
12;5,27;113,68;-856
12;5,41;-110,11;2240
12;5,42;-111,9;456
12;5,31;-111,54;724
12;5,27;-110,81;1120
12;5,2;159,88;-340
12;5,22;158,75;-1268
12;5,16;159,89;-20
12;5,1;160,31;-300
12;5,17;-119,88;1664
12;5,21;-120,14;1252
12;5,22;-119,64;1396
12;5,24;-119,47;1316
12;5,09;127,38;-356
12;5,06;127,97;-928
12;5,03;129,99;-232
12;5,04;131,4;-620
12;5,05;-110,65;1380
12;5,17;-110,73;2000
12;5,25;-110,42;1912
12;5,26;-110,17;1480
12;5,19;158,07;-372
12;5,19;156,53;-1308
12;5,08;155,31;-592
12;5,08;155,09;-912
12;5,04;-117,41;1080
12;5,07;-117,8;1172
12;5,08;-118,44;972
12;4,96;128,2;-432
12;5,05;128,06;-1852
12;4,95;-167,43;148
12;4,98;-165,07;1460
12;5,05;-163,83;1172
12;5,08;-161,38;1488
12;5,12;-159,38;1460
12;5,08;-158,13;800
12;5,08;-155,97;1280
12;5,02;169,16;-200
12;4,99;169,88;-88
12;4,87;-142,61;376
12;4,93;-141,65;1448
12;4,96;-140,03;1468
12;4,97;-138,74;1360
12;5,05;-137,21;1852
12;5,06;-135,9;1356
12;5,0;145,71;-600
12;4,96;146,35;-624
12;4,87;-156,92;300
12;4,84;-156,65;376
14;3,32;170,48;-204
14;3,88;-142,19;956
14;3,99;-154,5;168
14;4,61;-139,43;2064
14;4,89;-136,08;1544
14;4,94;-136,71;980
14;4,64;125,46;-584
14;4,74;125,12;-1376
14;4,73;-158,17;500
14;4,63;-157,37;472
14;4,65;-153,32;1120
14;4,65;-154,68;288
14;4,41;-154,25;208
14;4,48;115,78;-1408
14;4,38;-170,37;152
14;4,55;-167,04;1376
14;4,86;-161,26;2608
14;5,18;-155,92;2756
14;5,11;-156,28;288
14;5,0;131,05;-712
14;4,89;-142,21;580
14;4,83;-140,8;916
14;4,86;-140,72;920
14;4,98;-137,93;1912
14;4,96;-136,88;1076
14;4,87;-139,03;64
14;4,77;159,35;-300
14;4,7;160,0;-276
14;4,62;-167,47;200
14;4,65;-164,66;1160
14;4,57;161,72;-300
14;4,57;160,1;-1056
14;4,42;161,43;-36
14;4,38;-172,56;140
14;4,39;-169,26;1148
14;4,44;-166,36;1248
14;4,51;-163,71;1340
14;4,48;-160,82;980
14;4,46;-159,42;692
14;4,39;178,84;-20
14;4,4;178,48;-404
14;4,42;-112,68;1340
14;4,51;-112,4;1596
14;4,67;-111,56;2092
14;4,62;-112,41;732
14;4,6;136,56;-856
14;4,52;139,35;-48
14;4,44;141,02;-316
14;4,44;-133,44;980
14;4,45;-133,05;912
14;4,34;-134,11;204
14;4,26;-135,83;72
14;4,25;167,7;-260
14;4,21;168,7;-60
14;4,23;-147,23;744
14;4,25;-144,86;1244
14;4,44;-142,66;2080
14;4,45;-141,94;896
14;4,44;176,36;-80
14;4,35;176,82;-84
14;4,4;-177,19;80
14;4,51;-172,99;1804
14;4,6;-169,85;1420
14;4,76;-165,46;2172
14;4,67;154,34;-392
14;4,56;155,37;-260
14;4,43;157,05;-84
14;4,49;-148,92;868
14;4,41;-147,5;544
14;4,35;-146,43;592
14;4,3;139,47;-636
14;4,33;140,44;-912
14;4,39;-135,7;1140
14;4,44;-134,29;1292
14;4,44;-133,29;976
14;4,52;-131,94;1452
14;4,45;-131,65;568
14;4,38;-130,75;660
14;4,35;-131,32;456
14;4,37;-130,92;924
14;4,42;-129,49;1356
14;4,51;-128,18;1604
14;4,63;-126,42;1980
14;4,58;-126,14;704
14;4,49;-127,85;72
14;4,48;118,58;-1116
14;4,45;122,09;-188
14;4,55;-115,03;1696
14;4,57;-115,9;800
14;4,62;-114,85;1516
14;4,59;156,42;-468
14;4,53;156,2;-624
14;4,48;156,41;-576
14;4,47;157,72;-272
14;4,5;-117,25;1328
14;4,61;-116,41;1840
14;4,71;-115,44;1768
14;4,64;-115,84;608
14;4,58;152,08;-460
14;4,51;-161,9;272
14;4,49;-162,04;12
14;4,45;-160,57;572
14;4,45;-158,05;1072
14;4,59;-154,75;2120
14;4,54;-152,58;776
14;4,51;144,86;-656
14;4,49;146,13;-540
14;4,56;146,3;-1360
14;4,54;-129,98;916
14;4,63;-128,84;1544
14;4,61;-127,97;908
14;4,55;-129,47;64
14;4,44;161,57;-184
14;4,45;162,66;-272
14;4,45;-173,41;152
14;4,53;-169,96;1608
14;4,59;-166,27;1584
14;4,49;-164,14;448
14;4,47;-162,59;540
14;4,45;-160,42;800
14;4,43;-158,14;868
14;4,41;-155,93;916
14;4,36;-154,19;628
14;4,42;-151,43;1464
14;4,38;-150,83;324
14;4,35;159,47;-388
14;4,27;161,4;-28
14;4,27;-154,45;520
14;4,25;-153,32;540
14;4,21;-152,96;200
14;4,15;-151,77;412
14;4,15;170,63;-204
14;4,09;-146,39;452
14;4,1;-144,77;932
14;4,15;-142,84;1276
14;4,21;-140,84;1424
14;4,18;-140,61;368
14;4,1;-140,33;248
14;4,12;-140,19;488
14;4,14;-138,88;1024
14;4,11;-139,24;200
14;4,08;-136,75;972
14;4,01;-136,31;376
14;3,93;-136,02;304
14;3,92;-134,8;868
14;3,98;133,69;-1164
14;3,94;136,51;-96
14;3,93;-148,28;576
14;3,96;-145,92;1232
14;3,99;-143,81;1200
14;3,91;176,4;-40
14;3,97;175,35;-1220
14;3,98;175,93;-324
14;3,99;-138,9;848
14;4,07;-136,99;1552
14;4,19;-135,22;1732
14;4,2;-134,67;740
14;4,19;-133,99;688
14;4,14;-134,67;100
14;4,08;169,87;-148
14;4,04;171,29;-4
14;4,12;-107,81;1668
14;4,28;-107,15;2112
14;4,42;-106,25;2152
14;4,37;-105,84;800
14;4,42;122,68;-1372
14;4,39;123,61;-912
14;4,34;125,47;-556
14;4,32;-144,39;676
14;4,38;-143,09;1116
14;4,33;-142,07;568
14;4,26;-142,11;168
14;4,29;134,46;-1068
14;4,23;-151,88;404
14;4,15;-152,02;24
14;4,18;-150,4;1012
14;4,32;-147,7;2060
14;4,36;-146,15;1048
14;4,44;-144,14;1528
14;4,37;-144,31;96
14;4,28;-144,29;136
14;4,25;-144,09;336
14;4,28;-141,82;1328
14;4,34;-139,78;1532
14;4,29;-139,08;476
14;4,27;167,09;-264
14;4,31;167,03;-952
14;4,29;166,57;-816
14;4,28;167,22;-404
14;4,27;-152,59;556
14;4,22;-151,48;456
14;4,09;105,73;-284
14;4,14;107,8;-1184
14;4,19;110,45;-832
14;4,16;113,53;-348
14;4,19;-135,57;1004
14;4,31;-133,53;1932
14;4,41;-131,68;1808
14;4,33;-132,18;132
14;4,32;147,07;-640
14;4,26;148,12;-456
14;4,3;-158,39;572
14;4,41;-155,69;1756
14;4,5;-152,96;1756
14;4,53;-150,09;1388
14;4,53;114,03;-1184
14;4,52;116,51;-660
14;4,49;-159,64;380
14;4,52;-157,54;1048
14;4,55;-154,93;1272
14;4,46;-154,48;84
14;4,45;156,85;-484
14;4,47;157,36;-856
14;4,46;-160,77;388
14;4,5;-157,7;1444
14;4,64;-154,58;2116
14;4,72;-152,13;1572
14;4,68;-149,24;940
14;4,6;-148,81;152
14;4,54;141,02;-560
14;4,5;-147,56;572
14;4,6;-145,69;1484
14;4,65;-142,89;1604
14;4,73;-140,41;1748
14;4,73;129,46;-1064
14;4,74;131,26;-872
14;4,77;-132,68;1132
14;4,74;-131,46;812
14;4,8;-130,32;1240
14;4,75;-128,67;876
14;4,67;-128,74;240
14;4,77;110,02;-1888
14;4,73;112,4;-728
14;4,87;-121,78;1956
14;5,02;-120,39;2172
14;5,23;-118,64;2752
14;5,26;-116,7;1604
14;5,15;146,04;-388
14;5,02;147,04;-388
14;4,96;148,65;-412
14;5,02;-133,74;1300
14;5,1;-131,87;1760
14;5,12;-130,41;1264
14;5,06;-130,68;192
14;5,02;125,7;-952
14;5,02;126,57;-1212
14;5,03;129,24;-500
14;5,09;-124,29;1484
14;5,08;-123,07;1136
16;0,9;23,1;-1780
16;2,12;-20,63;1196
16;3,34;-43,17;1868
16;3,26;-65,4;236
16;3,44;-34,19;-1016
16;4,22;-44,92;2444
16;4,91;-52,14;2780
16;4,78;-31,19;-836
16;4,57;-44,78;184
16;4,99;-51,28;2424
16;4,81;-58,57;604
16;5,12;-45,0;-2484
16;5,38;-50,27;2272
16;5,8;-54,47;3028
16;5,98;-42,2;-2176
16;5,96;-48,34;1204
16;6,3;-51,85;3096
16;6,19;-55,73;1148
16;6,14;-44,16;-1288
16;6,53;-47,76;3540
16;6,26;-54,93;84
16;6,56;-45,2;-3172
16;6,63;-49,54;1900
16;6,63;-53,09;1648
16;6,69;-43,43;-2012
16;6,59;-31,04;-308
16;7,1;-34,3;4472
16;7,22;-25,68;-2500
16;7,24;-17,3;-1968
16;7,59;-21,36;3852
16;7,5;-13,33;-1472
16;7,43;-4,98;-1472
16;7,44;-10,64;1752
16;7,22;-16,58;636
16;7,49;-9,11;-3312
16;7,35;1,75;-228
16;7,9;-2,75;4920
16;8,13;4,35;-3304
16;8,16;-1,86;1948
16;8,64;-6,38;4780
16;8,55;0,93;-1704
16;8,55;8,68;-1988
16;8,98;3,67;4424
16;8,91;-1,27;1860
16;9,19;5,25;-3852
16;9,61;-0,14;4536
16;9,29;-7,06;468
16;9,27;0,05;-2236
16;9,27;-5,61;2232
16;9,02;-10,35;1032
16;9,02;-3,12;-2292
16;8,84;-9,43;1128
16;8,77;-14,85;1680
16;8,67;-7,09;-1608
16;8,45;-15,72;92
16;8,56;-20,1;2828
16;8,4;-11,31;-988
16;8,45;-16,61;2412
16;8,61;-20,91;3144
16;8,65;-13,9;-2492
16;8,47;-19,44;1132
16;8,54;-23,69;2620
16;8,41;-16,36;-1520
16;8,16;-24,26;152
16;8,49;-28,26;4040
16;8,28;-32,74;1032
16;8,1;-23,79;-864
16;8,42;-27,8;4096
16;8,52;-21,02;-2872
16;8,57;-14,41;-2580
16;8,85;-18,54;3980
16;8,78;-11,52;-1840
16;8,99;-5,23;-3440
16;9,24;-9,64;3900
16;8,95;-17,31;124
16;8,71;-8,75;-568
16;8,81;-13,33;2956
16;8,74;-17,47;1940
16;8,86;-10,95;-3040
16;9,08;-15,14;3776
16;9,0;-19,71;1784
16;9,06;-13,11;-2644
16;9,33;-17,74;3904
16;9,53;-21,54;3732
16;9,37;-15,49;-1600
16;9,12;-22,79;188
16;9,22;-26,36;3096
16;8,94;-17,49;-336
16;8,79;-10,78;-1384
16;8,79;-15,29;2220
16;8,66;-8,52;-1380
16;8,55;-2,16;-1524
16;8,72;-6,8;3348
16;8,52;-12,05;940
16;8,28;-3,18;-116
16;8,14;-8,83;1132
16;7,97;-13,51;1136
16;8,0;-8,02;-2460
16;7,79;0,27;-252
16;7,84;-4,55;2328
16;7,79;1,22;-1756
16;7,7;-4,4;1372
16;7,87;-8,75;3216
16;7,65;-14,33;588
16;7,49;-7,43;-868
16;7,59;-11,66;2828
16;7,56;-15,71;1876
16;7,66;-10,08;-2836
16;7,77;-14,78;2612
16;7,89;-18,89;2876
16;7,89;-12,73;-2024
16;8,01;-16,91;2992
16;7,88;-21,46;1216
16;7,67;-14,29;-596
16;7,59;-19,17;1396
16;7,39;-23,7;792
16;7,38;-17,69;-1944
16;7,21;-24,05;304
16;7,12;-28,08;1376
16;7,09;-21,7;-1684
16;7,0;-26,36;1248
16;7,16;-29,72;3084
16;6,93;-36,34;8
16;7,03;-39,88;2680
