Gas (‰);Time (ms);PositionX (°);PositionY (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
40;6260;56,72;-164,75;3788;-9580;-14100;-462;29;111;0,0;0,0;0,01
40;6280;56,73;-164,75;3900;-9608;-14188;-462;-25;106;0,0;0,0;0,01
40;6300;56,74;-164,76;3816;-9488;-14116;-494;0;80;0,0;0,0;0,01
40;6320;56,75;-164,77;3788;-9608;-14272;-480;-2;77;0,0;0,0;0,01
40;6340;56,75;-164,77;3840;-9600;-14176;-490;6;87;0,0;0,0;0,01
40;6360;56,77;-164,77;3916;-9524;-14224;-499;2;102;0,0;0,0;0,01
40;6380;56,77;-164,76;3856;-9564;-14088;-485;20;90;0,0;0,0;0,01
40;6400;56,76;-164,76;3916;-9628;-14060;-475;-22;92;0,0;0,0;0,01
40;6420;56,76;-164,76;3840;-9616;-14132;-483;23;84;0,0;0,0;0,01
40;6440;56,76;-164,75;3868;-9600;-14008;-514;9;87;0,0;0,0;0,01
40;6460;56,76;-164,75;3872;-9596;-14188;-480;-7;97;0,0;0,0;0,01
40;6480;56,76;-164,76;3764;-9616;-14132;-486;12;84;0,0;0,0;0,01
40;6500;56,76;-164,75;3908;-9544;-14116;-497;-9;98;0,0;0,0;0,01
40;6520;56,77;-164,76;3860;-9544;-14204;-469;3;115;0,0;0,0;0,01
40;6540;56,77;-164,76;3812;-9572;-14096;-481;23;84;0,0;0,0;0,01
40;6560;56,77;-164,76;3844;-9740;-14244;-479;12;116;0,0;0,0;0,01
40;6580;56,76;-164,76;3888;-9668;-14168;-506;-12;61;0,0;0,0;0,01
40;6600;56,76;-164,76;3872;-9552;-14044;-456;4;99;0,0;0,0;0,01
40;6620;56,76;-164,76;3772;-9572;-14012;-511;24;98;0,0;0,0;0,01
40;6640;56,76;-164,76;3868;-9548;-14136;-478;1;79;0,0;0,0;0,01
40;6660;56,77;-164,76;3828;-9584;-14208;-491;24;121;0,0;0,0;0,01
40;6680;56,76;-164,75;3892;-9632;-14088;-493;25;87;0,0;0,0;0,01
40;6700;56,76;-164,77;3768;-9628;-14124;-477;4;76;0,0;0,0;0,01
40;6720;56,75;-164,76;3876;-9652;-14080;-481;5;126;0,0;0,0;0,01
40;6740;56,76;-164,77;3800;-9528;-14148;-463;-1;77;0,0;0,0;0,01
40;6760;56,77;-164,77;3888;-9596;-14272;-509;-5;115;0,0;0,0;0,01
40;6780;56,77;-164,78;3800;-9588;-14092;-495;7;74;0,0;0,0;0,01
40;6800;56,78;-164,78;3864;-9632;-14248;-509;16;91;0,0;0,0;0,01
40;6820;56,77;-164,76;3976;-9648;-14048;-474;-1;127;0,0;0,0;0,01
40;6840;56,76;-164,75;3840;-9576;-14040;-483;12;49;0,0;0,0;0,01
40;6860;56,77;-164,77;3756;-9544;-14140;-492;8;103;0,0;0,0;0,01
40;6880;56,77;-164,77;3812;-9580;-14124;-473;15;108;0,0;0,0;0,01
40;6900;56,78;-164,77;3864;-9448;-14100;-478;5;52;0,0;0,0;0,01
40;6920;56,78;-164,76;3876;-9548;-14100;-477;16;123;0,0;0,0;0,01
40;6940;56,78;-164,76;3872;-9596;-14120;-464;2;41;0,0;0,0;0,01
40;6960;56,79;-164,76;3844;-9604;-14184;-514;20;104;0,0;0,0;0,01
40;6980;56,79;-164,76;3900;-9600;-14244;-467;-1;114;0,0;0,0;0,01
40;7000;56,78;-164,76;3788;-9576;-13964;-485;33;64;0,0;0,0;0,01
40;7020;56,78;-164,76;3824;-9504;-14048;-480;-3;111;0,0;0,0;0,01
40;7040;56,79;-164,75;3916;-9568;-14208;-498;13;72;0,0;0,0;0,01
40;7060;56,79;-164,74;3944;-9624;-14152;-474;-7;84;0,0;0,0;0,01
40;7080;56,78;-164,75;3808;-9664;-14060;-484;-13;142;0,0;0,0;0,01
40;7100;56,78;-164,75;3876;-9592;-14164;-495;7;51;0,0;0,0;0,01
40;7120;56,77;-164,73;3916;-9608;-14008;-473;8;134;0,0;0,0;0,01
40;7140;56,77;-164,73;3836;-9580;-13996;-464;4;86;0,0;0,0;0,01
40;7160;56,76;-164,72;3892;-9572;-14048;-480;49;98;0,0;0,0;0,01
40;7180;56,76;-164,71;3916;-9620;-14108;-479;8;109;0,0;0,0;0,01
40;7200;56,76;-164,71;3868;-9596;-14128;-515;19;85;0,0;0,0;0,01
40;7220;56,77;-164,7;3924;-9588;-14248;-462;-2;87;0,0;0,0;0,01
40;7240;56,76;-164,71;3780;-9628;-14048;-510;7;118;0,0;0,0;0,01
40;7260;56,77;-164,71;3828;-9516;-14044;-480;-16;76;0,0;0,0;0,01
40;7280;56,77;-164,71;3908;-9556;-14144;-503;17;119;0,0;0,0;0,01
40;7300;56,77;-164,71;3840;-9612;-14128;-486;9;74;0,0;0,0;0,01
40;7320;56,78;-164,7;3868;-9468;-14096;-482;22;74;0,0;0,0;0,01
40;7340;56,78;-164,7;3824;-9580;-13984;-487;19;92;0,0;0,0;0,01
40;7360;56,77;-164,7;3868;-9612;-14080;-504;46;91;0,0;0,0;0,01
40;7380;56,76;-164,69;3880;-9608;-14040;-470;4;78;0,0;0,0;0,01
40;7400;56,77;-164,68;3908;-9616;-14136;-505;30;89;0,0;0,0;0,01
40;7420;56,76;-164,68;3840;-9644;-14068;-488;29;94;0,0;0,0;0,01
40;7440;56,76;-164,69;3792;-9620;-14188;-481;1;75;0,0;0,0;0,01
40;7460;56,76;-164,69;3892;-9516;-14112;-471;32;85;0,0;0,0;0,01
40;7480;56,75;-164,69;3780;-9644;-14048;-478;20;82;0,0;0,0;0,01
40;7500;56,75;-164,7;3868;-9624;-14196;-467;-5;84;0,0;0,0;0,01
40;7520;56,76;-164,72;3752;-9604;-14244;-471;16;122;0,0;0,0;0,01
40;7540;56,76;-164,71;3912;-9596;-14120;-469;11;60;0,0;0,0;0,01
40;7560;56,76;-164,68;3988;-9564;-14028;-491;39;119;0,0;0,0;0,01
40;7580;56,75;-164,7;3792;-9668;-14180;-465;0;61;0,0;0,0;0,01
40;7600;56,75;-164,69;3848;-9512;-14052;-497;33;68;0,0;0,0;0,01
40;7620;56,75;-164,69;3880;-9604;-14084;-458;-2;109;0,0;0,0;0,01
40;7640;56,75;-164,7;3816;-9540;-14108;-493;21;107;0,0;0,0;0,01
40;7660;56,76;-164,69;3908;-9608;-14184;-466;32;72;0,0;0,0;0,01
40;7680;56,75;-164,69;3848;-9568;-14052;-484;8;135;0,0;0,0;0,01
40;7700;56,75;-164,69;3832;-9596;-14012;-490;18;73;0,0;0,0;0,01
40;7720;56,76;-164,69;3900;-9552;-14188;-479;-5;101;0,0;0,0;0,01
40;7740;56,75;-164,7;3780;-9616;-14124;-493;18;97;0,0;0,0;0,01
40;7760;56,75;-164,7;3824;-9644;-14136;-522;3;99;0,0;0,0;0,01
40;7780;56,76;-164,72;3808;-9560;-14208;-448;-17;137;0,0;0,0;0,01
40;7800;56,76;-164,71;3920;-9652;-14156;-490;27;88;0,0;0,0;0,01
40;7820;56,74;-164,7;3904;-9676;-14020;-473;9;68;0,0;0,0;0,01
40;7840;56,74;-164,68;3968;-9516;-13992;-496;-12;107;0,0;0,0;0,01
40;7860;56,74;-164,68;3816;-9628;-14020;-499;1;74;0,0;0,0;0,01
40;7880;56,74;-164,7;3792;-9580;-14112;-488;-16;128;0,0;0,0;0,01
40;7900;56,74;-164,69;3912;-9520;-14080;-483;-4;73;0,0;0,0;0,01
40;7920;56,75;-164,71;3728;-9520;-14088;-470;5;80;0,0;0,0;0,01
40;7940;56,74;-164,7;3904;-9672;-14140;-459;14;132;0,0;0,0;0,01
40;7960;56,73;-164,69;3904;-9624;-13996;-483;16;54;0,0;0,0;0,01
40;7980;56,73;-164,69;3872;-9608;-14176;-472;4;111;0,0;0,0;0,01
40;8000;56,73;-164,69;3852;-9604;-14152;-476;-10;84;0,0;0,0;0,01
40;8020;56,73;-164,71;3812;-9656;-14272;-462;0;75;0,0;0,0;0,01
40;8040;56,73;-164,71;3816;-9520;-13924;-490;4;88;0,0;0,0;0,01
40;8060;56,73;-164,7;3896;-9616;-14128;-470;19;60;0,0;0,0;0,01
40;8080;56,73;-164,71;3828;-9548;-14148;-476;1;104;0,0;0,0;0,01
40;8100;56,72;-164,7;3920;-9684;-14088;-497;-5;101;0,0;0,0;0,01
40;8120;56,71;-164,69;3876;-9720;-14132;-502;41;82;0,0;0,0;0,01
40;8140;56,71;-164,69;3880;-9588;-14096;-481;6;99;0,0;0,0;0,01
40;8160;56,71;-164,7;3792;-9616;-14040;-494;16;89;0,0;0,0;0,01
40;8180;56,71;-164,7;3888;-9640;-14172;-467;-27;88;0,0;0,0;0,01
40;8200;56,71;-164,69;3880;-9516;-14032;-471;16;60;0,0;0,0;0,01
40;8220;56,7;-164,69;3892;-9624;-14024;-492;-28;80;0,0;0,0;0,01
40;8240;56,71;-164,69;3884;-9552;-14156;-484;2;89;0,0;0,0;0,01
40;8260;56,72;-164,7;3788;-9568;-14148;-487;4;116;0,0;0,0;0,01
40;8280;56,71;-164,72;3720;-9636;-14120;-494;5;84;0,0;0,0;0,01
40;8300;56,71;-164,71;3872;-9620;-14096;-476;20;85;0,0;0,0;0,01
40;8320;56,72;-164,73;3756;-9488;-14056;-490;-10;109;0,0;0,0;0,01
40;8340;56,72;-164,72;3904;-9588;-14128;-470;15;99;0,0;0,0;0,01
40;8360;56,72;-164,72;3784;-9468;-14004;-482;41;85;0,0;0,0;0,01
40;8380;56,73;-164,72;3904;-9556;-14148;-460;7;98;0,0;0,0;0,01
40;8400;56,73;-164,71;3924;-9540;-14068;-475;-9;88;0,0;0,0;0,01
40;8420;56,73;-164,71;3844;-9656;-14228;-482;23;107;0,0;0,0;0,01
40;8440;56,74;-164,71;3864;-9552;-14156;-479;28;116;0,0;0,0;0,01
40;8460;56,75;-164,7;3932;-9564;-14156;-499;-11;101;0,0;0,0;0,01
40;8480;56,75;-164,71;3808;-9544;-14056;-465;-18;90;0,0;0,0;0,01
40;8500;56,75;-164,73;3708;-9504;-14072;-495;51;72;0,0;0,0;0,01
40;8520;56,75;-164,73;3820;-9624;-14112;-464;-11;97;0,0;0,0;0,01
40;8540;56,75;-164,72;3924;-9504;-13988;-501;6;70;0,0;0,0;0,01
40;8560;56,75;-164,71;3884;-9564;-14080;-501;18;84;0,0;0,0;0,01
40;8580;56,76;-164,72;3804;-9540;-14148;-493;4;89;0,0;0,0;0,01
40;8600;56,76;-164,73;3804;-9596;-14160;-489;13;74;0,0;0,0;0,01
40;8620;56,77;-164,74;3788;-9588;-14152;-486;3;114;0,0;0,0;0,01
40;8640;56,76;-164,75;3780;-9648;-14160;-486;9;81;0,0;0,0;0,01
40;8660;56,76;-164,74;3904;-9576;-13976;-503;11;77;0,0;0,0;0,01
40;8680;56,75;-164,76;3756;-9624;-14108;-463;-5;109;0,0;0,0;0,01
40;8700;56,75;-164,76;3840;-9616;-14168;-494;22;84;0,0;0,0;0,01
40;8720;56,75;-164,75;3944;-9664;-14128;-464;-22;76;0,0;0,0;0,01
40;8740;56,74;-164,74;3848;-9676;-14084;-516;29;84;0,0;0,0;0,01
40;8760;56,74;-164,74;3884;-9528;-14080;-476;2;65;0,0;0,0;0,01
40;8780;56,75;-164,74;3836;-9528;-14200;-480;17;126;0,0;0,0;0,01
40;8800;56,75;-164,76;3720;-9596;-14040;-493;-14;96;0,0;0,0;0,01
40;8820;56,74;-164,77;3812;-9584;-14076;-473;16;69;0,0;0,0;0,01
40;8840;56,74;-164,76;3844;-9576;-14044;-497;18;80;0,0;0,0;0,01
40;8860;56,75;-164,77;3824;-9560;-14156;-480;4;80;0,0;0,0;0,01
40;8880;56,74;-164,76;3844;-9608;-13996;-461;7;98;0,0;0,0;0,01
40;8900;56,74;-164,77;3816;-9592;-14176;-501;23;115;0,0;0,0;0,01
40;8920;56,75;-164,77;3840;-9568;-14144;-478;-7;64;0,0;0,0;0,01
40;8940;56,75;-164,78;3812;-9616;-14236;-501;0;120;0,0;0,0;0,01
40;8960;56,75;-164,77;3904;-9548;-14040;-475;-6;76;0,0;0,0;0,01
40;8980;56,76;-164,78;3792;-9576;-14160;-482;7;110;0,0;0,0;0,01
40;9000;56,75;-164,78;3880;-9640;-14120;-501;20;80;0,0;0,0;0,01
40;9020;56,75;-164,77;3856;-9584;-14008;-496;8;103;0,0;0,0;0,01
40;9040;56,75;-164,77;3848;-9612;-14156;-452;9;88;0,0;0,0;0,01
40;9060;56,74;-164,77;3832;-9640;-14008;-506;2;94;0,0;0,0;0,01
40;9080;56,74;-164,77;3892;-9520;-14144;-450;1;97;0,0;0,0;0,01
40;9100;56,75;-164,75;3900;-9548;-14056;-498;14;94;0,0;0,0;0,01
40;9120;56,75;-164,75;3856;-9552;-14100;-457;23;89;0,0;0,0;0,01
40;9140;56,74;-164,76;3820;-9652;-14076;-489;-3;106;0,0;0,0;0,01
40;9160;56,75;-164,75;3900;-9520;-14112;-482;-18;54;0,0;0,0;0,01
40;9180;56,75;-164,76;3808;-9552;-14120;-478;19;135;0,0;0,0;0,01
40;9200;56,74;-164,75;3852;-9608;-14052;-473;5;77;0,0;0,0;0,01
40;9220;56,75;-164,76;3808;-9496;-14076;-485;3;110;0,0;0,0;0,01
40;9240;56,74;-164,74;3920;-9584;-13992;-453;12;112;0,0;0,0;0,01
40;9260;56,74;-164,75;3812;-9572;-14096;-487;-3;86;0,0;0,0;0,01
40;9280;56,73;-164,75;3800;-9572;-13964;-465;4;138;0,0;0,0;0,01
40;9300;56,73;-164,76;3808;-9620;-14116;-472;13;110;0,0;0,0;0,01
40;9320;56,73;-164,76;3804;-9576;-14180;-462;0;70;0,0;0,0;0,01
40;9340;56,73;-164,77;3772;-9572;-14104;-494;18;109;0,0;0,0;0,01
40;9360;56,72;-164,78;3792;-9720;-14084;-464;-20;57;0,0;0,0;0,01
40;9380;56,71;-164,77;3932;-9576;-14048;-472;10;105;0,0;0,0;0,01
40;9400;56,73;-164,78;3828;-9552;-14276;-495;-4;77;0,0;0,0;0,01
40;9420;56,74;-164,8;3756;-9648;-14268;-491;-5;69;0,0;0,0;0,01
40;9440;56,74;-164,8;3884;-9644;-14280;-483;-8;118;0,0;0,0;0,01
40;9460;56,74;-164,79;3884;-9592;-14120;-484;0;100;0,0;0,0;0,01
40;9480;56,74;-164,82;3680;-9576;-14156;-475;15;100;0,0;0,0;0,01
40;9500;56,76;-164,82;3860;-9520;-14208;-467;20;97;0,0;0,0;0,01
40;9520;56,76;-164,81;3900;-9600;-14164;-496;-7;68;0,0;0,0;0,01
40;9540;56,77;-164,81;3860;-9532;-14116;-469;29;123;0,0;0,0;0,01
40;9560;56,77;-164,81;3824;-9524;-14052;-464;-5;82;0,0;0,0;0,01
40;9580;56,76;-164,81;3824;-9608;-14104;-492;29;97;0,0;0,0;0,01
40;9600;56,76;-164,8;3860;-9644;-14080;-486;10;108;0,0;0,0;0,01
40;9620;56,76;-164,82;3732;-9568;-14076;-494;-22;94;0,0;0,0;0,01
40;9640;56,76;-164,81;3876;-9548;-14036;-482;9;93;0,0;0,0;0,01
40;9660;56,76;-164,8;3876;-9548;-14096;-474;5;80;0,0;0,0;0,01
40;9680;56,75;-164,8;3864;-9664;-14148;-471;13;84;0,0;0,0;0,01
40;9700;56,75;-164,8;3848;-9664;-14112;-488;-12;102;0,0;0,0;0,01
40;9720;56,75;-164,81;3740;-9544;-14100;-481;5;118;0,0;0,0;0,01
40;9740;56,75;-164,8;3916;-9520;-13996;-480;6;103;0,0;0,0;0,01
40;9760;56,74;-164,78;3948;-9656;-14144;-446;4;85;0,0;0,0;0,01
40;9780;56,75;-164,78;3868;-9540;-14188;-484;19;105;0,0;0,0;0,01
40;9800;56,75;-164,78;3868;-9584;-14076;-498;-13;65;0,0;0,0;0,01
40;9820;56,76;-164,78;3868;-9584;-14192;-479;1;113;0,0;0,0;0,01
40;9840;56,77;-164,78;3840;-9524;-14220;-485;17;90;0,0;0,0;0,01
40;9860;56,77;-164,78;3832;-9588;-14064;-482;7;92;0,0;0,0;0,01
40;9880;56,77;-164,79;3800;-9604;-14176;-487;-3;120;0,0;0,0;0,01
40;9900;56,77;-164,79;3872;-9552;-14132;-460;-10;94;0,0;0,0;0,01
40;9920;56,78;-164,79;3848;-9608;-14216;-491;-11;87;0,0;0,0;0,01
40;9940;56,77;-164,8;3808;-9684;-14168;-467;-4;98;0,0;0,0;0,01
40;9960;56,77;-164,79;3916;-9576;-14016;-482;4;70;0,0;0,0;0,01
50;9980;56,8;-164,82;3864;-9552;-14144;-463;1;113;0,0;0,0;0,01
50;10000;56,81;-164,83;3768;-9524;-14100;-519;20;104;0,0;0,0;0,01
50;10020;56,79;-164,84;3796;-9652;-14132;-472;14;105;0,0;0,0;0,01
50;10040;56,79;-164,85;3776;-9612;-14144;-490;0;127;0,0;0,0;0,01
50;10060;56,79;-164,85;3816;-9576;-14072;-488;17;62;0,0;0,0;0,01
50;10080;56,78;-164,84;3856;-9628;-14120;-493;23;92;0,0;0,0;0,01
50;10100;56,79;-164,83;3872;-9552;-14144;-480;-4;75;0,0;0,0;0,01
50;10120;56,8;-164,82;3896;-9536;-14096;-490;28;111;0,0;0,0;0,01
50;10140;56,8;-164,82;3852;-9628;-14208;-477;-9;105;0,0;0,0;0,01
50;10160;56,8;-164,82;3828;-9536;-14104;-472;-23;124;0,0;0,0;0,01
50;10180;56,81;-164,83;3836;-9504;-14148;-488;-18;107;0,0;0,0;0,01
50;10200;56,79;-164,82;3824;-9620;-13980;-484;11;95;0,0;0,0;0,01
50;10220;56,77;-164,8;3904;-9676;-14024;-476;-11;81;0,0;0,0;0,01
50;10240;56,79;-164,79;3952;-9508;-14188;-493;2;86;0,0;0,0;0,01
50;10260;56,79;-164,79;3824;-9684;-14212;-482;11;104;0,0;0,0;0,01
50;10280;56,78;-164,79;3816;-9564;-14000;-483;20;82;0,0;0,0;0,01
50;10300;56,77;-164,78;3848;-9620;-14080;-465;22;106;0,0;0,0;0,01
50;10320;56,77;-164,77;3876;-9528;-13952;-494;3;91;0,0;0,0;0,01
50;10340;56,77;-164,77;3836;-9556;-14124;-495;-3;72;0,0;0,0;0,01
50;10360;56,77;-164,77;3868;-9600;-14096;-469;-10;104;0,0;0,0;0,01
50;10380;56,77;-164,76;3908;-9612;-14128;-483;-16;77;0,0;0,0;0,01
50;10400;56,77;-164,74;3952;-9588;-14084;-494;4;112;0,0;0,0;0,01
50;10420;56,77;-164,74;3856;-9680;-14256;-487;31;95;0,0;0,0;0,01
50;10440;56,76;-164,73;3868;-9568;-13980;-459;15;63;0,0;0,0;0,01
50;10460;56,75;-164,72;3876;-9584;-14068;-477;10;136;0,0;0,0;0,01
50;10480;56,75;-164,73;3820;-9548;-14016;-498;-15;68;0,0;0,0;0,01
50;10500;56,75;-164,72;3868;-9632;-14132;-489;13;79;0,0;0,0;0,01
50;10520;56,74;-164,73;3772;-9588;-14084;-467;12;108;0,0;0,0;0,01
50;10540;56,74;-164,73;3880;-9592;-14076;-495;2;46;0,0;0,0;0,01
50;10560;56,74;-164,73;3792;-9596;-14096;-482;28;122;0,0;0,0;0,01
50;10580;56,72;-164,73;3860;-9716;-14028;-481;1;85;0,0;0,0;0,01
50;10600;56,71;-164,73;3808;-9600;-13972;-496;11;73;0,0;0,0;0,01
50;10620;56,71;-164,74;3772;-9620;-14104;-475;10;138;0,0;0,0;0,01
50;10640;56,71;-164,74;3828;-9576;-14096;-481;10;62;0,0;0,0;0,01
50;10660;56,71;-164,75;3832;-9624;-14160;-486;-8;118;0,0;0,0;0,01
50;10680;56,72;-164,73;3904;-9500;-14080;-469;17;94;0,0;0,0;0,01
50;10700;56,72;-164,75;3764;-9644;-14240;-495;17;67;0,0;0,0;0,01
50;10720;56,7;-164,75;3816;-9668;-13932;-496;15;152;0,0;0,0;0,01
50;10740;56,69;-164,75;3796;-9656;-14012;-493;0;69;0,0;0,0;0,01
50;10760;56,69;-164,74;3904;-9520;-14028;-476;-5;60;0,0;0,0;0,01
50;10780;56,69;-164,74;3848;-9564;-14080;-494;19;148;0,0;0,0;0,01
50;10800;56,7;-164,74;3816;-9548;-14120;-484;15;80;0,0;0,0;0,01
50;10820;56,69;-164,73;3872;-9692;-14080;-491;29;115;0,0;0,0;0,01
50;10840;56,71;-164,75;3788;-9488;-14200;-488;-4;92;0,0;0,0;0,01
50;10860;56,72;-164,74;3928;-9592;-14220;-504;-8;104;0,0;0,0;0,01
50;10880;56,72;-164,74;3848;-9540;-14036;-490;13;99;0,0;0,0;0,01
50;10900;56,72;-164,73;3828;-9588;-14036;-508;35;66;0,0;0,0;0,01
50;10920;56,7;-164,74;3764;-9632;-13948;-492;-2;97;0,0;0,0;0,01
50;10940;56,71;-164,75;3808;-9624;-14216;-497;8;114;0,0;0,0;0,01
50;10960;56,72;-164,77;3752;-9496;-14156;-480;-5;88;0,0;0,0;0,01
50;10980;56,73;-164,77;3848;-9540;-14112;-481;-4;104;0,0;0,0;0,01
50;11000;56,71;-164,76;3868;-9660;-14052;-461;-12;68;0,0;0,0;0,01
50;11020;56,72;-164,75;3928;-9512;-14104;-475;28;104;0,0;0,0;0,01
50;11040;56,72;-164,75;3840;-9600;-14064;-482;9;83;0,0;0,0;0,01
50;11060;56,72;-164,74;3868;-9524;-14072;-487;21;95;0,0;0,0;0,01
50;11080;56,74;-164,74;3876;-9528;-14184;-482;-17;89;0,0;0,0;0,01
50;11100;56,74;-164,74;3900;-9580;-14196;-454;17;73;0,0;0,0;0,01
50;11120;56,74;-164,73;3900;-9576;-14096;-461;19;101;0,0;0,0;0,01
50;11140;56,74;-164,73;3832;-9628;-14204;-471;18;86;0,0;0,0;0,01
50;11160;56,75;-164,72;3916;-9488;-14080;-478;-9;96;0,0;0,0;0,01
50;11180;56,77;-164,72;3872;-9532;-14252;-496;17;103;0,0;0,0;0,01
50;11200;56,78;-164,72;3908;-9508;-14180;-492;-9;92;0,0;0,0;0,01
50;11220;56,79;-164,72;3856;-9592;-14200;-502;24;91;0,0;0,0;0,01
50;11240;56,8;-164,74;3736;-9488;-14128;-471;-10;99;0,0;0,0;0,01
50;11260;56,8;-164,74;3868;-9632;-14244;-507;16;108;0,0;0,0;0,01
50;11280;56,8;-164,73;3904;-9564;-14048;-467;-2;88;0,0;0,0;0,01
50;11300;56,81;-164,72;3912;-9512;-14036;-502;20;84;0,0;0,0;0,01
50;11320;56,8;-164,71;3828;-9504;-13980;-488;17;93;0,0;0,0;0,01
50;11340;56,81;-164,7;3892;-9488;-14072;-472;32;95;0,0;0,0;0,01
50;11360;56,82;-164,71;3808;-9404;-14076;-462;7;64;0,0;0,0;0,01
50;11380;56,83;-164,71;3848;-9556;-14168;-476;2;107;0,0;0,0;0,01
50;11400;56,83;-164,72;3852;-9572;-14144;-462;-10;99;0,0;0,0;0,01
50;11420;56,83;-164,71;3904;-9596;-14112;-478;-19;110;0,0;0,0;0,01
50;11440;56,83;-164,72;3816;-9492;-14076;-482;-8;104;0,0;0,0;0,01
50;11460;56,83;-164,72;3856;-9564;-14084;-487;-7;77;0,0;0,0;0,01
50;11480;56,83;-164,73;3784;-9580;-14184;-487;-17;89;0,0;0,0;0,01
50;11500;56,81;-164,73;3812;-9648;-13924;-494;28;97;0,0;0,0;0,01
50;11520;56,82;-164,73;3844;-9552;-14168;-471;13;75;0,0;0,0;0,01
50;11540;56,81;-164,72;3892;-9616;-14108;-488;-3;102;0,0;0,0;0,01
50;11560;56,82;-164,72;3916;-9608;-14184;-469;20;99;0,0;0,0;0,01
50;11580;56,83;-164,72;3872;-9488;-14240;-476;9;76;0,0;0,0;0,01
50;11600;56,83;-164,72;3808;-9596;-14100;-478;8;102;0,0;0,0;0,01
50;11620;56,82;-164,73;3796;-9568;-14080;-472;1;85;0,0;0,0;0,01
50;11640;56,81;-164,72;3864;-9608;-13932;-490;31;93;0,0;0,0;0,01
50;11660;56,8;-164,71;3848;-9616;-14056;-491;34;91;0,0;0,0;0,01
50;11680;56,8;-164,71;3892;-9644;-14132;-474;-15;85;0,0;0,0;0,01
50;11700;56,8;-164,7;3916;-9512;-14112;-469;17;88;0,0;0,0;0,01
50;11720;56,8;-164,71;3796;-9588;-14136;-490;6;82;0,0;0,0;0,01
50;11740;56,81;-164,72;3812;-9536;-14116;-508;8;96;0,0;0,0;0,01
50;11760;56,8;-164,71;3868;-9592;-14032;-501;1;110;0,0;0,0;0,01
50;11780;56,8;-164,71;3872;-9628;-14144;-486;-21;76;0,0;0,0;0,01
50;11800;56,81;-164,72;3808;-9488;-14128;-502;17;114;0,0;0,0;0,01
50;11820;56,81;-164,73;3772;-9592;-14136;-476;31;71;0,0;0,0;0,01
50;11840;56,81;-164,74;3796;-9584;-14148;-500;16;82;0,0;0,0;0,01
50;11860;56,82;-164,72;3932;-9548;-14040;-522;13;114;0,0;0,0;0,01
50;11880;56,8;-164,71;3892;-9580;-13988;-463;-4;72;0,0;0,0;0,01
50;11900;56,8;-164,7;3916;-9596;-14120;-476;19;107;0,0;0,0;0,01
50;11920;56,81;-164,69;3904;-9552;-14100;-481;15;103;0,0;0,0;0,01
50;11940;56,81;-164,69;3884;-9564;-14112;-496;3;87;0,0;0,0;0,01
50;11960;56,81;-164,71;3796;-9628;-14196;-490;-11;97;0,0;0,0;0,01
50;11980;56,81;-164,72;3800;-9544;-14160;-475;9;82;0,0;0,0;0,01
50;12000;56,81;-164,72;3824;-9616;-14148;-472;16;105;0,0;0,0;0,01
50;12020;56,8;-164,71;3896;-9500;-13956;-455;-12;116;0,0;0,0;0,01
50;12040;56,81;-164,73;3732;-9524;-14136;-496;24;86;0,0;0,0;0,01
50;12060;56,8;-164,74;3796;-9676;-14108;-489;-11;113;0,0;0,0;0,01
50;12080;56,79;-164,74;3824;-9572;-14012;-434;2;119;0,0;0,0;0,01
50;12100;56,78;-164,72;3928;-9628;-14092;-479;2;107;0,0;0,0;0,01
50;12120;56,79;-164,73;3860;-9564;-14200;-480;12;107;0,0;0,0;0,01
50;12140;56,79;-164,72;3940;-9596;-14156;-491;-4;91;0,0;0,0;0,01
50;12160;56,78;-164,72;3796;-9652;-14024;-488;8;85;0,0;0,0;0,01
50;12180;56,78;-164,72;3920;-9612;-14176;-488;-14;102;0,0;0,0;0,01
50;12200;56,78;-164,71;3900;-9560;-14060;-479;16;73;0,0;0,0;0,01
50;12220;56,78;-164,7;3872;-9564;-14064;-464;-7;96;0,0;0,0;0,01
50;12240;56,77;-164,69;3948;-9700;-14132;-479;30;117;0,0;0,0;0,01
50;12260;56,75;-164,69;3836;-9644;-14016;-469;-9;76;0,0;0,0;0,01
50;12280;56,74;-164,7;3788;-9640;-14080;-480;-21;97;0,0;0,0;0,01
50;12300;56,75;-164,7;3868;-9568;-14204;-481;11;101;0,0;0,0;0,01
50;12320;56,74;-164,71;3848;-9688;-14148;-474;9;100;0,0;0,0;0,01
50;12340;56,74;-164,71;3832;-9576;-14056;-467;9;113;0,0;0,0;0,01
50;12360;56,74;-164,69;3944;-9648;-14124;-495;37;97;0,0;0,0;0,01
50;12380;56,74;-164,69;3880;-9544;-14100;-462;12;78;0,0;0,0;0,01
50;12400;56,73;-164,68;3840;-9612;-14024;-479;18;82;0,0;0,0;0,01
50;12420;56,74;-164,68;3892;-9596;-14180;-492;7;94;0,0;0,0;0,01
50;12440;56,74;-164,68;3880;-9576;-14160;-475;20;108;0,0;0,0;0,01
50;12460;56,74;-164,68;3884;-9588;-14120;-476;13;95;0,0;0,0;0,01
50;12480;56,75;-164,68;3836;-9524;-14072;-479;31;87;0,0;0,0;0,01
50;12500;56,73;-164,67;3892;-9656;-14024;-466;-17;103;0,0;0,0;0,01
50;12520;56,74;-164,66;3912;-9528;-14140;-479;7;66;0,0;0,0;0,01
