Angle (°);Time (ms);PositionX (°);PositionY (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;5920;58,93;-159,44;3816;-9548;-14204;-513;-5;130;1,06;-1037,1;0,05
60;5940;58,09;-156,84;3328;0;3328;18555;288;-7767;1,1;-1036,0;0,04
60;5960;58,09;-157,25;3820;-9564;-14288;-480;5;124;1,9;-1032,18;-0,03
60;5980;58,11;-157,5;3876;-9580;-14268;-484;-5;91;1,89;-1030,29;-0,01
60;6000;58,12;-157,73;3872;-9508;-14056;-460;-30;103;1,89;-1028,4;-0,0
60;6020;58,55;-157,56;18555;288;-7767;3872;-9508;21509;1,89;-1026,51;0,01
60;6040;58,51;-157,94;3832;-9536;-14124;-518;6;97;1,46;-1023,56;-0,02
60;6060;58,52;-158,16;3840;-9528;-14100;-479;9;86;1,47;-1022,09;0,01
60;6080;58,52;-158,36;3912;-9528;-14152;-477;13;79;1,49;-1020,6;0,02
60;6100;58,5;-158,71;3836;-9484;-14120;-483;18;85;1,47;-1017,63;-0,02
60;6120;58,49;-158,9;3868;-9552;-14104;-492;-7;133;1,5;-1016,13;0,02
60;6140;58,48;-159,11;3740;-9584;-14220;-493;11;88;1,51;-1014,62;0,02
60;6160;58,47;-159,29;3760;-9524;-14032;-470;42;111;1,53;-1013,08;0,02
60;6180;58,44;-159,58;3892;-9556;-14084;-450;6;83;1,53;-1010,0;-0,02
60;6200;58,44;-159,76;3824;-9552;-14184;-479;18;111;1,55;-1008,45;0,02
60;6220;58,43;-159,93;3840;-9536;-14072;-485;5;104;1,57;-1006,87;0,02
60;6240;58,84;-159,69;18555;288;-7767;3840;-9536;21509;1,59;-1005,28;0,02
60;6260;58,79;-159,96;3860;-9448;-14200;-450;-7;92;1,18;-1002,9;-0,01
60;6280;58,78;-160,12;3864;-9596;-14196;-473;15;88;1,2;-1001,7;0,02
60;6300;58,77;-160,26;3864;-9528;-14284;-498;23;83;1,23;-1000,47;0,03
60;6320;59,17;-160,01;18555;288;-7767;3864;-9528;21509;1,26;-999,22;0,02
60;6340;59,11;-160,26;3812;-9576;-14172;-457;17;111;0,85;-997,5;-0,02
60;6360;59,09;-160,41;3784;-9476;-14156;-479;1;93;0,89;-996,61;0,04
60;6380;59,07;-160,53;3932;-9524;-14148;-468;19;79;0,93;-995,68;0,04
60;6400;58,99;-160,76;3776;-9632;-14112;-477;7;101;0,97;-993,74;-0,01
60;6420;58,96;-160,89;3824;-9452;-14056;-484;29;80;1,02;-992,72;0,05
60;6440;58,94;-161,0;3880;-9540;-14176;-486;-3;124;1,06;-991,66;0,04
60;6460;58,87;-161,21;3828;-9564;-14024;-493;7;86;1,08;-989,48;-0,01
60;6480;58,85;-161,31;3916;-9496;-14120;-476;1;84;1,13;-988,35;0,04
60;6500;58,82;-161,42;3824;-9592;-14008;-503;9;142;1,17;-987,19;0,04
60;6520;58,77;-161,6;3856;-9556;-14180;-480;8;83;1,2;-984,78;-0,01
60;6540;58,75;-161,71;3852;-9548;-14188;-473;-16;67;1,23;-983,55;0,03
60;6560;58,74;-161,8;3928;-9544;-14252;-483;-12;101;1,27;-982,28;0,03
60;6580;58,67;-161,95;3900;-9644;-14188;-515;18;63;1,3;-979,69;-0,0
60;6600;58,65;-162,04;3832;-9544;-14136;-501;-3;109;1,33;-978,36;0,04
60;6620;58,63;-162,15;3796;-9544;-14364;-494;2;121;1,36;-976,99;0,03
60;6640;57,8;-159,47;3328;0;3328;18555;288;-7767;1,39;-975,6;0,03
60;6660;57,82;-159,75;3852;-9472;-14036;-472;-1;126;2,18;-971,21;-0,03
60;6680;57,84;-159,93;3848;-9592;-14196;-498;19;79;2,17;-969,04;-0,01
60;6700;57,85;-160,08;3832;-9512;-14164;-463;-17;67;2,17;-966,87;-0,0
60;6720;57,85;-160,32;3968;-9588;-14148;-465;-2;82;2,14;-962,57;-0,03
60;6740;57,86;-160,47;3904;-9636;-14124;-488;1;137;2,13;-960,45;-0,01
60;6760;57,87;-160,62;3732;-9612;-14140;-499;0;135;2,13;-958,31;0,01
60;6780;58,32;-160,36;18555;288;-7767;3732;-9612;21509;2,14;-956,18;0,0
60;6800;58,29;-160,6;3816;-9560;-14104;-478;11;64;1,68;-952,79;-0,02
60;6820;58,31;-160,73;3812;-9488;-14308;-472;22;108;1,7;-951,09;0,01
60;6840;58,3;-160,87;3840;-9588;-14148;-446;-9;83;1,71;-949,39;0,01
60;6860;58,29;-161,08;3840;-9600;-14364;-482;6;99;1,69;-945,98;-0,03
60;6880;58,3;-161,2;3824;-9480;-14076;-484;-8;111;1,69;-944,29;-0,0
60;6900;58,3;-161,33;3824;-9584;-14216;-483;-12;98;1,7;-942,59;0,01
60;6920;58,72;-161,05;18555;288;-7767;3824;-9584;21509;1,72;-940,87;0,01
60;6940;58,67;-161,25;3736;-9648;-14188;-455;1;116;1,3;-938,27;-0,01
60;6960;58,66;-161,37;3764;-9536;-14272;-471;-8;114;1,33;-936,94;0,03
60;6980;58,66;-161,48;3876;-9644;-14304;-478;3;85;1,34;-935,6;0,01
60;7000;58,63;-161,64;3928;-9556;-14212;-485;0;76;1,34;-932,91;-0,02
60;7020;58,63;-161,74;3900;-9532;-14272;-477;19;51;1,36;-931,54;0,02
60;7040;58,63;-161,82;3916;-9472;-14072;-487;-3;122;1,38;-930,17;0,01
60;7060;58,59;-161,96;3944;-9528;-14116;-496;13;108;1,38;-927,4;-0,02
60;7080;58,59;-162,04;3944;-9448;-14096;-516;-8;67;1,4;-926,0;0,02
60;7100;58,58;-162,11;3904;-9584;-14216;-468;49;112;1,42;-924,58;0,02
60;7120;57,72;-159,22;72;-30263;21509;3904;-9584;21509;1,44;-923,14;0,02
60;7140;57,72;-159,5;3840;-9616;-14128;-516;34;92;2,26;-918,59;-0,03
60;7160;57,74;-159,65;3816;-9536;-14176;-499;19;106;2,26;-916,33;0,0
60;7180;57,75;-159,82;3760;-9436;-14088;-478;2;20;2,26;-914,06;0,0
60;7200;57,76;-160,08;3844;-9548;-14096;-494;10;118;2,23;-909,58;-0,02
60;7220;57,76;-160,23;3816;-9684;-14136;-499;1;120;2,22;-907,36;-0,0
60;7240;57,78;-160,36;3880;-9592;-14108;-494;-13;27;2,23;-905,13;0,0
60;7260;57,79;-160,5;3856;-9564;-14136;-482;-1;145;2,23;-902,9;0,0
60;7280;57,78;-160,72;3896;-9564;-14256;-497;6;84;2,21;-898,46;-0,01
60;7300;57,79;-160,85;3868;-9492;-14136;-489;13;126;2,21;-896,25;-0,0
60;7320;57,8;-160,98;3772;-9604;-14132;-496;14;139;2,21;-894,04;-0,0
60;7340;57,77;-161,17;3840;-9680;-14156;-483;21;20;2,21;-889,62;-0,01
60;7360;57,78;-161,29;3936;-9652;-14188;-499;-12;126;2,21;-887,41;0,0
60;7380;57,79;-161,39;3872;-9524;-14200;-489;17;77;2,22;-885,19;0,01
60;7400;59,29;-158,53;64;23834;21509;3872;-9524;21509;2,21;-882,98;-0,0
60;7420;59,21;-158,84;3884;-9500;-14156;-483;-9;127;0,75;-881,48;-0,01
60;7440;59,18;-159,03;3788;-9576;-14248;-480;11;93;0,79;-880,69;0,04
60;7460;59,16;-159,2;3788;-9508;-14120;-500;-12;76;0,84;-879,85;0,05
60;7480;59,07;-159,49;3816;-9560;-14040;-503;6;83;0,88;-878,08;-0,0
60;7500;59,05;-159,64;3884;-9552;-14108;-500;31;112;0,93;-877,15;0,04
60;7520;59,01;-159,8;3800;-9620;-14228;-477;-10;77;0,98;-876,17;0,05
60;7540;59,4;-159,56;18555;288;-7767;3800;-9620;21509;1,03;-875,14;0,05
60;7560;59,29;-159,81;3828;-9508;-14056;-486;-3;114;0,66;-873,82;0,01
60;7580;59,24;-159,96;3900;-9552;-13992;-490;-41;132;0,72;-873,1;0,06
60;7600;59,22;-160,11;3816;-9576;-14268;-528;4;67;0,77;-872,33;0,05
60;7620;59,13;-160,36;3744;-9504;-14040;-493;-5;83;0,82;-870,68;-0,0
60;7640;59,09;-160,5;3820;-9564;-14076;-509;34;97;0,88;-869,81;0,06
60;7660;59,06;-160,64;3816;-9628;-14184;-493;6;102;0,93;-868,88;0,05
60;7680;58,98;-160,86;3796;-9620;-14192;-476;7;90;0,98;-866,93;-0,0
60;7700;58,95;-160,99;3856;-9564;-14196;-494;-13;72;1,02;-865,91;0,05
60;7720;58,93;-161,1;3824;-9556;-14256;-502;5;102;1,06;-864,85;0,04
60;7740;58,86;-161,31;3820;-9568;-14204;-475;-7;122;1,1;-862,66;0,0
60;7760;58,84;-161,42;3872;-9548;-14216;-470;27;35;1,14;-861,52;0,04
60;7780;58,8;-161,52;3868;-9564;-14056;-475;26;86;1,18;-860,34;0,04
60;7800;58,74;-161,7;3804;-9568;-14260;-521;8;103;1,22;-857,89;-0,01
60;7820;58,72;-161,8;3888;-9520;-14128;-485;10;97;1,26;-856,63;0,04
60;7840;58,69;-161,89;3848;-9580;-14184;-478;0;88;1,3;-855,34;0,04
60;7860;58,62;-162,05;3796;-9596;-14184;-477;22;70;1,34;-852,65;-0,0
60;7880;58,59;-162,15;3772;-9488;-14088;-474;24;84;1,39;-851,26;0,05
60;7900;58,56;-162,24;3880;-9536;-14224;-487;10;88;1,43;-849,83;0,05
60;7920;58,5;-162,38;3884;-9556;-14204;-485;2;67;1,47;-846,88;0,0
60;7940;58,47;-162,47;3804;-9572;-14296;-476;-4;121;1,51;-845,37;0,04
60;7960;58,44;-162,56;3820;-9560;-14180;-481;16;81;1,55;-843,82;0,04
60;7980;58,39;-162,68;3880;-9564;-14112;-498;3;90;1,58;-840,65;-0,0
60;8000;58,35;-162,75;3844;-9636;-14040;-479;0;117;1,62;-839,03;0,04
60;8020;58,33;-162,8;3980;-9532;-14188;-484;19;57;1,67;-837,37;0,05
60;8040;58,27;-162,91;3860;-9532;-13992;-490;-12;93;1,7;-833,98;0,0
60;8060;58,24;-162,97;3900;-9564;-14176;-495;-6;99;1,74;-832,23;0,05
60;8080;58,21;-163,04;3792;-9564;-14116;-477;-3;59;1,77;-830,46;0,03
60;8100;58,18;-163,15;3864;-9472;-14168;-465;-11;119;1,8;-826,86;-0,0
60;8120;58,15;-163,22;3804;-9580;-14176;-487;-4;125;1,83;-825,02;0,03
60;8140;58,13;-163,27;3892;-9508;-14148;-473;18;86;1,87;-823,16;0,03
60;8160;58,07;-163,38;3796;-9604;-14132;-481;-18;126;1,9;-819,36;0,01
60;8180;58,05;-163,43;3820;-9520;-14136;-482;-10;53;1,94;-817,43;0,04
60;8200;58,03;-163,49;3840;-9520;-14168;-463;16;127;1,96;-815,47;0,02
60;8220;58,02;-163,52;3928;-9468;-14136;-491;25;115;1,98;-813,48;0,03
60;8240;57,97;-163,6;3912;-9588;-14200;-477;4;44;2,01;-809,47;0,0
60;8260;57,96;-163,66;3776;-9456;-14108;-464;21;141;2,03;-807,44;0,02
60;8280;57,94;-163,72;3852;-9564;-14192;-492;38;96;2,06;-805,39;0,03
60;8300;57,89;-163,78;3820;-9532;-14172;-480;16;70;2,09;-801,22;0,0
60;8320;57,87;-163,83;3800;-9536;-14108;-470;34;101;2,11;-799,1;0,02
60;8340;57,85;-163,88;3884;-9544;-14212;-491;10;82;2,14;-796,96;0,03
60;8360;57,81;-163,94;3884;-9644;-14200;-487;2;127;2,17;-792,63;0,01
60;8380;57,8;-163,98;3840;-9524;-14224;-465;2;94;2,19;-790,44;0,03
60;8400;57,78;-164,02;3876;-9600;-14192;-500;-19;65;2,22;-788,22;0,02
60;8420;57,73;-164,06;3828;-9528;-14008;-476;-4;118;2,25;-783,73;0,0
60;8440;57,71;-164,1;3924;-9612;-14032;-479;17;105;2,27;-781,47;0,02
60;8460;57,71;-164,13;3952;-9496;-14112;-511;10;69;2,29;-779,18;0,02
60;8480;57,68;-164,18;3768;-9480;-14036;-477;19;124;2,31;-774,57;0,01
60;8500;57,66;-164,21;3912;-9488;-14176;-485;2;64;2,34;-772,24;0,03
60;8520;57,63;-164,23;3848;-9588;-14096;-483;22;73;2,36;-769,88;0,02
60;8540;57,6;-164,26;3924;-9500;-14040;-456;20;88;2,39;-765,1;0,0
60;8560;57,58;-164,29;3840;-9544;-14176;-477;5;78;2,41;-762,7;0,02
60;8580;57,57;-164,31;3848;-9500;-14224;-491;16;105;2,43;-760,27;0,02
60;8600;57,54;-164,36;3804;-9612;-14260;-476;-15;116;2,44;-755,38;0,0
60;8620;57,53;-164,38;3932;-9592;-14088;-496;5;95;2,46;-752,92;0,02
60;8640;57,51;-164,4;3840;-9556;-14076;-486;19;116;2,48;-750,45;0,02
60;8660;57,92;-164,03;18555;288;-7767;3840;-9556;21509;2,49;-747,95;0,02
60;8680;57,89;-164,07;3900;-9556;-14304;-488;13;90;2,09;-743,77;0,0
60;8700;57,88;-164,1;3772;-9476;-14096;-488;17;101;2,11;-741,66;0,02
60;8720;57,87;-164,13;3796;-9588;-14192;-453;36;109;2,12;-739,53;0,01
60;8740;57,83;-164,17;3788;-9500;-14124;-486;4;91;2,16;-735,22;0,0
60;8760;57,81;-164,19;3864;-9524;-14036;-492;-7;116;2,18;-733,05;0,02
60;8780;57,8;-164,2;3960;-9492;-14188;-480;-37;85;2,2;-730,85;0,02
60;8800;57,96;-160,69;3960;-9492;21509;-1;-1;85;2,22;-728,63;0,02
60;8820;57,9;-160,9;3908;-9568;-14208;-509;14;98;2,09;-724,48;0,02
60;8840;57,88;-161,01;3932;-9552;-14232;-477;-5;82;2,12;-722,36;0,03
60;8860;58,59;-159,94;18555;288;-7767;-1;-1;21509;2,14;-720,22;0,02
60;8880;58,52;-160,21;3748;-9616;-14308;-486;6;93;1,45;-717,34;0,01
60;8900;58,49;-160,35;3780;-9584;-14240;-484;-7;63;1,49;-715,85;0,04
60;8920;58,45;-160,49;3816;-9456;-14060;-501;-9;116;1,54;-714,31;0,05
60;8940;58,38;-160,74;3856;-9588;-14144;-492;16;82;1,59;-711,13;0,0
60;8960;58,34;-160,86;3860;-9552;-14128;-479;30;83;1,64;-709,49;0,05
60;8980;58,3;-160,99;3796;-9560;-14084;-485;-20;98;1,68;-707,81;0,04
60;9000;58,23;-161,21;3784;-9576;-14168;-494;0;75;1,74;-704,34;0,02
60;9020;58,19;-161,34;3724;-9544;-14080;-481;-11;101;1,78;-702,56;0,04
60;9040;58,15;-161,46;3832;-9544;-14012;-474;-3;97;1,83;-700,73;0,05
60;9060;58,1;-161,65;3768;-9520;-14120;-490;3;60;1,88;-696,97;0,01
60;9080;58,07;-161,76;3888;-9516;-14160;-451;16;110;1,92;-695,06;0,04
60;9100;58,04;-161,86;3816;-9460;-14104;-501;-2;92;1,95;-693,1;0,04
60;9120;57,98;-162,01;3900;-9480;-14168;-484;-10;72;2,01;-689,11;0,02
60;9140;57,94;-162,11;3776;-9560;-14072;-473;-10;109;2,04;-687,07;0,03
60;9160;57,92;-162,22;3788;-9588;-14300;-499;24;67;2,07;-685,0;0,04
60;9180;57,87;-162,37;3848;-9488;-14160;-478;14;117;2,11;-680,78;0,01
60;9200;57,84;-162,45;3944;-9500;-14020;-468;28;96;2,14;-678,65;0,03
60;9220;57,83;-162,53;3884;-9456;-14112;-481;25;67;2,17;-676,48;0,03
60;9240;57,78;-162,65;3768;-9468;-14084;-467;18;123;2,2;-672,09;0,01
60;9260;57,77;-162,74;3824;-9560;-14260;-487;20;72;2,22;-669,87;0,02
60;9280;57,75;-162,82;3816;-9536;-14156;-487;-12;69;2,24;-667,63;0,02
60;9300;58,14;-162,49;18555;288;-7767;3816;-9536;21509;2,27;-665,35;0,03
60;9320;58,09;-162,63;3780;-9544;-14112;-465;-3;73;1,88;-661,59;0,01
60;9340;58,07;-162,72;3720;-9576;-14232;-480;16;98;1,92;-659,68;0,03
60;9360;58,03;-162,79;3832;-9660;-14132;-473;4;92;1,95;-657,73;0,03
60;9380;57,98;-162,91;3752;-9528;-14200;-491;13;65;2,0;-653,74;0,01
60;9400;57,95;-162,98;3820;-9528;-14108;-473;-3;86;2,03;-651,71;0,03
60;9420;57,93;-163,04;3836;-9588;-14144;-468;28;58;2,06;-649,65;0,03
60;9440;57,88;-163,14;3788;-9528;-14180;-458;-2;118;2,1;-645,46;0,0
60;9460;57,85;-163,21;3776;-9588;-14224;-469;16;94;2,14;-643,32;0,04
60;9480;57,83;-163,25;3900;-9564;-14184;-471;-1;85;2,16;-641,16;0,03
60;9500;57,79;-163,35;3772;-9492;-14240;-477;11;98;2,2;-636,77;0,01
60;9520;57,77;-163,4;3864;-9564;-14144;-463;13;83;2,22;-634,55;0,02
60;9540;57,74;-163,45;3792;-9524;-14088;-482;5;93;2,25;-632,3;0,03
60;9560;57,7;-163,53;3900;-9532;-14096;-489;-4;89;2,28;-627,75;0,0
60;9580;57,67;-163,57;3832;-9612;-14128;-463;-11;59;2,31;-625,43;0,03
60;9600;57,65;-163,62;3800;-9536;-14232;-479;14;117;2,34;-623,09;0,03
60;9620;57,6;-163,7;3792;-9552;-14088;-504;33;82;2,38;-618,34;0,01
60;9640;57,57;-163,74;3772;-9608;-14096;-485;-8;107;2,41;-615,93;0,03
60;9660;57,55;-163,79;3800;-9540;-14156;-500;11;87;2,44;-613,49;0,03
60;9680;57,51;-163,87;3748;-9592;-14148;-487;10;70;2,48;-608,54;0,01
60;9700;57,49;-163,9;3852;-9488;-14112;-481;1;76;2,51;-606,04;0,03
60;9720;57,47;-163,94;3800;-9576;-14072;-496;7;84;2,52;-603,52;0,01
60;9740;57,44;-164,0;3840;-9568;-14196;-497;11;97;2,55;-598,42;0,01
60;9760;57,42;-164,05;3780;-9636;-14164;-495;9;105;2,57;-595,86;0,02
60;9780;57,4;-164,08;3904;-9548;-14180;-483;-9;90;2,59;-593,26;0,03
60;9800;57,37;-164,12;3868;-9596;-14064;-481;16;91;2,61;-588,05;0,01
60;9820;57,35;-164,13;3936;-9544;-14068;-486;34;84;2,64;-585,41;0,03
60;9840;57,35;-164,16;3912;-9540;-14292;-481;0;86;2,66;-582,75;0,02
60;9860;57,32;-164,2;3824;-9540;-14140;-460;38;80;2,67;-577,42;0,01
60;9880;57,3;-164,23;3828;-9520;-14148;-467;33;73;2,7;-574,72;0,02
60;9900;57,29;-164,26;3808;-9524;-14088;-455;1;106;2,7;-572,02;0,0
60;9920;57,28;-164,31;3776;-9468;-14308;-467;5;101;2,72;-566,59;0,0
60;9940;57,28;-164,33;3928;-9520;-14080;-480;-18;105;2,72;-563,87;0,0
60;9960;57,26;-164,35;3792;-9560;-14164;-483;-1;99;2,73;-561,14;0,01
