Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
40;6340;20,6;18,24;-1460;-16584;2696;-918;846;-109;0,0;0,0;0,17
40;6360;20,43;14,6;4972;-16552;984;-913;-876;-3;0,0;0,0;0,17
40;6380;20,69;17,13;-7376;-14520;1904;-767;-715;-59;0,0;0,0;0,17
40;6400;20,99;19,57;-8864;-17084;2748;-649;276;46;0,0;0,0;0,17
40;6420;21,28;15,89;9452;-17488;312;-639;2421;-106;0,0;0,0;0,17
40;6440;21,32;17,85;-5916;-15844;2496;-586;-2451;148;0,0;0,0;0,17
40;6460;21,38;20,38;-6160;-15612;1668;-348;604;41;0,0;0,0;0,17
40;6480;21,29;22,44;-4864;-16768;2480;-308;1008;-44;0,0;0,0;0,17
40;6500;21,64;18,62;10548;-19012;1140;-296;647;41;0,0;0,0;0,17
40;6520;21,71;20,81;-5584;-14388;1860;-222;-1251;18;0,0;0,0;0,17
40;6540;22,25;23,13;-10724;-16768;3232;-49;139;124;0,0;0,0;0,17
40;6560;22,35;19,58;7356;-17584;984;-44;2627;-81;0,0;0,0;0,17
40;6580;22,13;21,2;-3748;-16072;1992;-18;-2651;174;0,0;0,0;0,17
40;6600;22,27;23,81;-6516;-15476;1148;226;527;131;0,0;0,0;0,17
40;6620;22,6;25,94;-8076;-16128;3092;206;482;108;0,0;0,0;0,17
40;6640;22,91;22,03;9816;-18696;976;204;981;100;0,0;0,0;0,17
40;6660;23,11;24,38;-6632;-14504;1264;275;-1471;74;0,0;0,0;0,17
40;6680;23,86;26,68;-12664;-16452;3448;465;149;219;0,0;0,0;0,17
40;6700;23,86;22,96;6544;-17612;772;358;2718;-68;0,0;0,0;0,17
40;6720;24,17;19,01;9248;-17180;1640;267;-1312;240;0,0;0,0;0,17
40;6740;24,48;21,6;-7988;-15368;1780;607;664;133;0,0;0,0;0,17
40;6760;24,52;23,64;-5984;-16832;2732;527;677;-5;0,0;0,0;0,17
40;6780;25,08;19,67;13148;-18836;1096;499;751;194;0,0;0,0;0,17
40;6800;25,82;22,15;-11752;-14392;1860;581;-1360;47;0,0;0,0;0,17
40;6820;26,25;24,27;-9804;-16720;3844;692;560;140;0,0;0,0;0,17
40;6840;26,68;20,21;11648;-17848;4;490;1900;-19;0,0;0,0;0,17
40;6860;26,62;16,49;5980;-16300;1832;432;-2011;155;0,0;0,0;0,17
40;6880;26,49;18,72;-4852;-15736;2216;659;1309;1;0,0;0,0;0,17
40;6900;25,92;17,59;580;-16960;2280;533;138;65;0,0;0,0;0,17
40;6920;26,22;13,6;10124;-17808;844;496;-571;138;0,0;0,0;0,17
40;6940;25,71;10,25;2348;-14912;844;476;-1062;79;0,0;0,0;0,17
40;6960;25,52;12,21;-4460;-17224;2892;507;475;128;0,0;0,0;0,17
40;6980;26,05;8,49;12232;-16984;664;339;1408;-88;0,0;0,0;0,17
40;7000;25,53;6,09;2052;-16528;1964;310;-2234;171;0,0;0,0;0,17
40;7020;24,83;7,45;-924;-15896;1028;368;-518;71;0,0;0,0;0,17
40;7040;24,22;6,46;640;-16708;1968;281;76;76;0,0;0,0;0,17
40;7060;24,66;2,77;11592;-17776;1028;200;-327;160;0,0;0,0;0,17
40;7080;24,28;-0,5;3328;-14808;896;122;-1102;67;0,0;0,0;0,17
40;7100;24,97;2,27;-12604;-15752;3256;127;-1532;235;0,0;0,0;0,17
40;7120;25,42;-1,34;12164;-17480;-440;13;1917;-21;0,0;0,0;0,17
40;7140;25,08;-4,38;4132;-16276;1548;-93;-1960;124;0,0;0,0;0,17
40;7160;24,35;-3,08;-784;-15932;1188;-36;-613;113;0,0;0,0;0,17
40;7180;23,81;-2,19;-1012;-16452;2672;-152;564;49;0,0;0,0;0,17
40;7200;24,12;-5,51;10692;-17912;1356;-255;14;76;0,0;0,0;0,17
40;7220;24,12;-8,88;6804;-15236;588;-419;-361;-100;0,0;0,0;0,17
40;7240;24,71;-5,96;-11788;-15404;3244;-382;-1922;142;0,0;0,0;0,17
40;7260;24,97;-9,17;10536;-17540;232;-460;2144;-137;0,0;0,0;0,17
40;7280;24,84;-12,05;6388;-16536;1920;-642;-1451;128;0,0;0,0;0,17
40;7300;24,4;-14,62;3724;-16092;1376;-646;-664;46;0,0;0,0;0,17
40;7320;24,58;-11,33;-8084;-14716;2008;-656;-389;-4;0,0;0,0;0,17
40;7340;24,28;-13,85;5428;-18280;1780;-691;734;96;0,0;0,0;0,17
40;7360;24,6;-17,05;10476;-15824;172;-898;266;-7;0,0;0,0;0,17
40;7380;24,46;-14,31;-5760;-15772;2660;-878;-2094;155;0,0;0,0;0,17
40;7400;24,2;-10,98;-4992;-15576;1512;-815;856;-34;0,0;0,0;0,17
40;7420;23,8;-13,58;4544;-17316;1520;-1026;-247;-9;0,0;0,0;0,17
40;7440;23,97;-16,57;9780;-17288;1080;-1060;-188;196;0,0;0,0;0,17
40;7460;23,2;-15,72;-348;-14700;1480;-1051;-720;29;0,0;0,0;0,17
40;7480;22,75;-13,71;-2624;-17320;3176;-1014;740;46;0,0;0,0;0,17
40;7500;23,14;-16,71;12028;-17220;-8;-1169;1927;-109;0,0;0,0;0,17
40;7520;22,63;-18,5;2752;-16308;2132;-1201;-1577;112;0,0;0,0;0,17
40;7540;21,9;-20,51;1440;-15992;724;-1058;55;129;0,0;0,0;0,17
40;7560;21,61;-17,89;-3892;-16316;3056;-1085;814;5;0,0;0,0;0,17
40;7580;21,43;-20,15;6068;-17956;1988;-1158;1071;42;0,0;0,0;0,17
40;7600;21,9;-23,06;11524;-16008;296;-1200;355;-43;0,0;0,0;0,17
40;7620;21,86;-20,07;-6148;-15612;2636;-1113;-2055;151;0,0;0,0;0,17
40;7640;21,49;-22,01;3972;-16776;1520;-1042;2311;-148;0,0;0,0;0,17
40;7660;21,2;-24,45;4896;-17352;1220;-1154;-498;-3;0,0;0,0;0,17
40;7680;21,35;-27,06;8672;-16976;1184;-1088;-480;91;0,0;0,0;0,17
40;7700;20,94;-23,74;-3268;-15204;1220;-1047;-853;-87;0,0;0,0;0,17
40;7720;20,42;-23,94;1176;-17640;2620;-960;1110;89;0,0;0,0;0,17
40;7740;21,04;-26,73;13784;-17056;-284;-1054;1232;-93;0,0;0,0;0,17
40;7760;20,44;-25,65;-548;-16140;2020;-1018;-2185;85;0,0;0,0;0,17
40;7780;19,9;-22,9;-1724;-16440;1604;-777;2329;-98;0,0;0,0;0,17
40;7800;19,46;-23,94;2152;-17184;2260;-867;339;22;0,0;0,0;0,17
40;7820;19,88;-26,67;11688;-18368;676;-859;31;61;0,0;0,0;0,17
40;7840;19,67;-29,18;4388;-15220;756;-822;-827;-6;0,0;0,0;0,17
40;7860;19,85;-25,7;-7516;-17056;3124;-613;710;105;0,0;0,0;0,17
40;7880;20,2;-28,1;10008;-17308;688;-679;2348;-164;0,0;0,0;0,17
40;7900;20,01;-30,11;4604;-16732;1920;-660;-1555;84;0,0;0,0;0,17
40;7920;19,66;-32,19;3172;-16052;916;-491;-409;124;0,0;0,0;0,17
40;7940;19,52;-28,99;-4220;-16460;2672;-416;830;-70;0,0;0,0;0,17
40;7960;20,0;-31,39;11760;-18564;1052;-411;837;68;0,0;0,0;0,17
40;7980;20,39;-34,16;9488;-15912;-120;-512;-802;-54;0,0;0,0;0,17
40;8000;20,9;-30,46;-10096;-15724;2520;-296;-2078;104;0,0;0,0;0,17
40;8020;21,04;-32,51;7660;-17292;1204;-176;2319;-17;0,0;0,0;0,17
40;8040;20,93;-34,61;5396;-17388;1452;-265;-1093;121;0,0;0,0;0,17
40;8060;20,74;-36,8;4448;-16448;792;-114;-666;96;0,0;0,0;0,17
40;8080;21,13;-32,9;-8320;-14712;1988;-41;-818;-14;0,0;0,0;0,17
40;8100;21,18;-34,9;7116;-18532;1484;5;804;33;0,0;0,0;0,17
40;8120;21,76;-37,42;11416;-16216;-96;-85;221;2;0,0;0,0;0,17
40;8140;21,84;-33,82;-6332;-16008;2124;53;-2110;179;0,0;0,0;0,17
40;8160;21,69;-35,45;4704;-16760;1420;191;2195;-55;0,0;0,0;0,17
40;8180;21,4;-37,09;3500;-17072;1512;110;-546;153;0,0;0,0;0,17
40;8200;21,53;-39,09;7072;-16800;1508;151;-215;112;0,0;0,0;0,17
40;8220;21,19;-35,34;-2820;-15252;996;225;-1137;36;0,0;0,0;0,17
40;8240;20,83;-36,2;2544;-17856;2092;295;811;149;0,0;0,0;0,17
40;8260;21,54;-38,56;12892;-16748;144;200;692;97;0,0;0,0;0,17
40;8280;21,3;-35,62;-3100;-15868;2320;233;-2492;314;0,0;0,0;0,17
40;8300;21,16;-31,83;-4148;-15844;1728;427;632;69;0,0;0,0;0,17
40;8320;20,93;-33,66;4024;-17512;1440;260;-335;83;0,0;0,0;0,17
40;8340;21,29;-35,94;9124;-16884;1228;287;-697;186;0,0;0,0;0,17
40;8360;21,03;-32,38;-3036;-14652;1380;344;-925;93;0,0;0,0;0,17
40;8380;21,84;-28,47;-12980;-16056;3264;459;-677;251;0,0;0,0;0,17
40;8400;22,71;-31,02;15664;-17072;-116;227;776;34;0,0;0,0;0,17
40;8420;22,14;-30,4;68;-16020;1728;261;-2411;135;0,0;0,0;0,17
40;8440;22,08;-26,73;-4864;-15432;1780;365;-465;106;0,0;0,0;0,17
40;8460;21,73;-27,66;2552;-17144;2416;258;138;102;0,0;0,0;0,17
40;8480;22,25;-30,19;11832;-17820;904;205;-653;204;0,0;0,0;0,17
40;8500;21,64;-31,58;1140;-14812;756;186;-1238;36;0,0;0,0;0,17
40;8520;22,36;-27,79;-12112;-15752;3564;202;-1158;142;0,0;0,0;0,17
40;8540;22,95;-30,2;12688;-17336;212;57;1561;18;0,0;0,0;0,17
40;8560;22,4;-30,92;1364;-16280;1748;-4;-1914;93;0,0;0,0;0,17
40;8580;21,77;-31,74;1064;-16036;1092;84;-697;159;0,0;0,0;0,17
40;8600;22,32;-27,75;-9980;-14724;2404;30;-594;18;0,0;0,0;0,17
40;8620;22,66;-30,01;10488;-18212;1508;-80;320;169;0,0;0,0;0,17
40;8640;22,98;-32,56;9136;-15616;348;-224;-726;8;0,0;0,0;0,17
40;8660;23,43;-28,86;-9764;-15264;3084;-174;-2142;130;0,0;0,0;0,17
40;8680;23,41;-30,92;6956;-17260;776;-172;2410;-12;0,0;0,0;0,17
40;8700;23,31;-32,85;6036;-16816;1936;-337;-967;130;0,0;0,0;0,17
40;8720;23,19;-35,13;6088;-16740;728;-350;-961;56;0,0;0,0;0,17
40;8740;23,35;-31,14;-6952;-14072;1932;-389;-844;0;0,0;0,0;0,17
40;8760;23,05;-32,65;4780;-18684;2056;-383;767;101;0,0;0,0;0,17
40;8780;23,79;-35,02;14792;-16252;56;-592;761;18;0,0;0,0;0,17
40;8800;23,24;-32,49;-1916;-15980;2140;-611;-2491;172;0,0;0,0;0,17
40;8820;23,15;-28,54;-5696;-15524;2024;-506;550;41;0,0;0,0;0,17
40;8840;22,71;-30,22;3640;-17312;1428;-679;337;16;0,0;0,0;0,17
40;8860;23,22;-32,62;13396;-17960;936;-729;-337;66;0,0;0,0;0,17
40;8880;22,71;-34,51;2740;-14812;900;-727;-1395;-61;0,0;0,0;0,17
40;8900;23,52;-30,52;-14228;-15252;3840;-632;-1365;98;0,0;0,0;0,17
40;8920;24,03;-32,61;13096;-17308;884;-796;2360;-102;0,0;0,0;0,17
40;8940;23,77;-34,49;5204;-16480;1740;-877;-1852;76;0,0;0,0;0,17
40;8960;22,99;-35,3;920;-16028;812;-756;-675;99;0,0;0,0;0,17
40;8980;22,63;-31,63;-3932;-16892;2156;-777;692;-9;0,0;0,0;0,17
40;9000;22,72;-33,55;8852;-18292;1820;-836;670;121;0,0;0,0;0,17
40;9020;23,3;-35,88;12716;-15704;328;-961;129;-59;0,0;0,0;0,17
40;9040;23,41;-31,84;-8024;-15908;1624;-908;-2378;76;0,0;0,0;0,17
40;9060;22,85;-33,24;2916;-17228;964;-818;2946;-137;0,0;0,0;0,17
40;9080;22,44;-34,63;3800;-17176;1844;-970;-242;-6;0,0;0,0;0,17
40;9100;22,64;-36,81;9432;-16992;820;-955;-92;76;0,0;0,0;0,17
40;9120;23,07;-32,72;-9812;-14968;3116;-807;35;-15;0,0;0,0;0,17
40;9140;22,95;-28,87;-6132;-17424;2652;-800;837;141;0,0;0,0;0,17
40;9160;23,36;-31,05;12016;-17380;344;-929;2410;-81;0,0;0,0;0,17
40;9180;23,05;-32,88;4636;-16508;1688;-1008;-1728;142;0,0;0,0;0,17
40;9200;22,93;-28,65;-5756;-15736;1508;-752;1246;33;0,0;0,0;0,17
40;9220;22,63;-25,21;-4120;-16736;2428;-811;778;-20;0,0;0,0;0,17
40;9240;22,74;-27,31;9012;-18188;1628;-883;658;68;0,0;0,0;0,17
40;9260;23,28;-29,9;12324;-15908;-352;-921;42;-84;0,0;0,0;0,17
40;9280;24,0;-25,98;-13848;-15932;3952;-699;-390;64;0,0;0,0;0,17
40;9300;23,75;-27,68;5344;-17268;1380;-739;2764;-58;0,0;0,0;0,17
40;9320;23,5;-29,64;5372;-17092;1528;-837;-661;19;0,0;0,0;0,17
40;9340;23,06;-25,32;-3552;-16228;464;-629;306;65;0,0;0,0;0,17
40;9360;23,27;-21,47;-8072;-15524;2480;-615;429;-89;0,0;0,0;0,17
40;9380;22,79;-19,15;-2072;-17608;2812;-587;563;84;0,0;0,0;0,17
40;9400;23,42;-21,68;13696;-16832;-12;-644;1807;-92;0,0;0,0;0,17
40;9420;23,82;-18,1;-10064;-15640;2636;-540;-2071;124;0,0;0,0;0,17
40;9440;23,43;-14,98;-3192;-16216;2140;-404;1682;-6;0,0;0,0;0,17
40;9460;22,86;-13,08;-1280;-16784;2148;-443;273;2;0,0;0,0;0,17
40;9480;22,96;-15,55;8448;-18248;1472;-471;265;109;0,0;0,0;0,17
40;9500;22,48;-12,22;-2628;-15328;988;-390;-651;22;0,0;0,0;0,17
40;9520;22,95;-8,85;-10416;-16320;3448;-243;-343;145;0,0;0,0;0,17
40;9540;22,74;-11,15;5184;-17360;1056;-279;2513;-14;0,0;0,0;0,17
40;9560;22,29;-9,07;-2212;-16004;2196;-323;-2404;184;0,0;0,0;0,17
40;9580;21,96;-5,56;-3528;-15676;800;-125;-34;61;0,0;0,0;0,17
40;9600;22,28;-2,15;-8528;-15572;2172;-118;187;-105;0,0;0,0;0,17
40;9620;21,83;-0,47;-1704;-17756;2572;-62;556;28;0,0;0,0;0,17
40;9640;21,88;-3,62;6340;-15276;344;-190;-436;6;0,0;0,0;0,17
40;9660;22,47;-0,48;-11052;-15692;2776;1;-1846;176;0,0;0,0;0,17
40;9680;22,3;2,61;-4464;-16180;1872;126;1593;24;0,0;0,0;0,17
40;9700;22,35;-0,26;6896;-17220;1788;-66;-1118;44;0,0;0,0;0,17
40;9720;22,25;-3,29;5492;-16276;776;-9;-831;96;0,0;0,0;0,17
40;9740;22,46;0,08;-7228;-14824;1276;60;-1086;48;0,0;0,0;0,17
40;9760;23,1;3,24;-11856;-16268;3492;190;63;113;0,0;0,0;0,17
40;9780;23,92;-0,03;15148;-16552;296;-7;503;-5;0,0;0,0;0,17
40;9800;23,61;2,35;-3540;-15796;1988;51;-2467;183;0,0;0,0;0,17
40;9820;23,54;5,6;-5440;-15652;1360;219;606;47;0,0;0,0;0,17
40;9840;23,79;8,58;-7924;-15568;2544;168;213;-51;0,0;0,0;0,17
40;9860;24,1;5,24;10092;-17568;956;88;-264;152;0,0;0,0;0,17
40;9880;23,48;2,31;1688;-15092;504;102;-1197;26;0,0;0,0;0,17
40;9900;24,11;5,43;-12080;-16060;2504;188;-1381;80;0,0;0,0;0,17
40;9920;24,57;2,21;11744;-17500;128;137;1983;-78;0,0;0,0;0,17
40;9940;24,2;-0,41;3568;-16380;1640;48;-1832;151;0,0;0,0;0,17
40;9960;23,5;-1,02;436;-15764;1208;161;-612;81;0,0;0,0;0,17
50;9980;23,64;7,25;-5448;-14932;1432;215;-1703;-102;0,0;0,0;0,17
50;10000;24,05;11,28;-8096;-15676;3124;358;-2583;311;0,0;0,0;0,17
50;10020;23,97;5,02;6180;-15760;-292;531;1765;40;0,0;0,0;0,17
50;10040;23,35;-0,34;3600;-15708;528;283;-1423;-25;0,0;0,0;0,17
50;10060;23,4;2,37;-5320;-17000;4912;494;-2598;312;0,0;0,0;0,17
50;10080;23,04;-0,26;3540;-17372;3196;788;1773;169;0,0;0,0;0,17
50;10100;23,41;-4,61;9160;-17312;1808;541;406;-163;0,0;0,0;0,17
50;10120;24,25;-0,98;-10784;-16032;5076;723;-2929;128;0,0;0,0;0,17
50;10140;24,78;2,78;-8388;-14596;3364;927;-1192;249;0,0;0,0;0,17
50;10160;24,85;-2,17;6820;-15784;-828;972;2342;-48;0,0;0,0;0,17
50;10180;24,35;-5,97;3556;-15744;1012;694;-942;-49;0,0;0,0;0,17
50;10200;24,54;-3,37;-6448;-17752;5752;830;-2219;236;0,0;0,0;0,17
50;10220;24,36;-1,33;-3028;-16172;4420;1130;596;153;0,0;0,0;0,17
50;10240;24,1;-4,08;4484;-17184;2356;1035;1765;-130;0,0;0,0;0,17
50;10260;23,97;-1,25;-4228;-14316;2688;912;-2409;96;0,0;0,0;0,17
50;10280;23,54;0,74;-2420;-16168;2684;956;-1832;343;0,0;0,0;0,17
50;10300;23,28;-1,15;3400;-17308;3324;1118;1843;25;0,0;0,0;0,17
50;10320;23,11;-3,15;4080;-17264;3684;887;1072;-186;0,0;0,0;0,17
50;10340;23,54;-0,54;-7488;-15312;4836;982;-2536;146;0,0;0,0;0,17
50;10360;23,06;2,06;-2504;-15348;1604;952;-1545;282;0,0;0,0;0,17
50;10380;23,61;-1,83;10152;-15828;-352;1002;2430;-46;0,0;0,0;0,17
50;10400;23,27;-3,46;2932;-17548;3448;738;347;-142;0,0;0,0;0,17
50;10420;23,89;-0,99;-9172;-15652;5952;911;-2705;190;0,0;0,0;0,17
50;10440;23,52;2,15;-3380;-14784;1172;898;-1251;292;0,0;0,0;0,17
50;10460;24,07;-1,78;10532;-15664;-1036;795;2149;-48;0,0;0,0;0,17
50;10480;23,83;-3,44;3516;-16880;3968;482;-31;-218;0,0;0,0;0,17
50;10500;24,5;-1,18;-9984;-16044;7172;757;-2684;184;0,0;0,0;0,17
50;10520;24,16;1,91;-3572;-14432;1236;752;-920;275;0,0;0,0;0,17
50;10540;24,79;-1,91;11852;-15636;-1372;577;2369;-84;0,0;0,0;0,17
50;10560;24,63;-3,84;4636;-16596;4064;231;-53;-125;0,0;0,0;0,17
50;10580;25,24;-1,71;-10104;-16540;7760;493;-2726;130;0,0;0,0;0,17
50;10600;25,07;-0,42;-2440;-15632;5008;556;549;234;0,0;0,0;0,17
50;10620;25,55;-4,23;10740;-15256;-1812;316;2185;-144;0,0;0,0;0,17
50;10640;25,27;-6,02;4136;-16436;3756;-87;-195;-216;0,0;0,0;0,17
50;10660;25,82;-3,85;-10288;-16516;7700;155;-2711;194;0,0;0,0;0,17
50;10680;25,48;-2,79;-1552;-15844;4512;207;682;276;0,0;0,0;0,17
50;10700;25,93;-6,35;11388;-15680;-1416;-36;2362;-124;0,0;0,0;0,17
50;10720;25,56;-8,15;3968;-16300;3296;-413;-101;-197;0,0;0,0;0,17
50;10740;26,01;-6,08;-9400;-16488;7976;-253;-2663;169;0,0;0,0;0,17
50;10760;25,65;-4,52;-2428;-15620;4148;-169;603;266;0,0;0,0;0,17
50;10780;26,05;-7,94;11480;-15708;-1280;-387;2377;-73;0,0;0,0;0,17
50;10800;25,7;-9,98;4580;-15976;2860;-773;-63;-161;0,0;0,0;0,17
50;10820;26,18;-7,86;-10300;-16524;8504;-597;-2501;189;0,0;0,0;0,17
50;10840;25,75;-6,15;-2524;-16164;3968;-532;922;254;0,0;0,0;0,17
50;10860;26,16;-9,46;11684;-15408;-1216;-691;2561;19;0,0;0,0;0,17
50;10880;25,77;-11,67;4892;-16040;2456;-1102;-176;-87;0,0;0,0;0,17
50;10900;26,07;-9,07;-9772;-16152;5728;-930;-1828;284;0,0;0,0;0,17
50;10920;25,54;-7,85;-1380;-16620;4008;-823;1230;259;0,0;0,0;0,17
50;10940;26,01;-11,07;12616;-15480;-1192;-949;2537;-61;0,0;0,0;0,17
50;10960;25,71;-13,34;5712;-15844;2508;-1377;-286;-255;0,0;0,0;0,17
50;10980;26,03;-10,61;-10520;-16248;5572;-1183;-1621;239;0,0;0,0;0,17
50;11000;25,4;-9,91;-240;-16368;3512;-1044;1662;211;0,0;0,0;0,17
50;11020;25,89;-13,01;13260;-15652;-1116;-1217;2644;6;0,0;0,0;0,17
50;11040;25,39;-14,77;3916;-16396;2776;-1504;-453;-222;0,0;0,0;0,17
50;11060;25,84;-12,04;-11944;-16348;6520;-1313;-1552;299;0,0;0,0;0,17
50;11080;25,12;-12,2;900;-16368;2700;-1193;1540;219;0,0;0,0;0,17
50;11100;25,78;-15,26;15416;-15596;-1760;-1292;2832;-136;0,0;0,0;0,17
50;11120;25,46;-17,08;5436;-16808;3380;-1634;-340;-252;0,0;0,0;0,17
50;11140;25,97;-14,36;-12952;-16896;7424;-1371;-1577;274;0,0;0,0;0,17
50;11160;25,29;-13,84;168;-16348;3080;-1191;1587;266;0,0;0,0;0,17
50;11180;26,0;-16,88;15696;-15228;-2180;-1285;3026;-166;0,0;0,0;0,17
50;11200;25,47;-14,79;-2996;-15468;2944;-1553;-1987;-242;0,0;0,0;0,17
50;11220;25,96;-12,23;-12420;-17124;7804;-1302;-1618;179;0,0;0,0;0,17
50;11240;25,32;-11,44;-296;-16512;3292;-1068;1692;217;0,0;0,0;0,17
50;11260;25,97;-14,56;14732;-15364;-2224;-1151;2990;-176;0,0;0,0;0,17
50;11280;25,48;-12,57;-3024;-15312;3060;-1394;-2073;-195;0,0;0,0;0,17
50;11300;25,95;-10,14;-11752;-16900;7628;-1171;-1828;241;0,0;0,0;0,17
50;11320;25,31;-10,41;1136;-16764;2940;-908;1694;188;0,0;0,0;0,17
50;11340;25,91;-13,52;14100;-15504;-1796;-1000;2745;-241;0,0;0,0;0,17
50;11360;25,59;-11,18;-4452;-15428;3168;-1166;-2068;-168;0,0;0,0;0,17
50;11380;26,08;-8,68;-11904;-16700;6940;-974;-1856;260;0,0;0,0;0,17
50;11400;25,45;-8,71;736;-16656;2960;-719;1782;225;0,0;0,0;0,17
50;11420;25,46;-11,43;8480;-16776;1004;-886;1491;-351;0,0;0,0;0,17
50;11440;25,12;-9,3;-3844;-15352;3048;-910;-2461;-54;0,0;0,0;0,17
50;11460;25,41;-6,9;-9308;-16448;5644;-694;-2049;342;0,0;0,0;0,17
50;11480;24,91;-7,35;1484;-16956;3424;-496;1674;104;0,0;0,0;0,17
50;11500;24,88;-9,89;7580;-16816;1736;-620;1245;-315;0,0;0,0;0,17
50;11520;24,65;-7,57;-4448;-15036;2888;-595;-2313;-73;0,0;0,0;0,17
50;11540;24,96;-5,16;-9428;-16748;5492;-431;-1945;350;0,0;0,0;0,17
50;11560;24,53;-5,72;1628;-16672;3508;-164;1567;207;0,0;0,0;0,17
50;11580;24,59;-8,26;7944;-16764;2116;-346;989;-251;0,0;0,0;0,17
50;11600;24,37;-5,99;-4264;-14944;2732;-330;-2467;-5;0,0;0,0;0,17
50;11620;24,74;-3,6;-9692;-16832;5568;-170;-1947;295;0,0;0,0;0,17
50;11640;24,28;-3,84;916;-16744;3312;109;1498;237;0,0;0,0;0,17
50;11660;24,23;-6,38;6556;-16676;1920;-68;931;-182;0,0;0,0;0,17
50;11680;24,08;-4,34;-4216;-14732;3200;-64;-2555;62;0,0;0,0;0,17
50;11700;24,34;-2,21;-8004;-17052;5628;86;-2109;447;0,0;0,0;0,17
50;11720;24,59;-5,06;9648;-17308;976;214;2373;91;0,0;0,0;0,17
50;11740;24,57;-7,64;6560;-16340;1844;112;749;-166;0,0;0,0;0,17
50;11760;24,78;-5,23;-7028;-14552;3840;127;-2764;204;0,0;0,0;0,17
50;11780;25,0;-3,28;-6912;-16832;6092;306;-1899;554;0,0;0,0;0,17
50;11800;25,47;-6,44;12200;-17384;-392;390;2246;151;0,0;0,0;0,17
50;11820;25,55;-9,03;7532;-16312;2152;243;312;-224;0,0;0,0;0,17
50;11840;26,06;-6,46;-9756;-14372;4436;302;-3145;108;0,0;0,0;0,17
50;11860;26,47;-4,14;-9232;-16252;5960;475;-1860;495;0,0;0,0;0,17
50;11880;26,98;-7,36;12716;-17152;-980;535;2364;219;0,0;0,0;0,17
50;11900;27,12;-10,13;8588;-16328;1624;318;281;-203;0,0;0,0;0,17
50;11920;27,69;-7,65;-10440;-14448;5272;391;-3289;81;0,0;0,0;0,17
50;11940;28,03;-5,29;-9112;-16276;5716;546;-2210;414;0,0;0,0;0,17
50;11960;28,02;-8,52;7284;-16224;-856;615;2919;114;0,0;0,0;0,17
50;11980;27,82;-11,05;6096;-17024;1296;391;1741;-140;0,0;0,0;0,17
50;12000;27,75;-9,2;-4384;-14676;4652;398;-2386;83;0,0;0,0;0,17
50;12020;27,4;-7,43;-2740;-15476;3344;544;-1179;294;0,0;0,0;0,17
50;12040;27,48;-10,38;8168;-16212;116;514;2316;-25;0,0;0,0;0,17
50;12060;27,04;-12,1;3492;-16492;2216;325;1372;-213;0,0;0,0;0,17
50;12080;27,14;-9,96;-5884;-14708;4984;275;-2268;33;0,0;0,0;0,17
50;12100;26,75;-8,48;-2096;-15528;3516;423;-895;156;0,0;0,0;0,17
50;12120;26,93;-11,31;8904;-15964;428;373;2303;-73;0,0;0,0;0,17
50;12140;26,48;-12,87;3356;-16464;2492;131;1244;-229;0,0;0,0;0,17
50;12160;26,54;-10,74;-5556;-14732;4936;114;-2149;58;0,0;0,0;0,17
50;12180;26,16;-8,82;-2752;-15420;3212;249;-617;200;0,0;0,0;0,17
50;12200;26,22;-11,68;8220;-16440;220;163;2381;-98;0,0;0,0;0,17
50;12220;25,94;-13,41;4644;-16328;2948;-81;1084;-190;0,0;0,0;0,17
50;12240;26,25;-11,07;-8696;-16536;6404;-40;-2197;222;0,0;0,0;0,17
50;12260;25,9;-8,93;-3168;-15192;3200;42;-207;273;0,0;0,0;0,17
50;12280;26,16;-11,84;10536;-16668;-16;-83;2498;-38;0,0;0,0;0,17
50;12300;25,91;-13,69;5164;-16540;2988;-308;757;-196;0,0;0,0;0,17
50;12320;26,42;-11,15;-11440;-16500;6940;-255;-2311;168;0,0;0,0;0,17
50;12340;26,3;-8,33;-5664;-15084;3036;-158;-75;279;0,0;0,0;0,17
50;12360;26,68;-11,42;12132;-16676;-1000;-314;2662;15;0,0;0,0;0,17
50;12380;26,71;-13,7;8384;-16688;2980;-590;708;-253;0,0;0,0;0,17
50;12400;27,32;-11,19;-12796;-16276;7916;-429;-2376;75;0,0;0,0;0,17
50;12420;27,27;-8,31;-6524;-14932;3124;-319;-415;322;0,0;0,0;0,17
50;12440;27,6;-11,45;12020;-16624;-1220;-524;2592;108;0,0;0,0;0,17
50;12460;27,66;-13,9;9552;-16972;2472;-798;747;-284;0,0;0,0;0,17
50;12480;28,24;-11,44;-12992;-16416;8020;-618;-2726;138;0,0;0,0;0,17
50;12500;28,26;-8,58;-7416;-14872;3484;-558;-727;410;0,0;0,0;0,17
50;12520;28,47;-11,62;11128;-16424;-808;-706;2719;-2;0,0;0,0;0,17
50;12540;28,19;-13,77;6220;-16468;2868;-1098;-346;-280;0,0;0,0;0,17
50;12560;28,73;-11,32;-12876;-16308;7884;-787;-2784;156;0,0;0,0;0,17
50;12580;28,76;-8,51;-7760;-14944;3664;-761;-1115;359;0,0;0,0;0,17
50;12600;28,76;-11,48;9472;-16808;-492;-821;2868;171;0,0;0,0;0,17
