Gas;Position
137;44,42
137;45,57
137;45,3
137;44,03
137;41,63
137;44,56
138;41,99
138;43,13
138;45,32
138;45,36
138;46,08
138;45,19
138;44,56
138;46,58
138;48,03
138;47,93
138;46,65
138;47,37
138;48,81
138;48,12
138;47,4
138;44,58
138;44,7
139;43,89
139;46,22
139;45,01
139;45,57
139;45,87
139;45,49
139;48,15
139;48,44
139;47,98
139;47,52
139;48,58
139;46,52
139;45,37
139;46,27
139;44,98
139;42,21
139;41,82
140;43,69
140;46,24
140;45,99
140;45,2
140;45,98
140;46,51
140;47,63
140;47,31
140;46,93
140;47,94
140;47,58
140;46,44
140;44,51
140;44,34
140;45,06
140;45,47
140;47,84
141;49,32
141;49,71
141;48,87
141;48,21
141;49,14
141;46,86
141;48,09
141;47,82
141;48,48
141;48,11
141;48,43
141;46,87
141;46,9
141;49,29
141;47,62
141;48,88
141;48,77
142;50,23
142;50,77
142;49,59
142;48,03
142;48,87
142;46,85
142;44,32
142;44,66
142;44,03
142;45,43
142;46,84
142;47,06
142;47,1
142;47,57
142;48,59
142;50,84
142;52,54
143;51,18
143;50,52
143;52,21
143;51,62
143;50,95
143;52,53
143;50,01
143;50,86
143;51,27
143;49,76
143;51,57
143;51,94
143;52,1
143;52,11
143;53,51
143;52,37
143;51,87
144;47,8
144;47,38
144;47,03
144;48,6
144;49,11
144;47,25
144;47,81
144;49,83
144;50,82
144;52,58
144;52,68
144;54,3
144;54,41
144;54,02
144;55,34
144;54,61
144;52,61
145;53,74
145;49,83
145;46,58
145;45,52
145;45,37
145;46,89
145;48,31
145;48,5
145;51,48
145;52,59
145;52,86
145;53,02
145;53,15
145;51,81
145;52,75
145;54,67
145;55,88
146;54,21
146;54,77
146;52,3
146;51,41
146;52,78
146;52,09
146;50,95
146;50,97
146;50,8
146;52,85
146;53,92
146;52,21
146;54,21
146;54,58
146;52,81
146;54,88
146;55,54
147;56,79
147;57,31
147;57,68
147;56,89
147;57,21
147;56,97
147;59,89
147;59,71
147;55,94
147;51,45
147;50,34
147;49,31
147;49,54
147;48,76
147;49,61
147;49,41
147;51,73
148;50,12
148;51,05
148;51,68
148;51,41
148;50,51
148;53,57
148;53,86
148;52,97
148;53,75
148;54,96
148;52,73
148;51,77
148;55,02
148;55,82
148;53,52
148;55,12
148;51,61
149;53,52
149;54,35
149;52,82
149;52,98
149;51,33
149;52,56
149;54,06
149;53,36
149;54,79
149;53,92
149;53,0
149;51,45
149;54,35
149;55,84
149;58,09
149;58,86
149;61,07
150;61,8
150;57,27
150;57,43
150;57,35
150;55,24
150;52,42
150;50,79
150;49,58
150;48,71
150;51,36
150;54,3
150;54,22
150;53,45
150;56,35
150;55,68
150;55,02
150;53,15
151;52,27
151;50,7
151;54,25
151;57,12
151;57,73
151;55,25
151;53,46
151;52,27
151;54,09
151;55,18
151;57,69
151;60,53
151;60,71
151;59,77
151;61,09
151;60,3
151;60,45
152;61,21
152;63,38
152;63,08
152;64,68
152;63,23
152;62,21
152;60,03
152;60,2
152;60,84
152;63,1
152;63,96
152;61,77
152;61,94
152;61,15
152;61,68
152;60,03
152;58,27
153;56,54
153;57,61
153;56,18
153;60,22
153;58,45
153;57,23
153;57,25
153;58,04
153;57,23
153;57,88
153;60,34
153;61,91
153;61,08
153;58,56
153;57,63
153;56,42
153;58,41
154;57,53
154;56,23
154;56,16
154;59,38
154;59,72
154;58,23
154;60,15
154;58,51
154;58,31
154;57,71
154;58,52
154;55,26
154;53,76
154;52,91
154;52,46
154;56,51
154;53,58
155;55,17
155;54,98
155;56,89
155;60,49
155;61,61
155;62,47
155;62,46
155;64,33
155;65,83
155;68,55
155;67,87
155;65,73
155;66,43
155;63,91
155;66,57
155;65,09
155;62,98
156;65,66
156;66,17
156;68,9
156;68,48
156;67,19
156;62,59
156;63,92
156;64,02
156;62,94
156;63,62
156;62,63
156;60,37
156;57,43
156;58,3
156;56,12
156;59,78
156;60,96
157;66,03
157;64,4
157;68,03
157;66,54
157;65,58
157;64,18
157;62,03
157;63,56
157;61,83
157;62,61
157;60,95
157;62,68
157;60,29
157;56,82
157;57,46
157;57,67
157;58,71
158;56,22
158;53,82
158;55,38
158;58,5
158;58,22
158;59,82
158;59,65
158;58,79
158;58,49
158;58,45
158;58,58
158;61,24
158;63,85
158;61,61
158;59,58
158;61,31
158;61,51
159;60,4
159;58,16
159;59,83
159;61,5
159;65,1
159;66,34
159;67,59
159;69,07
159;69,37
159;67,83
159;68,37
159;68,6
159;69,4
159;68,23
159;67,67
159;68,05
159;66,8
160;67,58
160;65,51
160;63,24
160;66,24
160;66,82
160;68,85
160;66,99
160;66,07
160;68,33
160;68,49
160;67,34
160;66,29
160;65,58
160;63,93
160;63,33
160;62,03
161;66,16
161;59,03
161;61,77
161;67,77
161;71,35
161;69,68
161;71,9
161;72,88
161;72,88
161;71,63
161;71,5
161;67,4
161;67,05
161;69,41
161;66,72
161;67,56
161;68,95
162;71,05
162;66,98
162;65,57
162;68,44
162;67,7
162;70,38
162;72,36
162;73,26
162;74,74
162;73,31
162;72,85
162;73,67
162;73,51
162;73,28
162;73,51
162;75,15
162;76,03
163;78,28
163;67,99
163;70,36
163;72,33
163;69,86
163;69,86
163;65,86
163;69,73
163;68,74
163;72,01
163;71,86
163;71,62
163;69,74
163;71,06
163;66,78
163;70,18
163;66,31
164;69,95
164;71,55
164;69,36
164;69,08
164;70,1
164;69,45
164;70,58
164;72,97
164;72,47
164;73,89
164;74,79
164;75,09
164;74,77
164;73,96
164;73,9
164;73,83
164;73,51
165;75,01
165;75,74
165;72,86
165;73,55
165;70,72
165;72,06
165;71,46
165;72,41
165;72,81
165;73,45
165;73,54
165;73,0
165;71,96
165;72,72
165;71,11
165;73,43
165;72,38
166;70,82
166;72,49
166;73,34
166;74,66
166;75,33
166;75,7
166;75,46
166;75,83
166;76,83
166;77,3
166;79,26
166;78,15
166;78,97
166;77,63
166;76,23
166;74,98
166;75,73
167;73,55
167;71,35
167;71,2
167;72,94
167;75,12
167;71,92
167;73,52
167;74,68
167;75,09
167;76,27
167;77,14
167;75,94
167;76,29
167;76,78
167;77,01
167;77,57
167;77,47
168;79,48
168;77,56
168;78,39
168;79,66
168;79,37
168;77,9
168;73,98
168;75,17
168;73,66
168;74,6
168;76,17
168;75,44
168;77,0
168;78,24
168;79,37
168;79,32
168;78,92
169;75,4
169;76,41
169;76,54
169;78,29
169;78,82
169;78,6
169;80,17
169;80,39
169;80,8
169;79,16
169;79,77
169;80,04
169;80,24
169;80,92
169;79,58
169;79,51
169;81,3
171;82,52
171;82,94
171;83,5
171;83,8
171;84,45
171;86,0
171;84,6
171;82,94
171;82,14
171;81,75
171;82,62
171;83,18
171;82,79
171;82,75
171;83,49
171;86,03
171;87,3
172;88,34
172;88,47
172;88,63
172;86,18
172;85,55
172;85,35
172;85,92
172;86,7
172;87,33
172;86,71
172;87,2
172;85,78
172;85,54
172;86,17
172;85,43
172;84,95
173;85,29
173;80,25
173;82,32
173;82,92
173;82,1
173;81,43
173;82,95
173;81,95
173;81,06
173;82,21
173;83,76
173;85,83
173;84,27
173;85,96
173;87,58
173;88,1
173;89,83
