Angle (°);PositionX (°);PositionY (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D;Time
60;56,82;-164,96;3844;-9584;-14072;-447;16;93;3,18;-135,4;-0,0;6020
60;56,81;-164,97;3708;-9632;-14112;-462;27;104;3,18;-132,22;0,01;6040
60;56,81;-164,96;3868;-9532;-14136;-480;5;106;3,19;-129,03;0,01;6060
60;56,81;-164,96;3764;-9548;-14128;-487;27;65;3,19;-122,65;0,0;6080
60;56,8;-164,96;3720;-9572;-14048;-497;9;105;3,19;-119,46;0,0;6100
60;56,8;-164,97;3756;-9592;-13964;-498;-12;116;3,19;-116,26;0,0;6120
60;56,81;-164,97;3776;-9552;-14244;-502;13;107;3,2;-113,07;0,0;6140
60;56,82;-164,98;3768;-9592;-14152;-459;9;77;3,18;-106,7;-0,01;6160
60;56,82;-164,99;3708;-9616;-14116;-479;19;94;3,17;-103,52;-0,0;6180
60;56,83;-165,0;3728;-9600;-14176;-486;3;99;3,17;-100,35;-0,0;6200
60;56,81;-165,0;3756;-9660;-13992;-485;20;104;3,17;-97,18;-0,0;6220
60;56,8;-164,99;3876;-9584;-14024;-473;-9;95;3,19;-90,8;0,01;6240
60;56,81;-164,99;3684;-9440;-14084;-499;21;72;3,19;-87,61;0,0;6260
60;56,81;-165,0;3804;-9576;-14172;-468;1;81;3,19;-84,42;-0,01;6280
60;56,81;-165,0;3788;-9584;-14144;-487;10;101;3,19;-81,23;-0,0;6300
60;56,82;-165,0;3824;-9552;-14208;-460;2;70;3,18;-74,87;0,0;6320
60;56,82;-165,01;3696;-9640;-14228;-479;15;124;3,18;-71,69;-0,0;6340
60;56,82;-165,01;3712;-9552;-14288;-477;28;66;3,18;-68,51;0,0;6360
60;56,83;-165,01;3748;-9548;-14192;-477;43;110;3,18;-65,33;-0,01;6380
60;56,83;-165,01;3788;-9568;-14160;-485;14;91;3,17;-58,98;-0,0;6400
60;56,82;-165,01;3800;-9636;-14024;-511;19;97;3,17;-55,81;0,0;6420
60;56,81;-165,02;3680;-9540;-14076;-468;-6;103;3,19;-52,62;0,01;6440
60;56,81;-165,01;3868;-9628;-14184;-504;-13;77;3,19;-49,43;0,01;6460
60;56,82;-165,01;3804;-9504;-14092;-478;1;92;3,19;-43,06;-0,0;6480
60;56,82;-165,0;3872;-9516;-14068;-464;7;123;3,18;-39,87;-0,0;6500
60;56,8;-165,0;3748;-9620;-14132;-484;-7;88;3,19;-36,68;0,01;6520
60;56,8;-165,01;3764;-9532;-14056;-482;1;115;3,2;-33,48;0,01;6540
60;56,8;-165,02;3712;-9564;-14104;-483;10;109;3,2;-27,08;0,0;6560
60;56,8;-165,03;3696;-9560;-14248;-475;-14;121;3,2;-23,88;0,0;6580
60;56,81;-165,03;3844;-9456;-14192;-479;-1;106;3,2;-20,68;-0,01;6600
60;56,8;-165,03;3744;-9628;-14108;-451;5;90;3,19;-17,49;-0,01;6620
60;56,8;-165,02;3904;-9552;-14120;-469;11;75;3,2;-11,09;0,0;6640
60;56,81;-165,02;3768;-9540;-14244;-508;20;118;3,2;-7,89;0,0;6660
60;56,81;-165,03;3712;-9616;-14188;-473;29;72;3,19;-4,69;-0,01;6680
60;56,81;-165,02;3804;-9484;-14064;-491;-10;115;3,19;-1,5;0,0;6700
60;56,83;-165,04;3732;-9552;-14316;-478;6;94;3,18;4,86;-0,0;6720
60;56,83;-165,02;3864;-9524;-14172;-496;16;78;3,17;8,03;-0,0;6740
60;56,82;-165,02;3784;-9644;-14088;-487;11;101;3,17;11,2;-0,0;6760
60;56,82;-165,03;3680;-9676;-14240;-482;9;74;3,18;14,38;0,01;6780
60;56,81;-165,03;3724;-9624;-14176;-495;-6;76;3,19;20,75;0,0;6800
60;56,79;-165,03;3748;-9684;-14048;-481;11;130;3,2;23,95;0,01;6820
60;56,79;-165,03;3696;-9596;-14100;-494;16;65;3,21;27,16;0,01;6840
60;56,79;-165,02;3840;-9580;-14248;-505;17;96;3,21;30,37;0,0;6860
60;56,71;-165,02;3768;-9608;-14156;-491;12;102;3,29;36,94;0,0;6880
60;56,72;-165,02;3788;-9616;-14144;-485;21;73;3,28;40,23;-0,0;6900
60;56,73;-165,01;3868;-9568;-14064;-495;17;82;3,27;43,5;-0,01;6920
60;56,74;-165,02;3796;-9624;-14248;-475;-7;66;3,27;46,77;-0,01;6940
60;56,67;-165,01;3876;-9660;-14164;-508;11;86;3,33;53,44;-0,0;6960
60;56,67;-165,0;3832;-9656;-14264;-491;16;110;3,33;56,77;-0,0;6980
60;56,68;-165,0;3840;-9628;-14084;-480;14;91;3,32;60,09;-0,02;7000
60;56,7;-165,01;3700;-9568;-14216;-458;-5;105;3,31;63,4;-0,01;7020
60;56,64;-165,02;3848;-9576;-14192;-464;1;93;3,36;70,13;-0,01;7040
60;56,65;-165,0;3964;-9688;-14280;-495;6;72;3,35;73,48;-0,01;7060
60;56,68;-165,0;3836;-9532;-14236;-505;9;99;3,34;76,82;-0,02;7080
60;56,7;-165,0;3864;-9536;-14164;-505;20;82;3,31;80,13;-0,03;7100
60;56,63;-165,0;3720;-9624;-14220;-483;-12;77;3,37;86,88;-0,01;7120
60;56,65;-165,01;3796;-9568;-14216;-471;-8;105;3,36;90,24;-0,01;7140
60;56,65;-165,0;3764;-9576;-14144;-475;34;84;3,35;93,59;-0,01;7160
60;56,66;-165,01;3772;-9592;-14260;-487;-13;96;3,34;96,93;-0,01;7180
60;56,59;-165,01;3800;-9636;-14092;-512;-6;102;3,41;103,75;0,0;7200
60;56,6;-165,01;3724;-9568;-14088;-480;-21;90;3,4;107,15;-0,01;7220
60;56,61;-165,02;3740;-9564;-14148;-478;6;87;3,39;110,55;-0,01;7240
60;56,62;-165,02;3848;-9600;-14112;-465;27;103;3,38;113,92;-0,01;7260
60;56,57;-165,01;3796;-9632;-14148;-483;9;71;3,44;120,8;-0,01;7280
60;56,58;-165,01;3784;-9560;-14192;-494;10;92;3,43;124,23;-0,01;7300
60;56,6;-165,02;3784;-9604;-14184;-485;14;72;3,41;127,64;-0,02;7320
60;56,6;-165,02;3752;-9592;-14076;-473;-28;103;3,4;131,04;-0,01;7340
60;56,54;-165,02;3824;-9572;-14092;-462;13;117;3,46;137,98;-0,01;7360
60;56,56;-165,02;3788;-9616;-14256;-505;-18;83;3,45;141,43;-0,01;7380
60;56,57;-165,02;3820;-9592;-14160;-478;17;71;3,43;144,86;-0,02;7400
60;56,58;-165,02;3732;-9544;-14208;-493;-15;103;3,42;148,28;-0,01;7420
60;56,53;-165,02;3852;-9540;-14176;-478;-4;81;3,48;155,26;-0,01;7440
60;56,56;-165,02;3880;-9508;-14260;-485;7;112;3,46;158,71;-0,02;7460
60;56,58;-165,03;3788;-9560;-14128;-478;-8;97;3,43;162,15;-0,03;7480
60;56,59;-165,02;3780;-9488;-14120;-513;28;89;3,42;165,57;-0,01;7500
60;56,54;-165,02;3772;-9616;-14216;-492;18;104;3,46;172,52;-0,02;7520
60;56,56;-165,04;3736;-9600;-14152;-469;16;90;3,45;175,96;-0,02;7540
60;56,58;-165,03;3836;-9532;-14204;-481;29;77;3,44;179,4;-0,01;7560
60;56,58;-165,03;3800;-9612;-14096;-485;15;121;3,42;182,82;-0,02;7580
60;56,53;-165,03;3760;-9588;-14124;-487;-11;83;3,48;189,79;-0,01;7600
60;56,54;-165,03;3752;-9556;-14128;-484;18;79;3,47;193,25;-0,01;7620
60;56,56;-165,02;3784;-9548;-14080;-458;17;104;3,45;196,7;-0,02;7640
60;56,56;-165,02;3796;-9600;-14128;-496;23;65;3,44;200,14;-0,01;7660
60;56,51;-165,02;3756;-9588;-14100;-501;-27;139;3,49;207,15;-0,02;7680
60;56,53;-165,0;3820;-9540;-14108;-495;6;75;3,49;210,63;-0,01;7700
60;56,54;-165,0;3896;-9568;-14092;-495;1;93;3,47;214,1;-0,02;7720
60;56,56;-165,0;3760;-9556;-14140;-473;15;130;3,44;217,54;-0,02;7740
60;56,51;-165,01;3800;-9512;-14080;-509;-11;77;3,5;224,54;-0,01;7760
60;56,53;-165,0;3768;-9576;-14164;-493;15;105;3,48;228,03;-0,02;7780
60;56,54;-165,0;3808;-9620;-14100;-480;3;96;3,47;231,49;-0,02;7800
60;56,55;-165,01;3804;-9636;-14140;-480;-15;62;3,45;234,94;-0,01;7820
60;56,5;-165,02;3696;-9560;-14096;-468;27;125;3,5;241,96;-0,01;7840
60;56,53;-165,02;3824;-9588;-14084;-506;30;89;3,48;245,44;-0,02;7860
60;56,55;-165,01;3828;-9548;-14048;-496;-12;83;3,46;248,91;-0,02;7880
60;56,57;-165,0;3852;-9564;-14016;-467;7;98;3,44;252,34;-0,03;7900
60;56,52;-164,99;3752;-9572;-14096;-487;-5;98;3,49;259,33;-0,02;7920
60;56,54;-165,0;3796;-9548;-14140;-487;6;99;3,47;262,81;-0,01;7940
60;56,56;-164,99;3888;-9636;-14180;-485;2;94;3,45;266,26;-0,02;7960
60;56,58;-165,0;3856;-9588;-14208;-469;-27;75;3,43;269,68;-0,03;7980
60;56,54;-164,99;3832;-9556;-14052;-482;20;132;3,46;276,63;-0,02;8000
60;56,57;-164,99;3792;-9504;-14108;-498;-2;80;3,45;280,07;-0,02;8020
60;56,59;-164,98;3804;-9564;-14128;-495;20;119;3,42;283,5;-0,02;8040
60;56,6;-164,97;3804;-9684;-14140;-477;10;120;3,4;286,9;-0,02;8060
60;56,56;-164,98;3824;-9520;-14108;-480;11;102;3,45;293,82;-0,02;8080
60;56,57;-164,97;3844;-9564;-14088;-474;-10;104;3,44;297,26;-0,01;8100
60;56,59;-164,99;3668;-9544;-14128;-474;15;104;3,42;300,68;-0,02;8120
60;56,6;-164,99;3784;-9560;-14128;-470;12;82;3,4;304,08;-0,02;8140
60;56,55;-164,98;3836;-9576;-14040;-486;17;94;3,45;311,0;-0,01;8160
60;56,56;-164,96;3864;-9640;-14072;-481;8;84;3,44;314,44;-0,01;8180
60;56,6;-164,97;3776;-9444;-14152;-500;9;116;3,42;317,86;-0,02;8200
60;56,61;-164,97;3792;-9504;-14152;-467;-12;86;3,4;321,26;-0,02;8220
60;56,58;-164,97;3848;-9528;-14164;-495;6;78;3,43;328,13;-0,02;8240
60;56,6;-164,98;3660;-9560;-14136;-478;-17;109;3,41;331,54;-0,02;8260
60;56,62;-164,98;3772;-9572;-14072;-475;0;75;3,39;334,93;-0,02;8280
60;56,64;-164,98;3744;-9580;-14216;-492;18;81;3,37;338,3;-0,02;8300
60;56,59;-164,98;3828;-9572;-14156;-481;23;104;3,42;345,14;-0,01;8320
60;56,62;-164,98;3748;-9568;-14128;-477;7;63;3,39;348,53;-0,03;8340
60;56,64;-164,98;3732;-9480;-14148;-487;3;96;3,37;351,91;-0,02;8360
60;56,66;-164,98;3808;-9580;-14216;-485;-7;70;3,35;355,26;-0,02;8380
60;56,62;-164,98;3812;-9552;-14128;-492;10;100;3,39;362,06;-0,02;8400
60;56,64;-164,98;3824;-9648;-14164;-457;20;100;3,36;365,42;-0,03;8420
60;56,67;-164,98;3800;-9620;-14172;-485;16;88;3,34;368,76;-0,02;8440
60;56,68;-164,98;3908;-9532;-14168;-500;14;86;3,32;372,08;-0,02;8460
60;56,65;-164,97;3748;-9508;-14192;-492;14;116;3,36;378,82;-0,02;8480
60;56,68;-164,97;3840;-9460;-14192;-493;-11;83;3,34;382,16;-0,03;8500
60;56,7;-164,97;3760;-9512;-14132;-494;19;74;3,31;385,47;-0,02;8520
60;56,71;-164,96;3832;-9576;-14144;-481;9;107;3,29;388,76;-0,02;8540
60;56,67;-164,98;3684;-9532;-14100;-489;14;67;3,33;395,45;-0,02;8560
60;56,7;-164,98;3744;-9540;-14152;-492;7;92;3,31;398,76;-0,02;8580
60;56,72;-164,99;3720;-9580;-14200;-483;29;96;3,29;402,05;-0,02;8600
60;56,73;-164,98;3816;-9632;-14144;-500;27;79;3,27;405,32;-0,02;8620
60;56,68;-164,99;3712;-9524;-14196;-499;7;82;3,33;411,99;-0,01;8640
60;56,7;-164,99;3800;-9632;-14012;-506;8;66;3,3;415,29;-0,03;8660
60;56,71;-164,99;3796;-9544;-14080;-482;25;101;3,3;418,59;-0,0;8680
60;56,72;-164,99;3856;-9568;-14120;-495;-8;87;3,28;421,87;-0,02;8700
60;56,67;-164,98;3812;-9584;-14160;-483;-3;99;3,33;428,56;-0,01;8720
60;56,7;-164,97;3832;-9544;-14228;-485;28;98;3,31;431,87;-0,02;8740
60;56,72;-164,97;3848;-9576;-14088;-492;-9;94;3,29;435,16;-0,02;8760
60;56,73;-164,96;3852;-9636;-14172;-506;15;92;3,27;438,43;-0,02;8780
60;56,68;-164,97;3684;-9524;-14084;-488;20;69;3,32;445,1;-0,02;8800
60;56,7;-164,97;3792;-9624;-14080;-487;26;107;3,3;448,4;-0,02;8820
60;56,73;-164,98;3684;-9568;-14240;-493;19;71;3,28;451,68;-0,02;8840
60;56,74;-164,97;3780;-9560;-14168;-473;23;114;3,26;454,94;-0,02;8860
60;56,69;-164,98;3840;-9656;-14184;-511;4;88;3,31;461,57;-0,01;8880
60;56,72;-164,97;3816;-9488;-14080;-454;5;78;3,29;464,87;-0,02;8900
60;56,74;-164,98;3740;-9564;-14124;-495;2;115;3,27;468,13;-0,02;8920
60;56,75;-164,98;3768;-9616;-14308;-495;5;74;3,25;471,39;-0,02;8940
60;56,72;-164,99;3812;-9544;-14096;-492;9;106;3,29;477,98;-0,02;8960
60;56,73;-164,99;3796;-9648;-14056;-498;25;98;3,27;481,26;-0,01;8980
60;56,75;-164,98;3840;-9540;-14248;-497;4;102;3,26;484,52;-0,01;9000
60;56,77;-164,99;3768;-9516;-14216;-474;-29;131;3,24;487,76;-0,03;9020
60;56,74;-164,99;3832;-9596;-14200;-499;38;75;3,27;494,31;-0,02;9040
60;56,77;-164,99;3740;-9416;-14168;-458;23;103;3,25;497,56;-0,02;9060
60;56,79;-164,98;3828;-9584;-14100;-483;-14;106;3,22;500,78;-0,03;9080
60;56,79;-164,99;3824;-9680;-14236;-473;17;80;3,21;503,99;-0,01;9100
60;56,74;-164,99;3752;-9620;-14156;-481;13;143;3,26;510,52;-0,01;9120
60;56,76;-164,99;3796;-9556;-14180;-476;40;90;3,25;513,77;-0,01;9140
60;56,78;-165,0;3720;-9580;-14148;-506;-2;111;3,23;517,0;-0,01;9160
60;56,8;-165,0;3976;-9452;-14200;-479;9;100;3,21;520,21;-0,02;9180
60;56,77;-164,97;3720;-9528;-14112;-488;16;102;3,24;526,71;-0,01;9200
60;56,79;-164,96;3872;-9592;-14152;-506;8;97;3,22;529,93;-0,02;9220
60;56,82;-164,97;3712;-9480;-14164;-478;27;74;3,2;533,13;-0,02;9240
60;56,82;-164,97;3880;-9608;-14116;-491;17;102;3,18;536,31;-0,02;9260
60;56,76;-164,95;3824;-9596;-14100;-485;-10;75;3,24;542,8;-0,01;9280
60;56,78;-164,94;3844;-9660;-14096;-482;11;101;3,22;546,03;-0,02;9300
60;56,78;-164,95;3740;-9552;-14072;-485;-16;109;3,23;549,25;0,0;9320
60;56,78;-164,95;3732;-9556;-14088;-501;12;78;3,22;552,47;-0,01;9340
60;56,74;-164,96;3812;-9576;-14056;-479;4;95;3,26;559,02;-0,02;9360
60;56,76;-164,96;3804;-9592;-14092;-473;4;83;3,24;562,26;-0,02;9380
60;56,78;-164,97;3756;-9580;-14116;-485;-19;64;3,23;565,49;-0,02;9400
60;56,79;-164,98;3828;-9604;-14144;-473;35;108;3,21;568,7;-0,01;9420
60;56,75;-164,98;3820;-9564;-14156;-510;16;73;3,26;575,24;-0,01;9440
60;56,76;-164,98;3772;-9520;-14060;-467;19;106;3,24;578,48;-0,02;9460
60;56,79;-164,97;3788;-9524;-14160;-483;15;87;3,23;581,7;-0,02;9480
60;56,79;-164,96;3744;-9552;-14080;-490;17;72;3,21;584,91;-0,02;9500
60;56,75;-164,97;3836;-9608;-14192;-486;21;102;3,25;591,44;-0,02;9520
60;56,77;-164,97;3712;-9628;-14204;-497;18;93;3,23;594,68;-0,02;9540
60;56,79;-164,97;3812;-9588;-14200;-495;1;86;3,22;597,89;-0,01;9560
60;56,8;-164,98;3680;-9568;-14160;-495;27;101;3,2;601,09;-0,02;9580
60;56,75;-164,99;3792;-9576;-14196;-473;-19;77;3,25;607,61;-0,01;9600
60;56,78;-165,0;3780;-9568;-14224;-462;2;104;3,23;610,84;-0,02;9620
60;56,8;-164,99;3832;-9584;-14208;-473;11;81;3,21;614,06;-0,02;9640
60;56,8;-164,98;3856;-9504;-14108;-456;22;121;3,2;617,26;-0,01;9660
60;56,76;-164,98;3768;-9580;-14192;-485;15;85;3,25;623,77;-0,01;9680
60;56,77;-164,98;3796;-9676;-14244;-501;-5;123;3,23;627,0;-0,02;9700
60;56,8;-164,97;3912;-9560;-14280;-475;-4;96;3,21;630,22;-0,02;9720
60;56,82;-164,98;3792;-9492;-14240;-454;28;107;3,19;633,4;-0,03;9740
60;56,8;-164,99;3820;-9476;-14212;-497;-13;94;3,21;639,85;-0,02;9760
60;56,82;-164,98;3776;-9536;-14184;-474;-1;93;3,19;643,04;-0,02;9780
60;56,84;-165,0;3668;-9584;-14144;-471;1;94;3,17;646,21;-0,02;9800
60;56,84;-165,02;3636;-9560;-14152;-454;20;88;3,15;649,36;-0,01;9820
60;56,81;-165,04;3800;-9544;-14224;-491;0;92;3,19;655,78;-0,02;9840
60;56,83;-165,05;3760;-9564;-14220;-490;-9;104;3,18;658,95;-0,02;9860
60;56,85;-165,04;3860;-9632;-14064;-481;9;77;3,16;662,11;-0,02;9880
60;56,86;-165,04;3828;-9488;-14168;-496;-13;93;3,15;665,26;-0,01;9900
60;56,81;-165,02;3764;-9632;-14140;-484;18;83;3,19;671,66;-0,02;9920
60;56,83;-165,03;3824;-9616;-14228;-496;24;90;3,18;674,84;-0,01;9940
60;56,85;-165,01;3924;-9580;-14160;-489;-26;86;3,16;678,0;-0,02;9960
60;56,86;-165,01;3884;-9512;-14152;-475;19;103;3,15;681,15;-0,01;9980
