Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur
60;3,2;-142,85;664;-16656;-676;-320;-28;104;56,8
60;3,2;-142,88;544;-16560;-692;-312;-15;95;56,8
60;3,18;-142,79;532;-16736;-612;-317;-61;72;56,81
60;3,19;-142,86;504;-16648;-768;-339;-24;70;56,81
60;3,19;-142,83;564;-16576;-896;-326;-28;92;56,82
60;3,21;-142,92;596;-16536;-796;-331;-13;101;56,8
60;3,19;-143,0;536;-16660;-652;-329;-14;77;56,8
60;3,19;-142,99;520;-16628;-644;-318;2;105;56,8
60;3,19;-142,77;568;-16700;-672;-314;-21;94;56,8
60;3,2;-142,82;540;-16688;-808;-329;-10;100;56,81
60;3,2;-142,75;588;-16648;-892;-334;-9;83;56,81
60;3,21;-142,73;588;-16636;-768;-329;-12;103;56,79
60;3,2;-142,5;556;-16572;-668;-319;-11;67;56,8
60;3,2;-142,52;512;-16580;-724;-330;-32;75;56,8
60;3,2;-142,61;608;-16608;-716;-321;-12;65;56,81
60;3,22;-142,57;604;-16668;-868;-318;-4;90;56,79
60;3,21;-142,57;504;-16716;-796;-327;-13;79;56,79
60;3,2;-142,44;524;-16728;-708;-309;3;99;56,79
60;3,22;-142,63;588;-16684;-856;-313;-21;75;56,79
60;3,22;-142,7;540;-16680;-776;-319;-37;76;56,78
60;3,22;-142,71;516;-16692;-780;-330;-14;77;56,78
60;3,23;-142,61;660;-16648;-840;-320;-32;107;56,78
60;3,23;-142,7;660;-16728;-772;-332;-34;118;56,77
60;3,22;-142,56;600;-16708;-760;-331;-31;73;56,78
60;3,22;-142,68;524;-16620;-680;-327;-22;87;56,78
60;3,22;-142,68;564;-16712;-744;-311;-35;80;56,78
60;3,23;-142,75;584;-16684;-836;-330;-16;93;56,77
60;3,24;-142,83;520;-16608;-688;-322;-9;70;56,76
60;3,23;-142,62;584;-16616;-628;-325;-5;76;56,76
60;3,25;-142,74;580;-16592;-844;-310;2;83;56,76
60;3,24;-142,91;468;-16652;-740;-327;-18;86;56,75
60;3,24;-142,79;540;-16780;-672;-322;-11;86;56,76
60;3,24;-142,84;488;-16660;-812;-324;-23;105;56,76
60;3,24;-142,6;616;-16688;-620;-323;8;106;56,75
60;3,24;-142,64;576;-16696;-752;-336;-23;91;56,76
60;3,25;-142,66;592;-16644;-824;-327;-28;80;56,76
60;3,26;-142,85;560;-16620;-820;-313;-21;77;56,74
60;3,26;-142,95;520;-16644;-812;-311;-36;67;56,74
60;3,25;-142,85;520;-16612;-728;-315;-15;90;56,75
60;3,24;-142,86;520;-16644;-696;-327;-21;67;56,75
60;3,25;-142,7;604;-16648;-828;-297;-14;93;56,76
60;3,24;-142,5;588;-16720;-652;-316;-19;61;56,76
60;3,25;-142,47;640;-16700;-768;-315;12;96;56,75
60;3,23;-142,29;564;-16592;-560;-336;-32;65;56,76
60;3,22;-142,08;588;-16604;-696;-314;-12;88;56,78
60;3,22;-141,98;564;-16672;-752;-326;-43;82;56,78
60;3,21;-141,88;612;-16732;-708;-319;-16;82;56,79
60;3,21;-141,9;592;-16584;-688;-309;-20;68;56,79
60;3,2;-141,8;592;-16612;-656;-309;-3;103;56,79
60;3,21;-141,95;508;-16660;-820;-300;-5;97;56,79
60;3,21;-141,96;568;-16624;-720;-325;-29;102;56,79
60;3,21;-142,07;564;-16672;-716;-308;-18;111;56,79
60;3,2;-142,08;588;-16632;-692;-324;-44;97;56,79
60;3,2;-142,09;600;-16748;-720;-322;-10;77;56,8
60;3,19;-141,93;568;-16620;-720;-335;-37;99;56,81
60;3,19;-142,0;520;-16648;-804;-317;-22;97;56,82
60;3,19;-141,96;520;-16656;-672;-337;-21;78;56,81
60;3,19;-141,86;668;-16740;-728;-326;9;83;56,81
60;3,2;-141,86;596;-16720;-784;-340;-33;77;56,8
60;3,21;-141,8;616;-16704;-804;-321;-21;80;56,8
60;3,21;-141,95;568;-16700;-784;-314;2;86;56,8
60;3,2;-142,03;480;-16632;-684;-318;-27;89;56,79
60;3,18;-142,2;480;-16636;-712;-307;-18;62;56,81
60;3,18;-142,11;540;-16672;-668;-316;-12;80;56,81
60;3,2;-142,24;580;-16672;-804;-327;7;82;56,81
60;3,19;-142,31;532;-16744;-680;-328;-25;73;56,8
60;3,18;-142,12;544;-16760;-620;-316;-48;92;56,81
60;3,19;-142,25;592;-16668;-812;-324;-30;77;56,82
60;3,19;-142,11;572;-16620;-784;-318;1;74;56,81
60;3,18;-141,93;604;-16596;-676;-327;-12;87;56,82
60;3,18;-141,87;576;-16604;-696;-332;-14;71;56,81
60;3,19;-141,94;576;-16684;-716;-324;18;107;56,81
60;3,19;-141,96;564;-16716;-804;-305;-21;95;56,82
60;3,19;-141,95;544;-16684;-760;-327;-24;87;56,81
60;3,2;-141,84;656;-16596;-756;-316;6;87;56,81
60;3,19;-141,83;484;-16684;-680;-322;-10;91;56,81
60;3,19;-141,97;568;-16604;-740;-320;10;82;56,81
60;3,2;-141,94;648;-16704;-708;-324;-23;72;56,81
60;3,19;-141,92;516;-16660;-748;-326;-25;92;56,81
60;3,19;-141,93;524;-16592;-732;-336;-16;100;56,81
60;3,19;-141,9;604;-16652;-796;-309;-30;60;56,81
60;3,2;-141,92;560;-16700;-668;-307;-6;105;56,79
60;3,19;-141,86;600;-16600;-696;-323;-15;92;56,81
60;3,2;-141,84;628;-16648;-792;-328;-32;99;56,8
60;3,21;-141,9;548;-16668;-804;-323;1;78;56,79
60;3,21;-141,97;584;-16692;-784;-305;-3;83;56,79
60;3,23;-142,11;560;-16632;-820;-342;-41;95;56,78
60;3,22;-142,17;496;-16608;-724;-325;-38;88;56,78
60;3,2;-141,94;560;-16624;-624;-327;-21;87;56,79
60;3,2;-141,83;556;-16704;-648;-337;-23;79;56,8
60;3,21;-141,84;644;-16640;-776;-316;-8;78;56,8
60;3,22;-141,91;552;-16712;-752;-318;-30;80;56,78
60;3,23;-141,95;668;-16668;-760;-314;-7;79;56,78
60;3,22;-141,88;644;-16616;-628;-315;-10;104;56,77
60;3,22;-141,84;540;-16732;-708;-304;2;85;56,78
60;3,22;-141,99;552;-16568;-932;-318;7;99;56,79
60;3,21;-142,09;500;-16572;-764;-317;-24;104;56,78
60;3,22;-141,94;636;-16628;-704;-321;1;97;56,78
60;3,22;-141,91;592;-16632;-752;-323;-4;73;56,78
60;3,21;-141,74;496;-16544;-648;-330;3;77;56,79
60;3,2;-141,78;568;-16744;-768;-316;-21;106;56,8
60;3,21;-142,03;484;-16656;-844;-334;-4;77;56,8
60;3,2;-142,03;548;-16728;-656;-321;-41;83;56,8
60;3,21;-141,87;652;-16568;-688;-323;-9;87;56,79
60;3,21;-142,02;512;-16700;-804;-320;-29;78;56,79
60;3,22;-142,17;528;-16624;-804;-319;-2;67;56,78
60;3,22;-142,38;488;-16672;-864;-306;-12;92;56,79
60;3,22;-142,22;684;-16648;-740;-309;17;80;56,78
60;3,21;-142,11;532;-16632;-652;-322;5;80;56,78
60;3,22;-142,26;552;-16688;-796;-332;-22;88;56,78
60;3,21;-142,11;548;-16660;-688;-335;-11;92;56,79
60;3,22;-142,04;648;-16644;-872;-331;4;81;56,79
60;3,22;-142,25;612;-16664;-792;-338;-21;94;56,78
60;3,23;-142,07;600;-16772;-664;-340;-31;93;56,77
60;3,23;-141,84;644;-16620;-660;-315;-40;111;56,77
60;3,23;-141,77;580;-16672;-700;-348;-20;89;56,77
60;3,22;-141,84;540;-16624;-716;-322;-15;76;56,78
60;3,21;-141,82;544;-16704;-676;-315;-8;84;56,79
60;3,21;-141,77;568;-16640;-716;-321;-11;86;56,79
60;3,22;-141,73;628;-16528;-636;-326;-7;89;56,78
60;3,23;-142,04;600;-16640;-784;-332;-46;102;56,78
60;3,23;-142,07;548;-16612;-736;-331;-11;70;56,77
60;3,23;-141,96;640;-16828;-728;-332;9;86;56,77
60;3,24;-141,96;580;-16704;-820;-313;-4;87;56,77
60;3,24;-141,81;604;-16728;-688;-331;-12;87;56,76
60;3,24;-141,82;600;-16712;-752;-311;5;92;56,76
60;3,25;-142,18;524;-16720;-888;-343;-46;70;56,75
60;3,26;-142,05;524;-16584;-912;-313;-12;100;56,75
60;3,27;-142,08;580;-16632;-772;-323;-14;106;56,73
60;3,28;-142,32;632;-16692;-908;-329;-20;87;56,73
60;3,29;-142,42;540;-16560;-876;-323;-8;80;56,72
60;3,29;-142,49;524;-16616;-756;-332;-26;85;56,71
60;3,29;-142,3;688;-16672;-772;-323;-24;98;56,71
60;3,3;178,98;-16;-16708;-896;-321;33;99;56,7
60;3,27;165,32;-176;-16596;-672;-360;91;117;56,72
60;3,44;-99,18;1900;-16952;1340;-367;-211;69;56,67
60;3,5;157,61;-440;-16136;-1068;-168;151;64;56,5
60;3,54;154,43;-756;-16432;-1536;-394;54;82;56,53
60;3,55;-99,83;1160;-16340;616;-400;-42;100;56,48
60;3,54;-98,19;720;-16576;428;-233;240;134;56,44
60;3,55;-175,06;152;-16668;-1760;-294;410;59;56,51
60;3,61;-171,88;520;-16644;-1460;-345;-227;30;56,43
60;3,62;168,03;-128;-16600;-604;-344;99;122;56,35
60;3,68;-155,44;600;-17088;-816;-350;-444;153;56,32
60;3,81;136,17;-1252;-16564;-1304;-263;-237;35;56,25
60;3,82;-127,08;980;-16676;-704;-307;60;121;56,2
60;3,85;-127,88;168;-16192;-1564;-330;37;69;56,2
60;3,78;-113,88;460;-16392;-176;-307;184;95;56,18
60;3,74;172,19;-68;-16608;-496;-304;31;91;56,22
60;3,71;171,47;-36;-16768;-240;-302;105;127;56,23
60;3,74;147,61;-736;-16796;-1160;-290;40;90;56,28
60;3,68;-135,34;8;-16392;-464;-311;-71;124;56,27
60;3,72;119,42;-1220;-16428;-688;-264;-179;93;56,31
60;3,71;-113,05;1504;-16708;-640;-235;-199;148;56,33
60;3,76;-113,13;1184;-16548;-764;-218;304;171;56,26
60;3,69;151,55;-336;-17116;-620;-193;-18;208;56,28
60;3,82;-97,99;2252;-17416;-316;-142;-93;141;56,26
60;3,87;102,7;-1260;-17272;-284;-134;-57;159;56,14
60;3,86;-108,67;492;-16412;-552;-93;49;144;56,09
60;3,82;-166,46;208;-16560;-864;-78;-416;115;56,16
60;3,74;-165,18;84;-16504;-192;-2;-129;80;56,18
60;3,65;-162,79;260;-17016;-176;10;61;124;56,27
60;3,57;-156,48;656;-17004;-1120;95;291;117;56,44
60;3,59;-149,52;1836;-16444;-284;101;-141;119;56,46
60;3,54;-101,58;1464;-16700;-300;116;-365;59;56,47
60;3,41;-102,85;124;-16456;-208;209;-267;41;56,53
60;3,54;-98,28;2528;-16756;-520;259;-100;121;56,56
60;3,51;-107,9;1536;-16936;-496;323;-412;63;56,49
60;3,4;-103,87;764;-16940;-436;352;-105;116;56,58
60;3,49;-99,0;2540;-17248;-404;471;224;85;56,59
60;3,48;-94,58;-1888;-16632;420;576;167;136;56,53
60;3,47;97,23;-1476;-16292;112;633;-34;172;56,56
60;3,42;-102,76;1448;-16808;-328;647;-417;161;56,58
60;3,3;-99,02;-168;-16968;148;773;159;134;56,57
60;3,5;-97,14;804;-16444;940;849;-280;165;56,51
60;3,46;120,2;-1636;-16608;-952;902;-268;245;56,57
60;3,41;-98,83;1036;-17232;156;1032;188;103;56,51
60;3,44;114,08;-904;-16912;-404;1051;-102;200;56,54
60;3,24;111,04;340;-16692;468;1175;-370;48;56,68
60;3,06;110,07;-712;-16736;100;1210;-77;144;56,83
60;3,23;-98,23;1428;-16324;764;1337;-832;52;56,81
60;3,35;-92,97;-3724;-16460;636;1462;303;65;56,81
60;4,01;-88,01;3492;-17616;888;1560;164;208;56,29
60;4,26;-83,11;1424;-15700;792;1521;-605;66;55,81
60;5,03;-78,93;-5208;-16128;1364;1771;70;149;55,37
60;5,15;-74,1;-80;-16972;616;1820;127;81;54,93
60;5,75;-64,56;-448;-16592;840;1864;145;70;54,24
60;6,06;-60,55;2736;-17500;1672;1833;-653;208;54,15
60;7,39;-61,42;8044;-17036;604;1888;13;141;53,03
60;7,77;-55,36;-4468;-16452;1084;1924;-209;119;52,48
60;8,45;-49,76;-496;-17368;2908;2017;-685;274;51,72
60;9,6;-51,31;10240;-16916;564;2016;-59;46;50,92
60;10,32;-47,74;-6788;-15756;1760;2103;-389;80;50,1
60;11,23;-41,33;-6436;-17336;2548;2139;-948;327;49,21
60;12,78;-43,44;9036;-15872;1948;2207;-320;367;47,67
60;13,23;-43,84;3756;-15900;148;2131;-1183;16;46,91
60;14,78;-37,18;-13340;-15852;2932;2216;335;200;46,08
60;16,67;-36,25;-5376;-16444;3652;2246;-1050;565;43,5
60;18,28;-33,7;20140;-16780;452;2226;-118;361;42,63
60;18,86;-31,86;-2520;-15408;1572;2068;-1308;-251;41,22
60;19,91;-24,92;-21320;-16680;3476;2283;222;170;40,9
60;20,59;-19,45;-6100;-15536;3840;2197;29;614;39,68
60;21,94;-20,75;14256;-15956;2964;2130;105;481;38,83
60;23,72;-16,23;9960;-16764;712;1949;-1455;-151;36,51
60;24,9;-14,16;-10216;-16424;884;2013;-524;-13;35,45
60;26,1;-8,41;-13504;-16872;2664;2042;689;199;34,53
60;27,27;-8,65;-7348;-15388;4688;1942;790;237;32,84
60;27,88;-6,9;9592;-16312;3120;1773;-236;51;32,4
60;28,25;-8,88;7380;-16024;1668;1693;-807;115;31,98
60;28,19;-6,01;7788;-16536;776;1646;-699;-7;31,8
60;27,86;-6,18;956;-16384;2328;1613;-557;-24;31,86
60;27,62;-2,77;-3200;-16336;3160;1510;-146;-180;32,36
60;27,28;1,3;-6656;-16316;2896;1421;-11;-75;32,7
60;27,48;2,59;-6728;-16212;2948;1324;38;-88;32,6
60;27,71;6,7;-5784;-15428;3984;1217;349;104;32,44
60;27,54;4,78;-764;-15828;3600;1160;696;177;32,17
60;27,38;6,58;2004;-15428;3228;1038;588;249;32,43
60;27,38;5,01;4116;-15568;3052;955;330;108;32,6
60;27,22;4,09;6044;-15696;3128;840;-525;159;32,73
60;27,25;5,07;5492;-15476;3172;722;-583;227;32,74
60;27,26;3,4;5420;-15868;3644;651;-584;64;32,79
60;26,94;5,23;5708;-15896;3180;566;-548;242;32,98
60;26,75;5,51;5616;-15696;3060;474;-700;53;33,22
60;26,42;4,39;4924;-15736;2800;395;-852;226;33,55
60;26,09;5,99;5100;-15588;2852;268;-911;267;33,81
60;26,04;4,63;4568;-15676;3584;218;-958;39;33,89
60;25,68;3,58;2792;-16400;3508;137;-1032;166;34,17
60;25,24;5,54;3232;-15980;3500;49;-1118;158;34,58
60;25,23;3,89;4276;-15708;3500;-19;-887;-5;34,68
60;24,77;3,67;2900;-15600;3452;-87;-979;136;35,1
60;24,56;5,71;4112;-16124;3480;-189;-978;102;35,31
60;24,57;4,34;3064;-15808;4048;-252;-1122;76;35,3
60;24,15;3,68;1720;-15668;3628;-275;-1510;35;35,66
60;23,87;5,49;3200;-15292;3676;-390;-1307;59;35,99
60;23,58;6,48;1956;-15664;3680;-434;-1619;150;36,23
60;23,48;5,2;5372;-15640;4788;-477;-1234;203;36,56
60;23,33;5,34;6856;-15364;3800;-522;-577;169;36,76
60;23,41;6,02;7672;-15804;4448;-532;1187;210;36,74
60;23,73;4,02;8564;-15256;4660;-542;789;257;36,49
60;23,05;3,9;-456;-15432;4208;-579;1579;149;36,77
60;23,05;6,95;-3128;-16284;4920;-522;1645;79;36,88
60;22,73;8,53;220;-16164;3324;-502;1663;0;37,02
60;22,63;7,02;-420;-15912;3128;-494;1827;53;37,1
60;22,41;8,62;-6868;-16600;3700;-492;444;61;37,66
60;22,15;9,89;1256;-16256;3416;-441;-948;96;37,63
60;21,9;11,67;-1012;-16056;3844;-424;-1473;176;37,92
60;21,86;11,15;-1832;-15864;4604;-403;-1803;213;38,04
60;21,69;10,87;6060;-15912;3552;-356;-1825;134;38,36
60;21,75;11,94;3688;-15904;5336;-286;438;179;38,27
60;21,58;12,14;1340;-15964;3852;-191;1200;13;38,27
60;21,46;10,17;5768;-16160;4236;-72;1710;-36;38,6
60;21,44;12,09;-6292;-16488;4564;17;1113;-35;38,67
60;21,33;12,4;3420;-15928;3684;78;-413;71;38,62
60;21,41;14,79;-4492;-15536;4948;82;-2117;182;38,64
60;21,2;13,94;1468;-15084;4288;104;-1902;194;38,71
60;21,05;14,23;-516;-16108;4532;184;-177;67;38,87
60;21,01;12,81;4240;-16296;3784;253;1030;-102;38,96
60;20,77;13,57;-1700;-16532;4024;387;752;-8;39,12
60;20,56;13,86;1192;-15936;3616;488;-96;117;39,32
60;20,42;14,36;-2156;-15516;5420;488;-1462;212;39,6
60;20,38;13,17;1324;-15540;5144;533;-389;140;39,62
60;20,37;12,3;3844;-16384;3620;611;858;-7;39,63
60;20,28;12,94;-252;-16360;4344;703;1120;-94;39,6
60;20,24;12,93;1588;-15276;4684;788;-69;149;39,75
60;20,27;11,89;2516;-15292;4636;789;-1237;255;39,77
60;20,14;12,6;-276;-15940;4996;849;-94;52;39,81
60;20,01;12,55;1924;-16116;4216;957;624;42;39,94
60;20,04;11,27;2588;-15480;4536;1041;-34;78;40,0
60;19,92;11,72;-640;-15112;5080;1068;-910;260;40,07
60;19,91;11,4;-196;-15452;5120;1080;-305;183;40,1
60;19,99;11,25;2624;-16144;4592;1154;484;-20;40,05
60;20,11;9,87;4004;-15260;5352;1257;-197;177;39,99
60;20,28;10,2;1540;-14860;5612;1252;-715;232;39,8
60;20,4;10,71;-2420;-16224;5256;1271;-204;13;39,67
60;20,58;11,72;-252;-16172;5104;1409;237;76;39,37
60;20,75;11,92;-1996;-15252;6092;1415;-452;327;39,36
60;20,94;13,04;-3168;-15772;5560;1367;5;97;39,19
60;21,06;12,32;1764;-16080;4844;1457;400;-59;38,88
60;21,22;12,19;1884;-15032;5612;1513;-240;277;38,85
60;21,47;12,95;-2808;-15484;6196;1446;-293;156;38,69
60;21,66;13,32;876;-15840;5640;1574;236;31;38,32
60;21,9;12,53;3600;-15044;5672;1589;-168;223;38,22
60;22,17;13,19;-3528;-15244;6260;1523;-199;112;38,01
60;22,47;13,43;1676;-15640;6020;1610;198;-2;37,54
60;22,62;13,88;-1324;-15064;5896;1592;-315;301;37,44
60;22,77;14,32;-2632;-15688;6104;1554;-65;60;37,35
60;22,87;14,28;2808;-15856;4952;1617;-145;81;37,08
60;23,11;14,93;-616;-15464;6132;1597;-293;121;36,93
60;23,26;14,87;1748;-15820;5580;1612;-39;-70;36,79
60;23,45;13,62;3604;-15144;5848;1633;-113;191;36,6
60;23,68;13,99;-5044;-14916;6920;1548;-176;83;36,53
60;23,78;13,42;3896;-15632;5036;1606;-220;117;36,31
60;23,89;11,73;-696;-15128;5840;1583;-121;150;36,07
60;24,08;9,87;2944;-16088;5656;1553;-246;-42;35,93
60;24,31;9,12;1440;-14108;6792;1639;229;321;35,86
60;24,61;9,9;-4992;-15744;6068;1513;-433;-50;35,46
60;24,93;9,1;5716;-14784;5868;1537;-139;111;35,23
60;25,25;9,5;-2716;-14340;7228;1500;-113;65;34,94
60;25,53;8,85;3704;-14848;5812;1516;-332;16;34,48
60;25,79;9,75;-1644;-14448;6260;1481;-7;259;34,24
60;26,12;9,69;2904;-14460;7276;1429;-422;-25;34,05
60;26,43;9,31;-700;-13824;7612;1409;50;183;33,65
60;26,49;8,69;60;-15460;5548;1372;-888;-69;33,42
60;26,77;7,9;1092;-13844;7652;1316;153;156;33,39
60;26,92;7,73;-1464;-15468;6144;1303;-712;77;32,99
60;27,15;7,16;4628;-14036;7280;1208;16;168;33,02
60;27,39;8,05;-6228;-15256;6380;1153;-312;-97;32,77
60;27,57;7,57;3544;-13900;8180;1139;278;265;32,57
60;27,62;8,16;-3388;-15580;6256;1092;-170;50;32,37
60;27,8;7,08;5408;-14120;6056;1083;-121;8;32,34
60;28,14;6,95;-4012;-14608;7600;1030;-173;-238;31,93
60;28,47;5,85;4616;-13680;8284;984;346;355;31,73
60;28,62;6,69;-4660;-15044;6544;986;-306;-191;31,45
60;28,76;6,24;5496;-13760;7468;865;45;94;31,38
60;28,76;7,16;-3788;-15108;6984;822;-305;-16;31,26
60;28,95;7,03;2296;-13684;8496;785;478;20;31,21
60;29,13;6,36;-1276;-14468;7584;795;-1031;173;30,86
60;29,31;5,98;2204;-13512;8180;688;646;337;30,81
60;29,52;6,57;-2044;-14420;8284;677;-1146;-17;30,51
60;29,6;7,31;-1908;-13936;7768;636;936;306;30,44
60;29,85;6,2;8068;-14416;7220;570;-817;202;30,36
60;30,19;5,69;-4480;-13700;7760;494;503;-9;29,88
60;30,52;4,11;8844;-14064;7356;551;-153;168;29,72
60;30,65;4,72;-4664;-14752;8068;474;-284;-83;29,44
60;30,86;4,28;3444;-13296;7980;437;802;198;29,21
60;30,98;3,95;-3716;-14736;6772;443;-607;135;28,98
60;31,1;3,21;1652;-13772;8104;353;1210;239;28,95
60;31,43;2,16;6156;-13976;7372;371;-1001;84;28,65
60;31,62;3,69;-5124;-14216;8156;265;180;-96;28,47
60;31,91;3,07;8320;-13440;7928;278;-374;251;28,35
60;31,9;3,07;-3784;-14544;7300;253;-711;48;28,06
60;31,92;3,57;-564;-13500;8044;172;1080;153;28,08
60;32,25;3,18;7768;-13824;7780;207;-1098;129;27,95
60;32,66;3,29;-4728;-13740;8660;138;823;118;27,42
60;33,07;1,51;7688;-13328;8180;147;70;304;27,13
60;33,07;1,89;-3352;-14476;7884;187;-1262;-64;26,92
60;33,25;1,87;-2684;-13676;7948;69;986;165;26,71
60;33,53;0,15;5276;-13608;8224;200;-1404;78;26,55
60;33,87;0,21;-7224;-14580;8720;100;39;-113;26,28
60;34,06;-0,25;6172;-13272;8440;110;1198;220;26,05
60;34,22;-2,08;6372;-13964;7876;174;-1353;-10;25,85
60;34,48;-2,19;-4352;-13720;8652;83;1187;203;25,59
60;34,77;-2,84;5756;-13120;8684;95;-61;354;25,33
60;34,75;-2,77;-2760;-14068;8664;162;-1484;-4;25,24
60;34,95;-2,79;-5048;-13536;8656;91;826;242;25,15
60;35,34;-3,46;7368;-13392;8264;231;-801;56;24,77
60;35,44;-1,56;-7344;-14656;7608;194;-564;-68;24,61
60;35,59;-1,78;-2872;-13192;8840;167;1241;62;24,47
60;35,92;-2,53;7048;-13020;8640;252;-342;283;24,2
60;35,98;-0,76;-5304;-14748;8108;186;-227;-53;24,0
60;35,97;-1,13;656;-13584;8308;249;1457;222;24,0
60;36,33;-1,81;7188;-13136;8676;304;-1000;343;23,79
60;36,37;-0,81;-6588;-14324;8664;286;-1159;-151;23,7
60;36,5;-1,85;2456;-13216;8892;319;1245;203;23,55
60;36,69;-2,65;6412;-13284;8380;408;-753;165;23,36
60;36,73;-1,77;-3556;-13888;8516;396;-1457;-171;23,25
60;37,01;-1,73;-6096;-13496;9680;401;913;30;23,16
60;37,31;-2,49;7736;-12736;8792;532;-787;252;22,83
60;37,38;-1,79;-4184;-13836;9132;498;-1379;-120;22,65
60;37,55;-1,88;-4576;-13812;9300;472;1079;15;22,54
60;37,9;-3,34;7364;-12724;9820;524;-655;261;22,26
60;37,79;-3,29;-1180;-13988;8936;596;-1325;-47;22,16
60;38,14;-3,17;-6716;-13908;8424;573;729;65;21,96
60;38,08;-4,27;1500;-12452;8648;613;930;173;21,88
60;38,3;-5,29;240;-13592;7896;644;-1850;141;21,58
60;38,72;-5,04;-8940;-13848;8836;555;-194;-65;21,47
60;38,67;-5,26;1212;-13240;9540;568;1557;169;21,29
60;39,37;-7,2;11200;-12428;10228;716;-160;227;20,97
60;39,53;-6,43;-4756;-13656;10160;604;-1398;3;20,58
60;39,81;-5,73;-2068;-14476;8836;656;1949;-10;20,03
60;39,74;-6,24;3984;-12800;7848;657;1038;213;20,21
60;39,81;-6,46;4364;-12044;10072;610;-2176;205;20,35
60;40,26;-4,16;-11544;-13628;8624;646;66;24;19,91
60;40,38;-4,45;3356;-12876;10708;660;1869;146;19,7
60;40,89;-4,15;10300;-12808;9112;725;5;253;19,38
60;40,44;-2,42;-2952;-12604;7984;674;-2415;72;19,43
60;40,59;-0,6;-8740;-13660;6964;664;1382;17;19,45
60;40,64;-0,78;4880;-12172;11108;585;884;39;19,56
60;40,96;-1,97;8984;-12496;9960;643;-494;255;19,21
60;40,82;-1,08;-2992;-12960;7820;664;-1446;62;19,06
60;40,84;-0,7;-6292;-14332;7444;679;1450;-61;19,12
60;40,93;-1,0;2748;-11636;10432;585;532;35;19,14
60;41,28;-2,69;8312;-12732;10268;703;-228;182;18,9
60;41,39;-2,9;-2432;-12700;7872;641;-1810;109;18,52
60;41,56;-0,49;-8848;-13628;7412;650;884;-58;18,43
60;42,09;-1,68;7068;-12196;12036;610;1031;61;18,13
60;42,03;-1,26;3572;-13244;7548;654;223;153;17,85
60;41,93;0,56;1256;-10912;11024;608;-1779;160;18,17
60;41,94;1,22;-6724;-12268;10400;575;-114;-17;18,2
60;41,88;1,36;6032;-14104;10516;646;1582;48;18,2
60;41,58;1,95;-2908;-11396;8212;585;-207;156;18,34
60;42,13;0,45;7680;-11852;12484;516;-804;253;18,13
60;42,43;-0,13;2552;-13364;11820;606;-244;-12;17,66
60;42,41;1,47;-7232;-13632;6976;619;810;4;17,47
60;42,77;0,44;4820;-12224;12212;494;584;85;17,39
60;42,59;0,94;524;-13012;7760;567;-235;190;17,23
60;42,18;1,16;-960;-13204;7276;642;-821;169;17,53
60;42,39;0,72;2316;-12548;11940;536;-187;79;17,71
60;42,39;1,49;-5012;-13660;7820;562;944;-35;17,5
60;42,31;1,4;2560;-11336;11708;465;265;93;17,81
60;42,44;0,91;4324;-10828;11720;462;-790;176;17,76
60;42,23;0,83;-1012;-13076;6964;524;-667;85;17,52
60;42,45;0,73;1652;-12212;11728;447;-258;-26;17,6
60;42,2;2,06;-4312;-13892;9088;475;579;-55;17,7
60;42,05;1,93;-1304;-12048;8924;459;-78;168;17,9
60;42,36;0,99;4632;-11104;11576;398;-334;186;17,79
60;42,2;1,6;-3312;-11936;8496;435;-560;174;17,72
60;42,24;1,09;6284;-12632;11336;407;-48;64;17,91
60;42,16;0,66;624;-13704;9800;391;724;-62;17,7
60;42,37;0,6;2040;-11220;10812;283;-6;75;17,71
60;42,32;1,12;-248;-12052;10764;266;-88;87;17,71
60;42,22;1,36;928;-10892;11528;193;-245;248;17,9
60;42,46;-0,03;6792;-12348;10580;302;-166;45;17,65
60;42,51;0,18;-1820;-12588;9788;270;-421;-12;17,45
60;42,57;0,57;-1476;-12768;10840;273;11;-77;17,4
60;42,64;0,83;-1880;-11556;10664;204;-87;151;17,4
60;42,6;1,15;332;-10972;10896;202;385;227;17,5
60;42,54;1,13;1728;-11460;9228;157;-52;237;17,39
60;42,52;-0,13;5332;-12520;9208;223;29;203;17,46
60;42,56;0,51;-3488;-12860;10084;159;-318;27;17,41
60;42,7;0,47;128;-12724;11148;48;210;-32;17,27
60;42,73;1,18;-1236;-11868;10176;42;144;123;17,24
60;42,65;1,58;-1136;-11920;10952;34;106;83;17,38
60;42,48;1,13;1124;-11472;9688;96;153;240;17,47
60;42,64;-0,51;7240;-12348;9604;82;229;188;17,42
60;42,72;-1,05;4672;-12372;9556;-5;-583;87;17,25
60;42,67;-0,43;-856;-12876;10212;-34;-742;-33;17,24
60;42,62;-0,05;-1704;-12076;10492;-77;-126;-16;17,36
60;42,6;0,16;-3432;-11844;10420;-105;-16;37;17,42
60;42,91;-0,23;-2336;-10804;11852;-60;367;56;17,22
60;42,98;0,08;-364;-10956;10568;-33;764;193;17,06
60;43,07;-0,8;9628;-12188;10004;-16;98;88;17,09
60;43,26;-1,73;7948;-12048;10628;-86;-729;31;16,85
60;43,01;-1,61;-976;-12784;9684;-109;-1108;28;16,87
60;42,96;-1,29;-4688;-12668;9984;-107;-762;-47;17,02
