Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;6240;1,46;-115,97;420;-16604;-156;-326;-39;34;58,54;24421,46;0,0
60;6260;1,47;-115,93;364;-16612;-108;-326;-13;45;58,53;24479,99;-0,01
60;6280;1,46;-115,87;372;-16620;-152;-318;-40;86;58,54;24538,52;0,01
60;6300;1,47;-115,45;372;-16568;-244;-337;-10;78;58,54;24597,06;0,0
60;6320;1,46;-115,85;408;-16656;-248;-327;-20;52;58,54;24714,13;0,0
60;6340;1,47;-115,82;540;-16632;-284;-328;-28;77;58,54;24772,67;0,0
60;6360;1,48;-115,52;404;-16604;-64;-348;-16;50;58,52;24831,19;-0,02
60;6380;1,48;-114,95;440;-16608;-160;-340;-19;64;58,53;24889,72;0,01
60;6400;1,48;-114,77;292;-16692;-136;-323;-17;62;58,51;25006,75;-0,0
60;6420;1,47;-114,7;316;-16632;-192;-356;5;51;58,53;25065,28;0,01
60;6440;1,46;-114,72;312;-16524;-124;-340;-13;55;58,53;25123,81;0,01
60;6460;1,46;-114,85;380;-16536;-156;-314;-9;40;58,54;25182,35;0,01
60;6480;1,46;-114,97;400;-16564;-224;-343;-10;47;58,54;25299,44;-0,01
60;6500;1,47;-114,88;380;-16628;-256;-346;3;66;58,53;25357,97;-0,01
60;6520;1,47;-115,52;424;-16640;-300;-326;-20;69;58,53;25416,51;-0,0
60;6540;1,47;-115,63;340;-16508;-136;-342;-15;50;58,52;25475,03;-0,01
60;6560;1,48;-115,82;408;-16568;-196;-327;-17;47;58,52;25592,07;-0,01
60;6580;1,49;-115,26;428;-16664;-44;-355;-18;58;58,51;25650,58;-0,0
60;6600;1,48;-115,45;360;-16672;-204;-341;-21;37;58,52;25709,1;0,01
60;6620;1,48;-115,58;412;-16612;-208;-334;-29;65;58,52;25767,62;0,0
60;6640;1,48;-115,14;408;-16532;-112;-332;0;59;58,52;25884,67;-0,0
60;6660;1,47;-115,13;364;-16596;-204;-335;-26;61;58,53;25943,2;0,01
60;6680;1,46;-114,7;364;-16660;-108;-349;-12;44;58,53;26001,73;0,01
60;6700;1,46;-114,27;420;-16592;-124;-331;4;71;58,54;26060,27;0,01
60;6720;1,48;-114,86;348;-16684;-300;-337;-4;76;58,52;26177,33;-0,01
60;6740;1,48;-114,38;376;-16620;-92;-330;-2;77;58,52;26235,84;-0,01
60;6760;1,49;-114,14;396;-16628;-176;-322;-30;61;58,51;26294,36;-0,0
60;6780;1,48;-114,28;308;-16692;-240;-322;-13;53;58,51;26352,87;-0,0
60;6800;1,49;-113,99;356;-16680;-116;-345;4;43;58,51;26469,9;-0,01
60;6820;1,49;-114,0;416;-16716;-244;-332;-4;51;58,52;26528,41;0,01
60;6840;1,49;-114,28;424;-16608;-284;-335;17;50;58,52;26586,93;0,0
60;6860;1,48;-114,52;368;-16696;-200;-330;-26;54;58,51;26645,44;-0,0
60;6880;1,48;-114,49;388;-16644;-212;-347;-3;56;58,52;26762,48;-0,0
60;6900;1,49;-114,93;372;-16544;-344;-325;13;65;58,52;26821,0;-0,0
60;6920;1,49;-115,51;360;-16540;-256;-338;14;46;58,52;26879,51;0,0
60;6940;1,49;-116,42;268;-16612;-260;-334;6;63;58,51;26938,02;-0,01
60;6960;1,48;-115,5;392;-16604;-176;-328;-12;47;58,52;27055,07;0,0
60;6980;1,48;-115,86;260;-16556;-244;-325;-4;42;58,52;27113,58;-0,0
60;7000;1,48;-116,16;388;-16612;-284;-324;-23;52;58,52;27172,11;0,01
60;7020;1,48;-115,97;448;-16644;-232;-320;-29;45;58,52;27230,63;-0,0
60;7040;1,48;-116,28;336;-16708;-188;-316;-18;61;58,51;27347,65;0,0
60;7060;1,48;-115,99;360;-16696;-140;-332;-26;65;58,52;27406,17;0,01
60;7080;1,47;-116,1;404;-16612;-192;-328;-21;44;58,53;27464,7;0,01
60;7100;1,46;-115,35;320;-16604;-52;-342;-12;36;58,53;27523,23;0,0
60;7120;1,45;-115,0;456;-16564;-40;-332;-13;58;58,55;27640,32;0,0
60;7140;1,46;-115,42;324;-16568;-400;-339;-13;58;58,55;27698,87;0,0
60;7160;1,45;-115,43;444;-16684;-232;-325;-23;51;58,55;27757,42;0,0
60;7180;1,46;-115,29;448;-16612;-148;-324;-22;60;58,55;27815,97;-0,0
60;7200;1,47;-116,05;372;-16660;-256;-316;-47;54;58,53;27933,04;-0,0
60;7220;1,46;-115,55;404;-16636;-80;-310;-28;81;58,54;27991,58;0,01
60;7240;1,46;-115,35;428;-16572;-128;-321;-24;48;58,55;28050,13;0,01
60;7260;1,45;-115,35;336;-16496;-124;-337;-25;60;58,55;28108,68;0,0
60;7280;1,45;-115,84;332;-16620;-168;-334;11;64;58,55;28225,77;0,0
60;7300;1,46;-115,6;456;-16572;-200;-343;-19;46;58,54;28284,31;-0,0
60;7320;1,48;-115,49;452;-16672;-176;-338;-16;57;58,53;28342,84;-0,02
60;7340;1,47;-114,92;396;-16672;-96;-342;-10;46;58,53;28401,37;0,0
60;7360;1,46;-114,28;280;-16624;-120;-337;-34;68;58,53;28518,44;0,0
60;7380;1,46;-114,36;396;-16568;-184;-340;-4;36;58,54;28576,98;0,01
60;7400;1,46;-114,16;360;-16612;-108;-323;6;51;58,53;28635,51;-0,01
60;7420;1,44;-114,05;264;-16544;-100;-325;-33;71;58,55;28694,06;0,01
60;7440;1,44;-114,5;292;-16576;-116;-315;-16;39;58,55;28811,16;0,0
60;7460;1,44;-114,42;356;-16588;-176;-322;9;55;58,56;28869,72;0,01
60;7480;1,44;-114,83;404;-16576;-160;-339;11;47;58,56;28928,28;0,01
60;7500;1,43;-114,98;332;-16564;-120;-345;-11;57;58,56;28986,84;-0,0
60;7520;1,43;-114,8;316;-16680;20;-334;-10;69;58,56;29103,97;-0,0
60;7540;1,44;-114,84;472;-16592;-404;-330;-4;57;58,58;29162,55;0,01
60;7560;1,45;-115,44;412;-16572;-268;-339;-11;70;58,55;29221,1;-0,02
60;7580;1,46;-115,39;408;-16604;-212;-331;-14;65;58,54;29279,64;-0,01
60;7600;1,46;-115,24;360;-16656;-180;-340;-13;50;58,54;29396,72;0,01
60;7620;1,45;-114,91;312;-16632;-160;-325;-27;30;58,55;29455,27;0,01
60;7640;1,45;-114,94;412;-16552;-256;-337;-23;58;58,56;29513,83;0,01
60;7660;1,45;-115,2;444;-16576;-244;-348;-24;36;58,56;29572,38;-0,0
60;7680;1,46;-115,45;472;-16528;-212;-351;11;77;58,54;29689,47;0,0
60;7700;1,46;-115,93;284;-16792;-204;-338;-8;63;58,53;29748,0;-0,01
60;7720;1,46;-115,83;460;-16616;-132;-346;-12;53;58,54;29806,54;0,01
60;7740;1,47;-116,24;368;-16768;-300;-325;5;51;58,54;29865,08;-0,0
60;7760;1,46;-116,1;336;-16664;-88;-336;-18;68;58,53;29982,13;0,01
60;7780;1,46;-115,96;332;-16592;-180;-331;7;64;58,54;30040,68;0,01
60;7800;1,45;-115,74;368;-16676;-128;-349;-5;52;58,55;30099,23;0,01
60;7820;1,44;-115,16;368;-16612;-24;-329;-33;64;58,56;30157,78;0,0
60;7840;1,44;-115,9;336;-16648;-264;-329;-19;58;58,56;30274,9;0,01
60;7860;1,44;-115,68;396;-16664;-212;-326;3;46;58,56;30333,46;-0,0
60;7880;1,43;-115,87;304;-16620;-176;-339;-5;75;58,56;30392,03;0,0
60;7900;1,42;-115,29;364;-16612;-124;-339;-40;61;58,58;30450,61;0,02
60;7920;1,43;-115,24;384;-16628;-220;-355;-8;86;58,57;30567,76;-0,01
60;7940;1,43;-114,99;376;-16536;-180;-346;-4;65;58,57;30626,33;0,0
60;7960;1,42;-114,83;356;-16688;-132;-325;-4;44;58,58;30684,91;0,0
60;7980;1,42;-115,05;456;-16624;-204;-330;-4;59;58,58;30743,49;0,01
60;8000;1,43;-115,8;420;-16680;-292;-336;-18;38;58,58;30860,65;-0,0
60;8020;1,43;-115,96;348;-16668;-196;-337;-28;36;58,57;30919,23;-0,01
60;8040;1,43;-116,16;400;-16604;-156;-331;-1;57;58,57;30977,8;-0,0
60;8060;1,43;-116,26;384;-16672;-248;-334;-36;53;58,57;31036,37;0,0
60;8080;1,44;-116,7;376;-16656;-264;-328;-16;61;58,56;31153,49;-0,0
60;8100;1,44;-116,58;348;-16672;-260;-341;-34;52;58,57;31212,06;0,0
60;8120;1,44;-116,31;424;-16632;-84;-338;1;45;58,57;31270,62;0,0
60;8140;1,42;-116,06;332;-16544;-120;-327;-22;61;58,57;31329,19;0,0
60;8160;1,43;-115,9;324;-16636;-92;-329;-8;60;58,56;31446,33;-0,01
60;8180;1,44;-116,4;420;-16664;-288;-337;-21;52;58,56;31504,89;0,0
60;8200;1,44;-116,31;440;-16552;-180;-331;-2;71;58,56;31563,45;-0,0
60;8220;1,44;-117,04;272;-16580;-260;-313;-18;77;58,56;31622,01;-0,0
60;8240;1,46;-117,67;400;-16492;-316;-336;-28;60;58,55;31739,1;-0,0
60;8260;1,46;-117,84;328;-16608;-276;-330;-29;51;58,54;31797,64;-0,01
60;8280;1,46;-117,84;360;-16640;-220;-334;10;66;58,54;31856,18;0,01
60;8300;1,47;-117,78;428;-16612;-236;-323;-10;62;58,54;31914,72;-0,0
60;8320;1,48;-117,4;460;-16620;-64;-325;-3;57;58,53;32031,77;0,0
60;8340;1,47;-117,59;288;-16700;-132;-309;-19;50;58,52;32090,29;-0,01
60;8360;1,47;-117,41;400;-16600;-108;-326;-20;53;58,53;32148,81;0,01
60;8380;1,47;-117,21;328;-16592;-72;-353;-46;70;58,52;32207,34;-0,0
60;8400;1,48;-117,17;480;-16608;-176;-340;-42;42;58,53;32324,39;-0,0
60;8420;1,47;-117,26;368;-16680;-160;-324;-3;52;58,52;32382,92;-0,0
60;8440;1,48;-117,33;352;-16616;-196;-342;-48;50;58,51;32441,43;-0,01
60;8460;1,49;-117,43;336;-16648;-236;-343;1;59;58,51;32499,95;0,0
60;8480;1,48;-116,99;380;-16600;-224;-333;-5;51;58,53;32616,99;0,0
60;8500;1,48;-117,31;396;-16536;-280;-339;-10;64;58,52;32675,51;-0,0
60;8520;1,48;-117,8;288;-16740;-216;-326;0;55;58,52;32734,03;-0,0
60;8540;1,48;-117,63;432;-16540;-156;-335;13;63;58,52;32792,55;0,0
60;8560;1,48;-116,79;332;-16560;-72;-316;-47;55;58,52;32909,58;-0,0
60;8580;1,48;-116,75;372;-16548;-208;-329;6;53;58,52;32968,11;0,01
60;8600;1,47;-116,54;352;-16560;-84;-353;-11;79;58,53;33026,63;0,0
60;8620;1,47;-116,49;384;-16676;-136;-336;-25;44;58,53;33085,17;0,0
60;8640;1,48;-116,75;480;-16632;-192;-331;-8;59;58,53;33202,22;-0,01
60;8660;1,48;-116,69;400;-16672;-276;-335;-30;50;58,53;33260,75;0,0
60;8680;1,47;-116,18;308;-16604;-40;-338;-16;35;58,52;33319,27;-0,0
60;8700;1,48;-116,19;480;-16640;-216;-317;-12;42;58,53;33377,8;0,01
60;8720;1,48;-116,21;388;-16592;-180;-325;18;63;58,52;33494,83;-0,0
60;8740;1,47;-115,75;316;-16692;-96;-321;-40;49;58,52;33553,35;0,0
60;8760;1,47;-115,25;452;-16596;-40;-331;-22;45;58,53;33611,88;0,01
60;8780;1,47;-115,2;360;-16656;-188;-328;-20;65;58,52;33670,41;-0,01
60;8800;1,47;-115,74;296;-16568;-172;-327;-7;56;58,53;33787,46;0,0
60;8820;1,47;-115,71;348;-16568;-160;-339;-20;48;58,53;33845,99;0,0
60;8840;1,46;-115,34;368;-16596;-132;-343;-6;62;58,54;33904,52;0,01
60;8860;1,45;-115,76;344;-16760;-292;-327;-13;49;58,55;33963,07;0,01
60;8880;1,46;-116,13;364;-16528;-212;-336;-34;53;58,54;34080,15;0,0
60;8900;1,46;-115,83;404;-16676;-116;-342;-8;70;58,54;34138,7;-0,0
60;8920;1,46;-115,85;340;-16560;-188;-318;-14;66;58,54;34197,23;-0,01
60;8940;1,46;-115,76;432;-16640;-132;-328;-30;17;58,54;34255,77;0,0
60;8960;1,48;-116,27;404;-16664;-180;-341;6;58;58,52;34372,82;-0,01
60;8980;1,47;-115,56;372;-16704;-152;-339;-36;54;58,53;34431,35;0,01
60;9000;1,47;-115,71;364;-16632;-260;-338;-6;44;58,53;34489,88;0,0
60;9020;1,47;-115,4;364;-16676;-128;-333;4;54;58,53;34548,41;0,0
60;9040;1,46;-115,3;384;-16596;-140;-332;-7;42;58,54;34665,49;0,0
60;9060;1,47;-115,43;452;-16556;-188;-340;-21;60;58,54;34724,03;-0,0
60;9080;1,46;-115,52;308;-16648;-196;-316;-23;63;58,53;34782,56;-0,0
60;9100;1,46;-115,52;376;-16660;-168;-322;-7;57;58,53;34841,09;0,0
60;9120;1,47;-115,7;352;-16624;-200;-337;8;84;58,52;34958,15;-0,01
60;9140;1,48;-115,51;424;-16676;-76;-340;-35;66;58,52;35016,68;-0,0
60;9160;1,49;-115,86;456;-16588;-256;-352;-10;52;58,52;35075,19;-0,01
60;9180;1,48;-115,45;388;-16692;-36;-336;-20;59;58,51;35133,71;-0,01
60;9200;1,48;-115,06;464;-16624;-260;-346;-25;70;58,53;35250,75;0,0
60;9220;1,48;-115,1;384;-16672;-176;-339;4;54;58,52;35309,27;-0,01
60;9240;1,49;-115,55;340;-16580;-264;-325;-4;45;58,51;35367,78;-0,01
60;9260;1,49;-115,65;384;-16668;-164;-341;-5;67;58,51;35426,3;0,0
60;9280;1,49;-116,04;396;-16672;-236;-310;-28;59;58,51;35543,32;0,0
60;9300;1,47;-115,75;256;-16652;-24;-335;-31;42;58,52;35601,84;0,0
60;9320;1,47;-115,74;328;-16580;-168;-345;-29;62;58,53;35660,37;0,02
60;9340;1,45;-115,47;268;-16552;-92;-317;-7;36;58,54;35718,91;0,01
60;9360;1,44;-115,83;280;-16748;-236;-333;-34;65;58,56;35836,02;0,0
60;9380;1,43;-115,67;356;-16624;-168;-339;-2;52;58,57;35894,59;0,01
60;9400;1,43;-115,45;344;-16660;-160;-324;-10;64;58,56;35953,15;-0,0
60;9420;1,43;-115,34;444;-16604;-176;-348;2;37;58,57;36011,73;0,01
60;9440;1,44;-115,26;420;-16624;-164;-337;4;71;58,56;36128,85;0,0
60;9460;1,44;-114,86;348;-16656;-88;-323;6;52;58,55;36187,4;-0,01
60;9480;1,44;-115,03;316;-16592;-156;-349;-11;60;58,56;36245,96;0,0
60;9500;1,44;-115,45;452;-16564;-264;-322;-27;59;58,57;36304,52;0,01
60;9520;1,45;-115,3;356;-16652;-204;-324;-26;59;58,55;36421,63;0,0
60;9540;1,44;-115,23;388;-16680;-112;-335;-31;64;58,55;36480,18;0,0
60;9560;1,43;-115,39;264;-16628;-168;-314;-19;70;58,56;36538,74;0,0
60;9580;1,43;-114,88;284;-16680;-40;-347;-42;56;58,56;36597,3;0,0
60;9600;1,42;-115,21;288;-16504;-132;-322;21;47;58,58;36714,45;0,0
60;9620;1,43;-115,75;424;-16688;-392;-326;-1;77;58,58;36773,03;0,0
60;9640;1,44;-116,16;336;-16588;-180;-340;-14;77;58,56;36831,59;-0,02
60;9660;1,45;-115,9;452;-16684;-180;-344;-11;54;58,56;36890,15;-0,0
60;9680;1,45;-116,43;376;-16588;-312;-333;-8;58;58,56;37007,26;0,01
60;9700;1,45;-116,25;416;-16444;-264;-334;-10;71;58,55;37065,81;-0,0
60;9720;1,45;-116,02;364;-16676;-132;-325;2;48;58,54;37124,35;-0,01
60;9740;1,45;-116,49;336;-16684;-244;-324;-15;66;58,55;37182,9;0,0
60;9760;1,44;-116,18;384;-16656;-208;-332;10;60;58,56;37300,02;-0,0
60;9780;1,45;-116,2;340;-16684;-200;-336;1;70;58,55;37358,57;-0,01
60;9800;1,44;-116,21;304;-16648;-104;-333;-29;63;58,56;37417,13;0,0
60;9820;1,44;-116,46;316;-16568;-200;-340;-12;64;58,56;37475,69;0,01
60;9840;1,43;-116,03;360;-16640;-152;-325;-8;70;58,57;37592,82;0,0
60;9860;1,43;-116,18;376;-16604;-316;-335;2;68;58,57;37651,4;0,01
60;9880;1,43;-116,39;316;-16568;-116;-337;-25;61;58,57;37709,96;-0,01
60;9900;1,42;-116,2;348;-16596;-104;-320;-27;62;58,57;37768,53;0,0
60;9920;1,42;-115,81;384;-16624;-88;-329;-22;57;58,58;37885,7;0,0
60;9940;1,42;-115,94;464;-16548;-208;-339;-12;37;58,59;37944,28;0,01
60;9960;1,42;-116,37;304;-16636;-288;-323;-7;54;58,58;38002,86;-0,01
60;9980;1,44;-116,41;476;-16720;-220;-323;-16;59;58,57;38061,43;-0,01
60;10000;1,44;-115,88;404;-16572;20;-328;-2;53;58,56;38178,55;-0,0
60;10020;1,44;-116,08;392;-16684;-240;-325;28;48;58,56;38237,11;0,0
60;10040;1,44;-116,16;328;-16608;-156;-347;-5;33;58,56;38295,67;-0,0
60;10060;1,43;-115,55;428;-16596;-40;-317;-17;68;58,57;38354,23;0,01
60;10080;1,43;-115,43;396;-16600;-308;-334;-30;70;58,58;38471,38;0,01
60;10100;1,44;-115,45;500;-16628;-248;-332;-3;46;58,57;38529,95;-0,0
60;10120;1,44;-115,42;328;-16612;-200;-345;-5;67;58,56;38588,51;-0,01
60;10140;1,44;-115,72;352;-16620;-256;-322;-21;66;58,56;38647,06;-0,0
60;10160;1,45;-115,87;432;-16572;-244;-324;-28;51;58,56;38764,18;0,0
60;10180;1,45;-115,68;488;-16608;-140;-324;-26;68;58,56;38822,74;-0,0
60;10200;1,46;-115,5;400;-16680;-312;-325;-44;48;58,55;38881,29;-0,01
60;10220;1,46;-115,7;344;-16636;-252;-325;-7;65;58,54;38939,83;-0,01
60;10240;1,45;-115,76;328;-16624;-156;-336;-28;53;58,54;39056,91;-0,0
60;10260;1,46;-115,41;436;-16672;-116;-332;-49;50;58,54;39115,45;0,0
60;10280;1,46;-115,34;364;-16652;-208;-319;-24;46;58,54;39173,99;-0,01
60;10300;1,46;-115,76;348;-16600;-232;-349;-21;69;58,54;39232,53;0,01
60;10320;1,47;-116,3;364;-16632;-300;-341;-1;56;58,53;39349,6;-0,0
60;10340;1,46;-116,77;284;-16688;-212;-336;-24;56;58,53;39408,14;-0,0
60;10360;1,45;-116,59;332;-16744;-108;-328;19;64;58,54;39466,68;0,01
60;10380;1,46;-116,49;400;-16592;-140;-324;-7;38;58,54;39525,22;0,0
60;10400;1,44;-116,44;248;-16596;-308;-317;-21;62;58,55;39642,32;0,01
60;10420;1,45;-116,03;432;-16596;-96;-325;-13;53;58,56;39700,88;0,0
60;10440;1,44;-115,83;344;-16632;-80;-330;-2;44;58,55;39759,43;-0,0
60;10460;1,45;-115,86;500;-16600;-220;-338;-10;64;58,56;39817,99;0,01
60;10480;1,47;-116,22;420;-16584;-336;-330;-16;41;58,54;39935,08;-0,01
60;10500;1,47;-116,25;332;-16624;-64;-335;-6;39;58,53;39993,61;-0,01
60;10520;1,47;-116,02;396;-16540;-176;-357;4;52;58,53;40052,14;0,0
60;10540;1,47;-115,54;452;-16580;-140;-323;-4;57;58,53;40110,67;-0,0
60;10560;1,48;-115,93;396;-16608;-248;-341;-41;53;58,52;40227,72;-0,0
60;10580;1,47;-115,51;324;-16608;-132;-329;-7;87;58,52;40286,25;0,0
60;10600;1,47;-115,59;352;-16596;-140;-330;-7;51;58,53;40344,77;0,0
60;10620;1,47;-115,62;336;-16600;-164;-339;0;76;58,53;40403,3;-0,0
60;10640;1,48;-115,59;348;-16584;-220;-336;-22;56;58,52;40520,34;0,0
60;10660;1,47;-115,92;288;-16588;-144;-338;-29;54;58,52;40578,86;-0,0
60;10680;1,46;-115,23;376;-16616;-64;-335;-19;64;58,54;40637,4;0,01
60;10700;1,45;-114,9;364;-16616;-176;-337;4;63;58,55;40695,95;0,02
60;10720;1,44;-114,74;256;-16672;-120;-341;-19;53;58,55;40813,06;-0,0
60;10740;1,43;-114,92;308;-16688;-112;-326;-26;59;58,57;40871,62;0,01
60;10760;1,43;-115,29;328;-16488;-196;-332;-20;46;58,57;40930,19;0,0
60;10780;1,44;-115,18;388;-16688;-168;-348;-7;64;58,56;40988,75;-0,0
60;10800;1,42;-114,49;348;-16624;-200;-316;-11;68;58,58;41105,9;0,01
60;10820;1,42;-114,88;348;-16588;-276;-355;-38;41;58,58;41164,47;0,0
60;10840;1,41;-114,11;368;-16632;-96;-324;-25;62;58,58;41223,06;0,0
60;10860;1,42;-113,46;364;-16688;0;-330;-29;60;58,58;41281,63;-0,0
60;10880;1,42;-112,7;340;-16556;-72;-343;-19;63;58,58;41398,79;-0,0
60;10900;1,41;-112,35;384;-16620;-100;-329;-2;69;58,59;41457,37;0,01
60;10920;1,41;-112,81;364;-16676;-184;-336;-1;42;58,59;41515,96;-0,0
60;10940;1,41;-112,56;328;-16684;-72;-340;-20;53;58,59;41574,55;0,0
60;10960;1,42;-111,51;388;-16640;-44;-332;0;60;58,57;41691,7;-0,01
60;10980;1,42;-111,58;372;-16620;-108;-329;-19;53;58,58;41750,28;0,01
60;11000;1,43;-111,59;428;-16708;-204;-307;-26;80;58,58;41808,86;-0,01
60;11020;1,42;-111,65;344;-16768;-160;-325;7;66;58,58;41867,44;0,0
60;11040;1,41;-112,35;316;-16716;-148;-335;-20;59;58,59;41984,61;-0,0
60;11060;1,4;-112,09;304;-16624;-132;-319;-10;41;58,59;42043,2;0,0
60;11080;1,41;-112,29;336;-16680;-228;-333;-43;40;58,59;42101,79;-0,0
60;11100;1,41;-111,86;368;-16540;-48;-338;-7;45;58,59;42160,37;-0,0
60;11120;1,41;-111,41;384;-16652;-208;-327;-17;66;58,59;42277,57;-0,0
60;11140;1,4;-111,6;320;-16664;-212;-350;-51;66;58,6;42336,16;0,0
60;11160;1,4;-111,76;324;-16656;-288;-325;-19;60;58,6;42394,76;0,01
60;11180;1,41;-112,23;528;-16564;-220;-338;-12;55;58,6;42453,36;-0,0
60;11200;1,4;-112,39;312;-16592;-136;-329;-29;41;58,59;42570,54;0,0
60;11220;1,4;-112,32;364;-16600;-108;-346;-18;57;58,6;42629,14;0,01
60;11240;1,39;-112,67;284;-16664;-84;-349;0;59;58,6;42687,74;-0,0
60;11260;1,39;-112,78;304;-16660;-196;-319;-45;36;58,61;42746,35;0,01
60;11280;1,39;-113,23;392;-16608;-204;-339;-16;59;58,61;42863,57;0,0
60;11300;1,38;-113,29;276;-16556;-92;-338;-11;55;58,61;42922,18;-0,0
60;11320;1,38;-113,47;340;-16624;-168;-344;-4;46;58,61;42980,8;0,0
60;11340;1,4;-114,24;388;-16492;-316;-325;-12;56;58,6;43039,4;-0,01
60;11360;1,41;-114,47;360;-16616;-228;-328;-39;44;58,6;43156,59;0,0
60;11380;1,4;-114,44;300;-16760;-140;-324;-11;70;58,6;43215,18;0,0
60;11400;1,39;-114,05;392;-16596;-168;-362;-7;58;58,61;43273,8;0,02
60;11420;1,38;-114,09;264;-16588;-164;-324;-21;58;58,61;43332,4;-0,01
60;11440;1,39;-114,23;300;-16652;-200;-317;-26;60;58,6;43449,62;-0,01
60;11460;1,4;-114,15;432;-16596;-112;-324;-2;34;58,6;43508,22;-0,0
60;11480;1,4;-114,06;364;-16660;-132;-322;12;71;58,6;43566,81;-0,01
60;11500;1,41;-114,52;356;-16632;-288;-341;-34;68;58,59;43625,4;-0,01
60;11520;1,43;-115,26;396;-16620;-124;-335;-26;56;58,57;43742,55;-0,01
60;11540;1,43;-115,07;344;-16632;-96;-337;-11;48;58,57;43801,12;-0,0
60;11560;1,42;-114,82;464;-16644;-100;-346;-11;52;58,58;43859,7;0,01
60;11580;1,43;-114,33;392;-16560;-40;-329;-3;46;58,57;43918,27;-0,01
60;11600;1,42;-114,63;288;-16708;-108;-328;20;49;58,57;44035,42;0,0
60;11620;1,51;-112,09;1752;-16316;-596;-390;13;45;58,6;44094,02;0,03
60;11640;1,5;-147,85;264;-17012;-420;-310;-222;38;58,5;44152,52;-0,1
60;11660;1,61;-144,63;180;-16904;16;-275;-545;79;58,36;44210,88;-0,14
60;11680;1,59;-125,31;288;-16404;-204;-311;64;-59;58,4;44327,69;-0,01
60;11700;1,63;-122,23;-16;-17004;320;-315;66;32;58,36;44386,05;-0,04
60;11720;1,58;147,34;-100;-16832;-156;-262;-105;134;58,4;44444,45;0,05
60;11740;1,63;-99,93;424;-16780;-624;-303;-95;70;58,4;44502,84;-0,01
60;11760;1,7;-100,31;684;-16856;-192;-268;115;24;58,31;44619,5;-0,04
60;11780;1,73;-102,29;912;-16700;-460;-293;54;77;58,31;44677,81;-0,0
60;11800;1,8;-99,91;476;-16240;316;-288;49;105;58,21;44736,02;-0,1
60;11820;1,87;-100,77;1436;-17108;-128;-283;12;48;58,2;44794,22;-0,01
60;11840;1,9;-102,14;280;-17148;-276;-265;-131;75;58,09;44910,41;-0,01
60;11860;1,87;-100,3;148;-16672;-8;-320;-197;9;58,1;44968,51;0,01
60;11880;1,87;-101,41;28;-17040;-300;-313;70;47;58,12;45026,63;0,02
60;11900;1,87;112,38;-340;-16772;-140;-318;43;37;58,12;45084,75;0,0
60;11920;1,87;-98,53;100;-16968;-160;-307;-13;27;58,1;45200,93;0,01
60;11940;1,85;-97,0;-20;-16664;136;-309;-80;65;58,12;45259,05;0,02
60;11960;1,81;-95,4;64;-16696;56;-307;-40;-3;58,16;45317,21;0,04
60;11980;1,81;-92,03;-584;-16500;296;-317;-293;47;58,21;45375,41;0,05
60;12000;1,89;106,53;-620;-16488;-184;-288;-349;25;58,11;45491,63;0,01
60;12020;1,83;-152,53;52;-16348;-100;-295;-283;140;58,14;45549,77;0,03
60;12040;1,81;-149,94;560;-16596;-364;-297;74;-30;58,2;45607,97;0,06
60;12060;1,86;-143,22;1232;-16692;-136;-271;411;39;58,19;45666,16;-0,01
60;12080;1,91;-112,45;652;-17248;-228;-237;673;45;58,09;45782,37;-0,02
60;12100;1,95;92,14;-428;-17548;-16;-255;303;45;58,04;45840,41;-0,06
60;12120;2,04;100,56;-708;-17468;-132;-272;-783;15;57,97;45898,38;-0,06
60;12140;2,15;-105,9;616;-16564;-460;-288;-563;108;57,87;45956,24;-0,11
60;12160;2,39;-105,77;2884;-17080;-460;-316;570;-21;57,78;46071,85;-0,04
60;12180;2,67;-104,99;2184;-16948;-72;-223;1467;10;57,44;46129,29;-0,34
60;12200;3,03;-100,0;-3288;-16664;260;-226;-372;105;57,16;46186,45;-0,28
60;12220;3,17;-100,18;352;-16224;-212;-227;-1671;86;56,8;46243,25;-0,36
60;12240;3,77;-99,29;3728;-16756;-144;-207;754;71;56,43;46356,36;-0,25
60;12260;3,96;-97,4;660;-16864;624;-127;2058;36;56,03;46412,39;-0,4
60;12280;4,39;-92,71;-4108;-16616;564;-152;-1400;97;55,85;46468,24;-0,18
60;12300;4,7;-92,01;4024;-16768;-56;-57;-401;23;55,52;46523,75;-0,33
60;12320;4,94;-86,38;392;-16704;1128;38;1370;76;55,04;46634,01;-0,18
60;12340;5,09;-79,81;-2844;-16244;1212;59;-831;74;55,05;46689,06;0,01
60;12360;5,26;-76,34;2208;-16920;-396;132;213;3;54,81;46743,87;-0,23
60;12380;5,42;-69,13;-1524;-16560;808;221;-140;51;54,62;46798,49;-0,19
60;12400;5,64;-67,16;2948;-16628;-360;294;-648;127;54,47;46907,49;-0,06
60;12420;5,78;-67,25;1800;-17268;476;477;828;14;54,25;46961,73;-0,22
60;12440;6,0;-64,47;-1860;-16060;1556;488;-712;50;54,1;47015,84;-0,14
60;12460;6,12;-61,19;2420;-17104;0;724;350;107;54,0;47069,84;-0,11
60;12480;6,41;-51,7;-2404;-16772;728;740;-420;75;53,65;47177,31;-0,17
