Gas;PositionX;PositionY
10;3,59;-150,76
10;3,57;-150,78
10;3,56;-150,67
10;3,57;-150,49
10;3,54;-150,33
10;3,55;-150,43
10;3,56;-150,8
10;3,54;-150,63
10;3,53;-150,58
10;3,52;-150,46
10;3,51;-150,43
10;3,5;-150,52
10;3,52;-150,71
10;3,5;-150,46
10;3,49;-150,38
10;3,47;-150,61
10;3,48;-150,5
10;3,47;-150,14
10;3,49;-149,98
10;3,5;-149,65
10;3,51;-149,67
10;3,52;-149,92
10;3,49;-149,72
10;3,48;-149,63
10;3,48;-149,74
10;3,48;-149,55
10;3,45;-149,6
10;3,49;-149,38
10;3,51;-149,6
10;3,49;-149,3
10;3,46;-149,55
10;3,47;-149,71
10;3,46;-149,94
10;3,46;-150,14
10;3,45;-149,89
10;3,47;-149,78
10;3,48;-149,77
10;3,51;-149,67
10;3,53;-149,65
10;3,53;-149,82
10;3,53;-149,84
10;3,56;-149,89
10;3,56;-150,11
10;3,55;-150,14
10;3,56;-149,93
10;3,54;-150,2
10;3,56;-150,32
10;3,56;-150,44
10;3,57;-150,54
10;3,57;-150,66
10;3,57;-150,74
10;3,55;-150,94
10;3,54;-150,92
10;3,55;-151,09
10;3,56;-150,99
10;3,56;-150,74
10;3,56;-150,61
10;3,55;-150,96
10;3,54;-151,36
10;3,53;-151,13
10;3,54;-151,36
10;3,57;-151,58
10;3,58;-151,5
10;3,58;-151,43
10;3,59;-151,45
10;3,6;-151,28
10;3,58;-151,47
10;3,57;-151,27
10;3,55;-151,23
10;3,56;-151,32
10;3,54;-151,41
10;3,54;-151,3
10;3,54;-151,19
10;3,52;-150,96
10;3,53;-150,98
10;3,51;-150,77
10;3,51;-150,72
10;3,51;-150,64
10;3,5;-150,56
10;3,49;-150,71
10;3,51;-150,84
10;3,52;-151,01
10;3,51;-151,21
10;3,5;-151,03
10;3,48;-150,78
10;3,47;-150,63
10;3,47;-150,65
10;3,47;-150,35
10;3,47;-150,44
10;3,48;-150,61
10;3,49;-150,5
10;3,5;-150,41
10;3,5;-150,39
10;3,5;-150,49
10;3,49;-150,49
10;3,49;-150,42
10;3,49;-150,54
10;3,53;-150,59
10;3,54;-150,81
10;3,55;-150,99
10;3,54;-150,71
10;3,53;-150,86
10;3,54;-150,86
10;3,53;-150,84
10;3,55;-150,9
10;3,54;-150,77
10;3,54;-150,75
10;3,53;-150,99
10;3,54;-150,92
10;3,52;-150,7
10;3,53;-150,75
10;3,52;-150,44
10;3,53;-150,66
10;3,54;-150,44
10;3,53;-150,35
10;3,54;-150,65
10;3,54;-150,73
10;3,53;-150,81
10;3,54;-150,89
10;3,56;-151,15
10;3,57;-151,1
10;3,56;-151,13
10;3,55;-151,21
10;3,55;-150,98
10;3,55;-151,04
10;3,53;-150,85
10;3,55;-150,96
10;3,54;-150,68
10;3,54;-150,9
10;3,53;-150,78
10;3,53;-150,64
10;3,54;-150,5
10;3,54;-150,25
10;3,54;-150,43
10;3,53;-150,41
10;3,54;-150,55
10;3,52;-150,41
10;3,52;-150,48
10;3,52;-150,43
10;3,5;-150,04
10;3,49;-150,22
10;3,49;-150,27
10;3,48;-150,14
10;3,47;-150,1
10;3,48;-150,22
10;3,48;-150,34
10;3,47;-150,26
10;3,45;-150,15
10;3,44;-150,1
10;3,45;-149,99
10;3,44;-149,87
10;3,43;-149,63
10;3,44;-149,38
10;3,43;-149,35
10;3,43;-149,49
10;3,43;-149,76
10;3,43;-149,94
10;3,45;-150,08
10;3,46;-150,09
10;3,46;-150,08
10;3,48;-150,16
10;3,5;-150,14
10;3,52;-150,11
10;3,51;-150,07
10;3,51;-150,12
10;3,51;-150,31
10;3,52;-150,4
10;3,52;-150,35
10;3,53;-150,48
10;3,55;-150,65
10;3,52;-150,64
10;3,52;-150,63
10;3,53;-150,92
10;3,53;-150,9
10;3,53;-150,82
10;3,53;-150,74
10;3,51;-150,68
10;3,49;-150,55
10;3,5;-150,47
10;3,5;-150,44
10;3,5;-150,51
10;3,5;-150,34
10;3,52;-150,25
10;3,5;-150,17
10;3,51;-150,32
10;3,53;-150,27
10;3,53;-150,29
10;3,53;-150,32
10;3,53;-150,1
10;3,53;-150,39
10;3,53;-150,26
10;3,52;-150,04
10;3,53;-150,36
10;3,54;-150,21
10;3,53;-150,21
10;3,52;-150,18
10;3,5;-149,96
10;3,53;-150,33
10;3,52;-150,29
10;3,52;-150,05
10;3,52;-150,04
10;3,51;-150,01
10;3,5;-150,18
10;3,5;-150,41
10;3,52;-150,36
10;3,52;-150,32
10;3,51;-150,18
10;3,51;-150,35
10;3,51;-150,39
10;3,51;-150,28
10;3,51;-150,36
10;3,53;-150,27
10;3,53;-150,5
10;3,53;-150,56
10;3,55;-150,82
10;3,54;-150,81
10;3,53;-150,7
10;3,53;-150,75
10;3,54;-151,01
10;3,54;-151,0
10;3,54;-150,98
10;3,54;-150,81
10;3,53;-150,67
10;3,54;-150,48
10;3,54;-150,43
10;3,54;-150,19
10;3,55;-150,14
10;3,54;-150,34
12;3,63;-141,53
12;4,14;-136,67
12;4,22;-134,72
12;4,1;-133,93
12;3,95;-140,42
12;4,1;161,97
12;4,5;-136,44
12;4,59;-141,48
12;4,44;-111,91
12;4,54;135,0
12;4,75;-161,13
12;4,6;-159,71
12;4,57;-155,46
12;4,51;-154,07
12;4,54;-152,34
12;4,58;-151,69
12;4,49;-153,5
12;4,36;-154,95
12;4,38;-153,04
12;4,33;-152,81
12;4,29;-151,84
12;4,24;-152,16
12;4,21;-150,63
12;4,17;-149,91
12;4,05;-151,68
12;3,99;178,55
12;3,99;-139,59
12;3,93;180,0
12;3,85;-157,95
12;3,77;-157,98
12;3,75;-155,19
12;3,71;-154,66
12;3,66;161,34
12;3,61;161,41
12;3,72;-108,52
12;3,76;-109,95
12;3,75;-112,37
12;3,62;-115,27
12;3,78;-114,49
12;3,79;-115,85
12;3,8;-116,88
12;3,73;-118,88
12;3,72;-119,82
12;3,78;-121,02
12;3,72;-122,72
12;3,61;151,89
12;3,53;-145,58
12;3,53;178,73
12;3,63;176,24
12;3,77;172,59
12;3,73;-174,76
12;3,79;173,09
12;3,84;-142,07
12;3,85;-143,52
12;3,82;166,41
12;3,85;-129,24
12;3,88;-131,51
12;4,0;-131,66
12;4,03;-134,19
12;4,0;-136,4
12;4,04;-136,49
12;4,0;-136,54
12;4,06;-137,39
12;4,11;-137,91
12;3,97;174,5
12;3,98;174,41
12;3,93;-150,66
12;3,82;-149,89
12;3,79;-149,68
12;3,8;-151,23
12;3,68;-151,31
12;3,64;-151,87
12;3,63;177,44
12;3,73;175,42
12;3,69;-141,83
12;3,7;-144,51
12;3,75;146,35
12;3,76;-166,11
12;3,76;-167,04
12;3,78;168,39
12;3,8;-117,78
12;3,79;147,76
12;3,97;-123,51
12;3,92;-125,85
12;3,97;166,75
12;3,98;166,85
12;3,84;-162,2
12;3,84;-163,44
12;3,78;152,23
12;3,79;153,21
12;3,83;-157,95
12;3,94;-157,31
12;4,03;-156,65
12;4,02;-158,4
12;4,08;-158,11
12;4,12;-157,8
12;4,14;-157,39
12;4,27;-155,57
12;4,29;-155,14
12;4,42;-154,41
12;4,42;-153,47
12;4,37;-153,67
12;4,31;-153,95
12;4,26;-154,43
12;4,13;-155,57
12;4,18;138,37
12;4,2;-176,15
12;4,25;136,49
12;4,21;136,19
12;4,21;-129,64
12;4,31;-131,07
12;4,31;-132,28
12;4,36;-133,32
12;4,41;-133,94
12;4,39;-136,14
12;4,46;-136,33
12;4,46;-137,29
12;4,5;-139,53
12;4,48;-141,3
12;4,5;-142,74
12;4,55;-142,84
12;4,64;-141,82
12;4,66;-141,38
12;4,71;-140,26
12;4,73;-140,1
12;4,71;-140,67
12;4,63;-141,96
12;4,67;-142,5
12;4,65;-142,77
12;4,53;178,56
12;4,49;177,11
12;4,43;-161,4
12;4,37;-162,65
12;4,42;135,21
12;4,4;136,29
12;4,41;136,25
12;4,37;136,87
12;4,34;138,47
12;4,33;-153,71
12;4,31;170,14
12;4,33;-133,43
12;4,3;-134,31
12;4,32;149,21
12;4,37;-117,2
12;4,43;154,36
12;4,39;154,97
12;4,29;-154,44
12;4,36;144,37
12;4,31;145,7
12;4,24;-169,16
12;4,37;117,61
12;4,33;-132,0
12;4,27;148,66
12;4,27;147,82
12;4,26;-166,54
12;4,27;132,75
12;4,35;132,6
12;4,34;132,71
12;4,37;132,76
12;4,38;-159,87
12;4,36;165,76
12;4,4;164,63
12;4,37;164,12
12;4,41;163,39
12;4,41;-171,72
12;4,47;-170,71
12;4,48;-171,15
12;4,56;-170,47
12;4,58;-169,09
12;4,62;-168,73
12;4,81;-167,32
12;4,92;-165,97
12;4,95;-165,48
12;5,03;-164,55
12;5,05;-163,41
12;5,1;-163,61
12;5,17;-162,71
12;5,24;-160,69
12;5,2;-161,22
12;5,24;-160,95
12;5,23;-159,26
12;5,16;-159,7
12;5,26;-158,36
12;5,29;-157,19
12;5,21;-157,26
12;5,17;-157,05
12;5,25;-155,27
12;5,19;-153,65
12;5,15;-152,56
12;5,1;-153,16
12;5,11;-150,86
12;5,08;-149,82
12;5,1;-148,98
12;5,15;-148,51
12;5,19;-146,41
12;5,24;-145,29
12;5,32;-144,21
12;5,44;-143,11
12;5,42;-141,41
12;5,35;-141,15
12;5,45;-140,6
12;5,46;-140,09
12;5,59;-138,85
12;5,6;-138,58
12;5,51;-139,18
12;5,37;-140,31
12;5,32;-138,83
12;5,21;161,47
12;5,14;159,86
12;5,22;158,84
12;5,32;156,98
12;5,37;156,07
12;5,28;155,44
12;5,31;-150,54
12;5,31;-150,08
12;5,55;-148,24
12;5,74;-146,67
12;5,94;-144,33
12;6,12;-142,67
12;6,14;-140,92
12;6,01;-139,9
12;5,89;147,49
12;5,75;148,53
12;5,77;147,72
12;5,85;146,4
12;5,77;147,88
12;5,7;147,75
12;5,63;148,93
12;5,68;-132,59
12;5,76;-131,11
12;5,98;-129,7
12;6,07;-128,88
12;6,21;-128,22
12;6,16;-127,32
12;6,28;-126,35
12;6,23;-125,26
12;6,08;154,9
12;5,99;153,51
12;5,89;153,12
12;5,85;152,96
12;5,91;151,92
12;5,85;152,79
12;5,93;151,71
12;5,85;152,86
12;5,8;-155,36
12;5,8;177,06
12;5,72;176,9
12;5,71;176,99
12;5,69;-129,33
12;5,75;-128,92
14;5,55;-123,99
14;5,82;-118,91
14;5,46;-129,07
14;5,43;-130,29
14;5,02;-129,12
14;4,74;-131,04
14;4,5;-131,84
14;4,53;-129,35
14;4,48;-132,01
14;4,26;169,88
14;4,23;168,95
14;4,33;165,2
14;4,3;164,23
14;4,35;-139,35
14;4,62;-137,47
14;4,74;-136,38
14;4,82;-135,12
14;4,77;138,18
14;4,58;138,0
14;4,42;140,92
14;4,46;-124,6
14;4,55;-125,88
14;4,48;-126,45
14;4,45;-126,21
14;4,39;154,73
14;4,27;-169,64
14;4,18;-169,86
14;4,11;-168,64
14;4,12;-167,03
14;4,0;163,07
14;4,12;160,54
14;4,17;157,63
14;4,12;-165,96
14;4,33;-162,42
14;4,6;-158,97
14;4,71;-156,64
14;4,56;-156,74
14;4,54;137,88
14;4,55;139,36
14;4,53;-161,74
14;4,6;-159,66
14;4,79;-155,87
14;4,69;-155,88
14;4,57;-156,03
14;4,49;123,49
14;4,4;126,61
14;4,4;-147,35
14;4,5;-144,83
14;4,46;-144,12
14;4,41;159,87
14;4,34;159,41
14;4,39;-133,74
14;4,51;-132,06
14;4,58;-131,24
14;4,71;-129,79
14;4,62;170,1
14;4,51;170,45
14;4,5;-174,17
14;4,58;-169,98
14;4,77;-165,98
14;4,95;-161,41
14;4,87;-157,95
14;4,91;129,08
14;4,81;132,23
14;4,8;134,64
14;4,84;-111,03
14;4,89;-112,1
14;4,75;164,49
14;4,74;163,97
14;4,76;162,66
14;4,69;164,25
14;4,77;-123,47
14;4,95;-122,07
14;4,93;-120,28
14;4,78;-122,4
14;4,71;144,17
14;4,66;147,1
14;4,76;-109,08
14;4,73;-109,24
14;4,65;-110,36
14;4,58;-111,45
14;4,54;139,33
14;4,47;141,53
14;4,36;-176,25
14;4,28;-174,76
14;4,24;-172,26
14;4,25;-171,27
14;4,25;137,54
14;4,2;139,04
14;4,19;-136,82
14;4,22;-135,41
14;4,35;-133,21
14;4,49;-130,36
14;4,42;169,72
14;4,31;171,01
14;4,29;-161,75
14;4,28;-158,93
14;4,31;-156,47
14;4,24;-153,44
14;4,16;152,31
14;4,13;153,73
14;4,06;-173,1
14;3,96;163,16
14;3,98;-146,16
14;4,01;-144,72
14;3,94;177,17
14;4,05;174,89
14;3,97;175,56
14;3,92;175,66
14;4,01;-122,26
14;4,13;-121,12
14;4,21;-119,58
14;4,18;-119,45
14;4,13;153,9
14;4,16;155,0
14;4,18;-124,77
14;4,18;-124,73
14;4,35;-122,47
14;4,3;-122,62
14;4,29;129,53
14;4,26;130,92
14;4,23;134,17
14;4,25;-155,32
14;4,24;-152,54
14;4,19;-150,22
14;4,14;166,82
14;4,05;-163,37
14;4,12;-160,99
14;4,18;-159,63
14;4,27;-156,96
14;4,44;-153,57
14;4,42;-151,87
14;4,38;-151,36
14;4,31;-151,12
14;4,29;165,45
14;4,33;-121,3
14;4,46;-119,53
14;4,45;-118,46
14;4,37;167,28
14;4,29;168,12
14;4,36;166,94
14;4,29;167,64
14;4,26;-151,95
14;4,19;-151,32
14;4,14;-149,97
14;4,14;137,02
14;4,11;139,15
14;4,07;-140,38
14;4,08;-138,74
14;4,23;-136,94
14;4,23;-135,64
14;4,18;-135,48
14;4,15;166,44
14;4,14;-168,2
14;4,16;-164,8
14;4,17;-163,32
14;4,08;168,35
14;4,03;168,12
14;4,0;-149,3
14;4,0;-148,52
14;3,92;-148,67
14;3,87;-148,51
14;3,83;135,17
14;3,86;136,44
14;3,83;138,13
14;3,78;-168,3
14;3,8;-165,73
14;3,87;-163,06
14;3,92;-160,51
14;3,92;-157,67
14;3,91;167,32
14;3,91;-157,68
14;3,96;-156,69
14;4,12;-153,32
14;4,22;-150,34
14;4,13;-148,28
14;4,05;140,41
14;4,08;140,86
14;4,1;-161,34
14;4,1;-158,56
14;4,16;-155,52
14;4,16;-153,79
14;4,14;159,98
14;4,17;160,74
14;4,13;161,4
14;4,15;-167,07
14;4,25;-163,45
14;4,26;-160,91
14;4,42;-157,73
14;4,45;-154,35
14;4,41;177,75
14;4,42;-140,69
14;4,36;-139,56
14;4,38;-137,46
14;4,49;-135,38
14;4,51;-132,77
14;4,52;138,49
14;4,53;139,52
14;4,51;141,78
14;4,5;-142,66
14;4,56;-140,84
14;4,62;-139,6
14;4,5;144,9
14;4,51;145,88
14;4,45;148,59
14;4,4;-176,19
14;4,39;-173,46
14;4,5;-169,57
14;4,54;-166,27
14;4,6;-162,52
14;4,53;178,92
14;4,43;-178,56
14;4,45;-176,09
14;4,43;-173,71
14;4,44;-170,64
14;4,58;-166,59
14;4,55;-163,46
14;4,52;-161,4
14;4,37;130,28
14;4,5;131,38
14;4,45;-138,01
14;4,5;-136,1
14;4,58;-133,59
14;4,55;157,53
14;4,47;159,72
14;4,4;162,16
14;4,42;-173,75
14;4,44;-170,49
14;4,57;-166,89
14;4,61;-163,41
14;4,61;-160,01
14;4,62;-157,21
14;4,59;-156,37
14;4,62;150,14
14;4,59;-120,82
14;4,65;-119,06
14;4,63;-117,69
14;4,59;-117,24
14;4,58;142,41
14;4,55;145,23
14;4,45;-145,47
14;4,46;-144,56
14;4,44;-143,67
14;4,37;175,24
14;4,4;174,99
14;4,33;-156,95
14;4,42;-154,3
14;4,46;-151,29
14;4,53;-148,0
16;2,43;-90,55
16;3,73;-98,63
16;3,6;178,67
16;3,78;168,04
16;3,65;-134,56
16;3,88;-132,51
16;3,9;142,06
16;4,11;-147,05
16;4,56;-141,19
16;4,53;-139,75
16;4,66;123,2
16;5,1;-109,59
16;5,14;-111,35
16;5,01;155,38
16;5,0;153,6
16;5,25;-113,3
16;5,16;148,99
16;5,31;145,76
16;5,41;-125,57
16;5,59;-124,86
16;5,7;115,3
16;5,66;120,92
16;6,2;-103,39
16;6,47;106,34
16;6,38;-133,35
16;6,77;-130,76
16;6,72;125,06
16;6,66;128,42
16;6,98;-109,52
16;6,79;168,02
16;6,54;167,73
16;6,8;-103,93
16;6,61;-108,89
16;6,42;-113,75
16;6,29;-115,49
16;6,23;-116,8
16;6,13;138,01
16;6,16;-121,04
16;6,4;-120,56
16;6,17;169,66
16;6,08;-168,5
16;6,27;-164,02
16;6,07;-161,81
16;5,88;120,75
16;5,99;-124,25
16;5,9;159,38
16;6,01;157,36
16;6,21;-114,61
16;6,01;-116,89
16;5,91;147,59
16;6,0;-126,55
16;6,22;-124,99
16;6,18;115,22
16;6,26;-113,39
16;6,33;-113,69
16;6,5;116,69
16;6,44;-152,02
16;6,33;-149,72
16;6,23;143,21
16;6,25;-122,2
16;6,36;-121,73
16;6,24;144,23
16;6,01;145,38
16;5,97;-125,23
16;5,94;121,56
16;5,85;123,97
16;5,91;-124,67
16;5,89;-123,68
16;5,77;159,39
16;5,99;-106,46
16;6,04;-105,92
16;5,89;134,44
16;5,84;134,49
16;5,84;-131,27
16;5,89;109,26
16;5,95;111,04
16;6,15;-108,14
16;5,99;-111,21
16;5,94;159,25
16;5,97;-117,01
16;6,0;-116,61
16;6,02;117,58
16;6,22;-120,27
16;6,3;-119,47
16;6,33;106,91
16;6,3;-129,86
16;6,29;-128,19
16;6,12;144,13
16;6,04;145,53
16;6,29;-101,16
16;6,11;146,4
16;6,08;144,99
16;6,1;-138,17
16;5,93;-140,58
16;5,94;114,72
16;5,87;-178,28
16;6,01;-173,38
16;5,96;118,08
16;5,96;-128,16
16;6,2;-126,27
16;6,04;147,78
16;6,01;147,66
16;6,12;-113,3
16;5,95;176,68
16;5,9;173,53
16;6,04;-102,11
16;5,9;-105,49
16;5,81;156,12
16;5,73;-130,24
16;5,64;-129,41
16;5,63;109,42
16;5,61;111,56
16;5,69;-112,66
16;5,77;115,0
16;5,69;-162,47
16;5,76;-158,63
16;5,65;-159,0
16;5,55;-156,5
16;5,7;-153,32
16;5,66;-151,63
16;5,55;128,74
16;5,38;-159,86
16;5,27;-158,61
16;5,17;155,88
16;5,1;-165,75
16;5,14;-161,97
16;5,03;158,69
16;4,92;159,66
16;5,01;-111,2
16;4,93;175,35
16;4,97;172,8
16;4,94;-124,82
16;4,88;-125,37
16;4,89;128,68
16;4,92;-130,25
16;5,08;-128,23
16;4,97;-128,34
16;4,87;151,19
16;4,96;-106,46
16;4,92;-107,23
16;4,94;115,6
16;5,03;-117,35
16;5,03;140,27
16;5,09;138,9
16;5,11;-113,29
16;5,14;-113,49
16;5,08;149,81
16;5,07;-122,76
16;5,14;-122,18
16;5,03;144,53
16;4,97;-145,04
16;5,01;-142,56
16;4,95;138,24
16;4,9;139,32
16;5,08;-110,97
16;5,13;-110,86
16;5,12;137,98
16;5,45;-104,68
16;5,27;-107,45
16;5,23;125,54
16;5,3;-130,42
16;5,22;-131,74
16;5,33;114,16
16;5,57;-106,37
16;5,69;-106,43
16;5,73;126,7
16;6,02;-102,39
16;5,98;-102,79
16;6,11;104,21
16;6,06;-177,72
16;6,13;-173,73
16;6,34;101,17
16;6,31;103,65
16;6,62;-104,37
16;6,66;114,62
16;6,69;-126,44
16;7,04;-124,59
16;7,0;110,84
16;6,96;113,24
16;7,1;-109,36
16;6,96;125,45
16;6,92;125,97
16;7,16;-104,97
16;7,23;101,22
16;7,19;102,42
16;7,47;-101,55
16;7,49;106,69
16;7,36;109,44
16;7,47;-104,88
16;7,3;108,85
16;7,22;110,48
16;7,44;-103,65
16;7,49;-103,72
16;7,48;113,18
16;7,65;-109,14
16;7,4;-110,73
16;7,46;110,45
16;7,4;-130,76
16;7,36;-129,51
16;7,34;118,54
16;7,23;-171,95
16;7,35;-168,05
16;7,38;110,62
16;7,48;-114,28
16;7,76;-112,93
16;7,91;106,5
16;7,95;-118,49
16;7,78;-118,69
16;8,03;104,39
16;8,14;-119,51
16;8,16;-118,56
16;8,22;115,26
16;8,19;-115,47
16;8,34;-114,26
16;8,26;111,43
16;8,17;-127,28
16;8,17;-126,0
16;8,05;123,97
16;7,97;-137,91
16;8,06;-136,13
16;7,99;128,81
16;7,86;-137,37
16;7,94;-135,23
16;7,93;120,87
16;7,83;-129,05
16;7,83;-127,61
16;7,8;116,88
16;7,73;-137,8
16;7,87;-135,55
16;7,68;144,2
16;7,52;-167,29
16;7,67;-163,52
16;7,74;109,7
16;7,7;110,1
16;7,82;-103,43
16;7,86;101,98
16;7,71;-174,97
16;8,0;-170,84
16;7,83;127,86
16;7,66;130,19
16;7,99;-98,17
16;7,75;156,35
16;7,84;154,92
16;8,0;-110,75
16;7,85;145,84
16;7,98;144,87
16;8,05;-120,02
16;7,94;-119,31
16;7,92;123,26
16;7,94;-112,11
18;5,93;146,12
18;5,79;-115,74
18;4,94;145,09
18;5,3;-117,91
18;4,78;175,44
18;4,83;154,99
18;4,79;-130,6
18;4,68;148,77
18;4,96;-117,8
18;4,9;137,7
18;5,11;-104,63
18;5,26;123,34
18;5,08;-126,92
18;4,96;168,9
18;4,86;-134,13
18;4,72;-147,02
18;4,7;-141,66
18;4,67;-140,15
18;4,62;120,96
18;4,45;130,29
18;4,76;-113,62
18;4,99;-112,24
18;4,8;172,67
18;4,62;-148,8
18;4,57;162,13
18;4,61;-106,03
18;4,73;132,22
18;4,8;-108,48
18;4,68;171,8
18;5,03;-101,46
18;5,19;123,89
18;5,13;-112,69
18;5,03;156,45
18;5,42;-99,91
18;5,34;147,98
18;5,54;-105,28
18;5,66;122,31
18;5,65;-124,11
18;5,72;133,3
18;5,95;-104,5
18;5,83;-113,58
18;5,81;-114,25
18;5,72;175,72
18;5,61;-178,33
18;5,46;-177,63
18;5,4;-176,61
18;5,43;-171,79
18;5,43;-167,93
18;5,21;-166,42
18;5,1;134,37
18;4,97;138,19
18;4,92;-138,12
18;4,93;-136,54
18;4,87;131,79
18;4,84;-96,17
18;4,79;149,38
18;4,71;-132,11
18;4,67;162,95
18;4,88;-99,05
18;4,8;-104,32
18;4,67;-104,22
18;4,7;129,68
18;4,75;-114,02
18;4,73;157,85
18;5,1;-105,84
18;4,93;167,55
18;4,97;-113,23
18;5,1;110,8
18;5,05;-138,46
18;4,94;-140,8
18;5,06;-138,36
18;4,95;-140,66
18;4,97;-138,69
18;4,93;131,63
18;4,88;-137,92
18;4,84;145,51
18;4,9;-106,84
18;4,76;-111,1
18;4,84;-110,83
18;4,8;140,83
18;4,7;142,18
18;4,68;-172,7
18;4,81;-167,92
18;4,7;-167,88
18;4,63;-163,5
18;4,61;131,72
18;4,65;-118,31
18;4,72;126,49
18;4,9;-103,83
18;4,87;128,04
18;4,94;-116,95
18;4,95;119,52
18;4,94;-121,52
18;4,91;145,2
18;5,1;-113,46
18;5,02;175,77
18;5,04;-105,65
18;5,01;123,74
18;4,94;-143,41
18;4,91;163,23
18;4,99;-110,5
18;4,92;174,31
18;4,95;-117,07
18;4,94;132,24
18;4,87;-138,52
18;4,78;166,7
18;4,84;-110,32
18;4,79;-114,65
18;4,79;-114,21
18;4,71;163,95
18;4,64;162,82
18;4,58;162,34
18;4,73;-115,16
18;4,69;-119,03
18;4,58;-122,52
18;4,57;121,46
18;4,51;-171,57
18;4,39;-172,07
18;4,33;-169,27
18;4,29;-167,35
18;4,36;-164,36
18;4,31;-161,28
18;4,32;140,44
18;4,24;-174,01
18;4,18;-171,83
18;4,41;-166,95
18;4,34;158,02
18;4,29;-122,07
18;4,31;146,27
18;4,47;-114,72
18;4,54;133,34
18;4,75;-103,96
18;4,7;150,6
18;4,87;-102,35
18;5,14;110,46
18;5,17;-114,13
18;5,15;151,43
18;5,42;-103,86
18;5,45;120,16
18;5,61;-101,6
18;5,75;112,61
18;5,96;-106,85
18;5,98;124,77
18;6,32;-103,52
18;6,33;119,93
18;6,54;-106,28
18;6,7;107,43
18;6,6;-125,49
18;6,66;126,45
18;6,73;-119,62
18;6,69;121,12
18;6,68;-110,69
18;6,71;115,25
18;6,61;-166,84
18;6,51;136,33
18;6,65;-114,51
18;6,6;123,23
18;6,64;-130,24
18;6,67;104,85
18;6,62;-124,95
18;6,6;115,13
18;6,56;-136,01
18;6,39;-137,59
18;6,45;-135,47
18;6,53;105,31
18;6,43;109,93
18;6,31;-120,8
18;6,26;-121,81
18;6,16;-122,25
18;6,04;-125,34
18;5,95;-124,28
18;5,87;152,26
18;5,73;153,69
18;5,74;152,74
18;5,82;-99,46
18;5,78;129,76
18;5,59;132,85
18;5,7;132,0
18;5,65;-110,92
18;5,61;179,0
18;5,63;-115,1
18;5,57;-118,7
18;5,58;-117,19
18;5,6;124,46
18;5,57;-128,11
18;5,55;131,33
18;5,84;-102,47
18;5,82;127,22
18;6,07;-104,78
18;6,12;114,05
18;6,25;-112,25
18;6,24;125,73
18;6,48;-106,4
18;6,31;175,1
18;6,39;-113,71
18;6,38;115,1
18;6,47;-124,36
18;6,28;-127,01
18;6,32;-127,32
18;6,11;129,07
18;6,36;-106,9
18;6,24;-95,14
18;6,32;-97,09
18;6,27;113,66
18;6,4;-116,12
18;6,21;-116,56
18;6,21;-116,71
18;6,16;112,5
18;6,21;-122,81
18;6,03;155,66
18;6,06;-121,66
18;5,86;-123,07
18;5,89;-122,48
18;5,72;-124,49
18;5,64;165,09
18;5,54;-165,15
18;5,47;-164,2
18;5,61;-160,83
18;5,48;160,42
18;5,4;-120,71
18;5,35;147,68
18;5,36;-112,86
18;5,29;-115,7
18;5,3;-114,8
18;5,25;-115,75
18;5,28;-114,8
18;5,28;130,71
18;5,23;-111,42
18;5,21;-114,57
18;5,37;-113,84
18;5,3;-116,81
18;5,19;-116,24
18;5,2;-117,69
18;5,19;-116,79
18;5,22;-118,05
18;5,13;-116,45
18;5,23;-117,18
18;5,27;-116,39
18;5,27;167,12
18;5,05;166,72
18;5,23;-123,17
18;5,09;148,18
18;5,09;-166,38
18;4,93;-162,85
18;4,9;173,62
18;4,75;172,16
18;4,72;171,44
18;4,71;-104,74
18;4,65;145,71
20;5,36;-140,78
20;7,22;96,0
20;8,42;-112,93
20;8,22;110,28
20;7,55;-132,51
20;8,3;-130,72
20;8,16;100,88
20;8,96;-102,6
20;8,49;131,38
20;8,03;131,15
20;7,88;-122,18
20;8,23;103,54
20;7,98;-128,59
20;8,24;-127,13
20;8,01;121,07
20;7,95;-99,46
20;7,72;-101,68
20;7,71;106,35
20;8,19;-103,69
20;8,13;109,94
20;7,88;109,4
20;8,16;-105,38
20;8,43;112,87
20;8,29;-99,86
20;8,44;-99,95
20;8,45;101,09
20;8,24;-119,89
20;8,17;-120,04
20;8,03;119,59
20;7,58;-128,66
20;7,36;146,12
20;7,21;144,76
20;7,27;-108,55
20;7,32;-108,28
20;7,24;97,48
20;7,3;-115,49
20;7,48;-114,9
20;7,26;117,82
20;6,84;120,89
20;6,64;-172,85
20;6,59;119,03
20;6,39;-90,97
20;6,67;-91,66
20;7,07;97,78
20;7,12;-101,23
20;7,52;-101,43
20;7,48;98,93
20;7,74;-95,37
20;7,57;161,61
20;7,84;158,7
20;8,0;-96,77
20;7,76;161,8
20;7,96;158,73
20;8,28;-104,17
20;8,37;-104,81
20;7,97;109,39
20;8,36;-105,08
20;8,13;-108,54
20;8,22;104,88
20;8,88;-100,76
20;8,8;112,6
20;8,94;111,77
20;9,22;-100,95
20;9,34;105,18
20;9,0;-123,25
20;9,29;-122,05
20;9,16;141,4
20;8,7;-145,01
20;8,75;-143,23
20;8,49;156,14
20;8,21;155,22
20;8,03;-124,46
20;7,82;141,64
20;7,56;141,16
20;7,46;-103,52
20;7,45;107,97
20;7,19;-158,36
20;7,28;-156,01
20;7,16;-155,46
20;6,86;-155,92
20;6,69;-153,91
